syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority2,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_open0,syl_open1,syl_open2,syl_phoncat0,syl_phoncat1,syl_phoncat2,onset_phoncat0,onset_phoncat1,onset_phoncat2,koda_phoncat0,koda_phoncat1,koda_phoncat2,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,syl_len0,syl_len1,syl_len2,koda_len0,koda_len1,koda_len2,onset_len0,onset_len1,onset_len2,nucleus_len0,nucleus_len1,nucleus_len2,syl_cv0,syl_cv1,syl_cv2,cv_ratio0,cv_ratio1,cv_ratio2,pos,comp_struct,nomen,comp_len,Word,stress_class
chen,chen,n,en,hen,chen,uchen,C,KC,CKC,LCKC,CLCKC,ø,Er,ø,E,Er,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,ø,10,9,10,5,4,3,0,light,light,schwa,c,o,c,KC,CL,CKC,,C,C,C,,C,K,L,K,2,2,4,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,N,F,T,1,Ersuchen,paenultima
pen,ø,n,en,pen,ppen,ø,C,KC,CKC,KCKC,CKCKC,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,noacc,10,7,10,5,3,3,0,light,light,schwa,c,c,c,KC,CK,CKC,,C,C,C,,C,K,K,K,2,3,3,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,V,V,F,1,ertappen,paenultima
len,ø,n,en,len,ø,eilen,C,KC,CKC,DCKC,CDCKC,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCD,KCCDC,noacc,10,11,13,5,5,4,1,light,light,schwa,c,o,c,KC,CD,CKC,,C,C,C,,C,K,D,K,2,3,3,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,V,V,F,1,erteilen,paenultima
lung,ø,g,ng,ung,lung,ø,C,KC,CKC,DCKC,CDCKC,ø,Er,ø,E,Er,ø,ø,ø,K,KC,KCC,KCCD,KCCDC,noacc,10,11,15,5,5,5,2,light,light,light,c,o,c,KC,CD,CKC,,C,C,C,,C,K,D,K,2,3,4,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,N,V,T,1,Erteilung,paenultima
nen,ø,n,en,nen,ø,ø,C,KC,CKC,LCKC,CLCKC,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,noacc,10,7,12,5,3,4,1,light,light,schwa,c,o,c,KC,CL,CKC,,C,C,C,,C,K,L,K,2,2,3,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,V,V,F,1,ertoenen,paenultima
ten,ø,n,en,ten,eten,ø,C,KC,CKC,LCKC,CLCKC,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,noacc,10,7,10,5,3,3,0,light,light,schwa,c,o,c,KC,CL,CKC,,C,C,C,,C,K,L,K,2,2,3,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,V,V,F,1,ertoeten,paenultima
gen,ø,n,en,gen,agen,ragen,C,KC,CKC,LCKC,CLCKC,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCC,KCCCL,noacc,10,15,10,5,5,3,0,light,light,schwa,c,o,c,KC,CCL,CKC,,CC,C,C,,C,K,L,K,2,3,3,1,0,1,0,2,1,1,2,1,VC,CCVV,CVC,1,1,2,V,V,F,1,ertragen,paenultima
bar,bar,r,ar,bar,ø,ø,C,LC,CLC,CCLC,LCCLC,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCC,KCCCL,noacc,10,16,15,5,4,5,2,light,light,light,c,c,c,KC,CCLC,CLC,,CC,C,C,C,C,K,L,L,2,4,3,1,1,1,0,2,1,1,2,2,VC,CCVVC,CVVC,1,1,1,A,V,F,1,ertragbar,paenultima
lich,ø,h,ch,ich,lich,glich,C,KC,CKC,CCKC,LCCKC,noacc,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCC,KCCCL,noacc,10,12,13,5,3,4,1,light,light,light,c,c,c,KC,CCLC,CKC,,CC,C,C,C,C,K,L,K,2,4,4,1,1,1,0,2,1,1,2,1,VC,CCVVC,CVC,1,1,2,A,V,F,1,ertraeglich,paenultima
los,los,s,os,los,ø,ø,C,LC,CLC,CCLC,LCCLC,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCC,KCCCL,noacc,10,16,11,5,4,3,0,light,light,light,c,c,c,KC,CCLC,CLC,,CC,C,C,C,C,K,L,L,2,4,3,1,1,1,0,2,1,1,2,2,VC,CCVVC,CVVC,1,1,1,A,N,F,1,ertraglos,paenultima
nis,nis,s,is,nis,ø,ø,C,KC,CKC,CCKC,LCCKC,noacc,Er,ø,E,Er,ø,ø,ø,K,KC,KCC,KCCC,KCCCL,noacc,10,12,12,5,3,4,1,light,light,light,c,c,c,KC,CCLC,CKC,,CC,C,C,C,C,K,L,K,2,4,3,1,1,1,0,2,1,1,2,1,VC,CCVVC,CVC,1,1,2,N,N,T,1,Ertraegnis,paenultima
ø,ø,h,ch,ich,ø,ø,C,DC,CDC,CCDC,LCCDC,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCC,KCCCL,noacc,10,16,15,5,4,5,2,light,light,light,c,c,c,KC,CCLC,CDC,,CC,C,C,C,C,K,L,D,2,4,5,1,1,1,0,2,1,1,2,2,VC,CCVVC,CVVC,1,1,1,A,N,F,1,ertragreich,paenultima
ken,ø,n,en,ken,nken,enken,C,KC,CKC,CCKC,KCCKC,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCC,KCCCK,noacc,10,14,10,5,3,3,0,light,light,schwa,c,c,c,KC,CCKC,CKC,,CC,C,C,C,C,K,K,K,2,4,3,1,1,1,0,2,1,1,1,1,VC,CCVC,CVC,1,3,2,V,V,F,1,ertraenken,paenultima
ø,ø,g,ng,ung,kung,ø,C,KC,CKC,CCKC,KCCKC,ø,Er,ø,E,Er,ø,ø,ø,K,KC,KCC,KCCC,KCCCK,noacc,10,14,12,5,3,4,1,light,light,light,c,c,c,KC,CCKC,CKC,,CC,C,C,C,C,K,K,K,2,4,4,1,1,1,0,2,1,1,1,1,VC,CCVC,CVC,1,3,2,N,V,T,1,Ertraenkung,paenultima
men,ø,n,en,men,ø,ø,C,KC,CKC,DCKC,CDCKC,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCC,KCCCD,noacc,10,15,12,5,5,4,1,light,light,schwa,c,o,c,KC,CCD,CKC,,CC,C,C,,C,K,D,K,2,4,3,1,0,1,0,2,1,1,2,1,VC,CCVV,CVC,1,1,2,V,V,F,1,ertraeumen,paenultima
ken,ø,n,en,ken,nken,ø,C,KC,CKC,CCKC,KCCKC,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCC,KCCCK,noacc,10,16,10,5,4,3,0,light,light,schwa,c,c,c,KC,CCKC,CKC,,CC,C,C,C,C,K,K,K,2,4,3,1,1,1,0,2,1,1,1,1,VC,CCVC,CVC,1,3,2,V,V,F,1,ertrinken,paenultima
ken,ø,n,en,ken,nken,ø,C,KC,CKC,CCKC,KCCKC,ø,Er,ø,E,Er,ø,ø,ø,K,KC,KCC,KCCC,KCCCK,ø,10,16,10,5,4,3,0,light,light,schwa,c,c,c,KC,CCKC,CKC,,CC,C,C,C,C,K,K,K,2,4,3,1,1,1,0,2,1,1,1,1,VC,CCVC,CVC,1,3,2,N,F,T,1,Ertrinken,paenultima
zen,ø,n,en,zen,tzen,ø,C,KC,AKC,KAKC,CKAKC,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCC,KCCCK,noacc,10,11,10,5,3,3,0,light,light,schwa,c,c,c,KC,CCK,AKC,,CC,A,C,,C,K,K,K,2,4,3,1,1,1,0,2,1,1,1,1,VC,CCVC,CVC,1,3,2,V,V,F,1,ertrotzen,paenultima
tiv,ø,v,iv,tiv,ø,ø,C,LC,CLC,CCLC,KCCLC,ø,e,ø,e,er,ø,ø,ø,L,LC,LCK,LCKC,LCKCC,ø,6,13,10,6,4,3,2,light,light,light,o,c,c,L,CKC,CLC,,C,C,,C,C,L,K,L,1,3,3,0,1,1,0,1,1,2,1,2,VV,CVC,CVVC,0,2,1,A,R,F,1,eruptiv,ultima
chen,chen,n,en,hen,chen,achen,C,KC,CKC,KCKC,CKCKC,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,noacc,10,7,10,5,3,3,0,light,light,schwa,c,c,c,KC,CK,CKC,,C,C,C,,C,K,K,K,2,2,4,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,V,V,F,1,erwachen,paenultima
sen,ø,n,en,sen,ø,ø,C,KC,CKC,CCKC,KCCKC,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,noacc,10,8,10,5,2,3,0,light,light,schwa,c,c,c,KC,CKC,CKC,,C,C,C,C,C,K,K,K,2,4,3,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,V,V,F,1,erwachsen,paenultima
gen,ø,n,en,gen,egen,ø,C,KC,CKC,LCKC,CLCKC,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,noacc,10,7,10,5,3,3,0,light,light,schwa,c,o,c,KC,CL,CKC,,C,C,C,,C,K,L,K,2,2,3,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,V,V,F,1,erwaegen,paenultima
gung,ø,g,ng,ung,gung,egung,C,KC,CKC,LCKC,CLCKC,ø,Er,ø,E,Er,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,noacc,10,7,12,5,3,4,1,light,light,light,c,o,c,KC,CL,CKC,,C,C,C,,C,K,L,K,2,2,4,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,N,V,T,1,Erwaegung,paenultima
len,ø,n,en,len,hlen,ehlen,C,KC,CKC,LCKC,CLCKC,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,noacc,10,7,13,5,3,4,1,light,light,schwa,c,o,c,KC,CL,CKC,,C,C,C,,C,K,L,K,2,3,3,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,V,V,F,1,erwaehlen,paenultima
nen,ø,n,en,nen,hnen,ehnen,C,KC,CKC,LCKC,CLCKC,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,ø,10,7,12,5,3,4,1,light,light,schwa,c,o,c,KC,CL,CKC,,C,C,C,,C,K,L,K,2,3,3,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,V,V,F,1,erwaehnen,paenultima
nung,ø,g,ng,ung,nung,hnung,C,KC,CKC,LCKC,CLCKC,ø,Er,ø,E,Er,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,ø,10,7,14,5,3,4,2,light,light,light,c,o,c,KC,CL,CKC,,C,C,C,,C,K,L,K,2,3,4,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,N,V,T,1,Erwaehnung,paenultima
dern,ø,n,rn,ern,dern,ndern,C,CC,KCC,CKCC,CCKCC,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,noacc,10,10,14,5,3,3,2,light,light,schwa,c,c,c,KC,CKC,CKCC,,C,C,C,C,CC,K,K,K,2,3,4,1,1,2,0,1,1,1,1,1,VC,CVC,CVCC,1,2,3,V,V,F,1,erwandern,paenultima
men,ø,n,en,men,ø,ø,C,KC,CKC,CCKC,KCCKC,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,noacc,10,11,12,5,3,4,1,light,light,schwa,c,c,c,KC,CKC,CKC,,C,C,C,C,C,K,K,K,2,3,3,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,V,V,F,1,erwaermen,paenultima
ø,ø,g,ng,ung,mung,ø,C,KC,CKC,CCKC,KCCKC,ø,Er,ø,E,Er,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,noacc,10,11,14,5,3,4,2,light,light,light,c,c,c,KC,CKC,CKC,,C,C,C,C,C,K,K,K,2,3,4,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,N,V,T,1,Erwaermung,paenultima
ten,ø,n,en,ten,ø,ø,C,KC,CKC,CCKC,KCCKC,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,noacc,10,11,10,5,3,3,0,light,light,schwa,c,c,c,KC,CKC,CKC,,C,C,C,C,C,K,K,K,2,3,3,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,V,V,F,1,erwarten,paenultima
ten,ø,n,en,ten,ø,ø,C,KC,CKC,CCKC,KCCKC,ø,Er,ø,E,Er,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,ø,10,11,10,5,3,3,0,light,light,schwa,c,c,c,KC,CKC,CKC,,C,C,C,C,C,K,K,K,2,3,3,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,N,F,T,1,Erwarten,paenultima
tung,ø,g,ng,ung,tung,ø,C,KC,CKC,CCKC,KCCKC,ø,Er,ø,E,Er,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,noacc,10,11,12,5,3,4,1,light,light,light,c,c,c,KC,CKC,CKC,,C,C,C,C,C,K,K,K,2,3,4,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,N,V,T,1,Erwartung,paenultima
cken,ø,n,en,ken,cken,ecken,C,KC,CKC,KCKC,CKCKC,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,noacc,10,7,10,5,3,3,0,light,light,schwa,c,c,c,KC,CK,CKC,,C,C,C,,C,K,K,K,2,2,4,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,V,V,F,1,erwecken,paenultima
ø,ø,g,ng,ung,kung,ckung,C,KC,CKC,KCKC,CKCKC,ø,Er,ø,E,Er,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,noacc,10,7,12,5,3,4,1,light,light,light,c,c,c,KC,CK,CKC,,C,C,C,,C,K,K,K,2,2,5,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,N,V,T,1,Erweckung,paenultima
ren,ø,n,en,ren,hren,ehren,C,KC,CKC,LCKC,CLCKC,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,noacc,10,7,13,5,3,4,1,light,light,schwa,c,o,c,KC,CL,CKC,,C,C,C,,C,K,L,K,2,3,3,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,V,V,F,1,erwehren,paenultima
chen,chen,n,en,hen,chen,ichen,C,KC,CKC,DCKC,CDCKC,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCD,KCCDC,noacc,10,11,10,5,5,3,0,light,light,schwa,c,o,c,KC,CD,CKC,,C,C,C,,C,K,D,K,2,3,4,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,V,V,F,1,erweichen,paenultima
bar,bar,r,ar,bar,ø,ø,C,LC,CLC,CCLC,ø,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCD,KCCDC,noacc,10,12,15,5,4,5,2,light,light,light,c,c,c,KC,CDC,CLC,,C,C,C,C,C,K,D,L,2,5,3,1,1,1,0,1,1,1,2,2,VC,CVVC,CVVC,1,1,1,A,V,F,1,erweichbar,paenultima
ø,ø,g,ng,ung,hung,chung,C,KC,CKC,DCKC,CDCKC,ø,Er,ø,E,Er,ø,ø,ø,K,KC,KCC,KCCD,KCCDC,noacc,10,11,12,5,5,4,1,light,light,light,c,o,c,KC,CD,CKC,,C,C,C,,C,K,D,K,2,3,5,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,N,V,T,1,Erweichung,paenultima
sen,ø,n,en,sen,isen,eisen,C,KC,CKC,DCKC,CDCKC,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCD,KCCDC,noacc,10,11,10,5,5,3,0,light,light,schwa,c,o,c,KC,CD,CKC,,C,C,C,,C,K,D,K,2,3,3,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,V,V,F,1,erweisen,paenultima
bar,bar,r,ar,bar,ø,ø,C,LC,CLC,CCLC,ø,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCD,KCCDC,noacc,10,12,15,5,4,5,2,light,light,light,c,c,c,KC,CDC,CLC,,C,C,C,C,C,K,D,L,2,4,3,1,1,1,0,1,1,1,2,2,VC,CVVC,CVVC,1,1,1,A,V,F,1,erweisbar,paenultima
lich,ø,h,ch,ich,lich,slich,C,KC,CKC,CCKC,DCCKC,noacc,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCD,KCCDC,noacc,10,12,13,5,4,4,1,light,light,light,c,c,c,KC,CDC,CKC,,C,C,C,C,C,K,D,K,2,4,4,1,1,1,0,1,1,1,2,1,VC,CVVC,CVC,1,1,2,A,V,F,1,erweislich,paenultima
tern,ø,n,rn,ern,tern,ø,C,CC,KCC,CKCC,DCKCC,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCD,KCCDC,noacc,10,11,14,5,5,3,2,light,light,schwa,c,o,c,KC,CD,CKCC,,C,C,C,,CC,K,D,K,2,3,4,1,0,2,0,1,1,1,2,1,VC,CVV,CVCC,1,0,3,V,A,F,1,erweitern,paenultima
ben,ø,n,en,ben,ø,erben,C,KC,CKC,CCKC,KCCKC,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,noacc,10,11,10,5,3,3,0,light,light,schwa,c,c,c,KC,CKC,CKC,,C,C,C,C,C,K,K,K,2,3,3,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,V,V,F,1,erwerben,paenultima
ø,ø,r,er,ber,ø,ø,C,KC,CKC,CCKC,KCCKC,ø,Er,ø,E,Er,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,noacc,10,11,11,5,3,3,0,light,light,schwa,c,c,c,KC,CKC,CKC,,C,C,C,C,C,K,K,K,2,3,3,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,N,V,T,1,Erwerber,paenultima
los,los,s,os,los,ø,ø,C,LC,CLC,CCLC,CCCLC,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,noacc,10,13,11,5,2,3,0,light,heavy,light,c,c,c,KC,ø,CLC,,C,C,C,CCC,C,K,K,L,2,5,3,1,3,1,0,1,1,1,1,2,VC,ø,CVVC,1,4,1,A,N,F,1,erwerbslos,paenultima
bung,ø,g,ng,ung,bung,ø,C,KC,CKC,CCKC,KCCKC,ø,Er,ø,E,Er,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,noacc,10,11,12,5,3,4,1,light,light,light,c,c,c,KC,CKC,CKC,,C,C,C,C,C,K,K,K,2,3,4,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,N,V,T,1,Erwerbung,paenultima
dern,ø,n,rn,ern,dern,ø,C,CC,KCC,CKCC,LCKCC,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,noacc,10,9,14,5,4,3,2,light,light,schwa,c,o,c,KC,CL,CKCC,,C,C,C,,CC,K,L,K,2,2,4,1,0,2,0,1,1,1,2,1,VC,CVV,CVCC,1,0,3,V,V,F,1,erwidern,paenultima
sen,ø,n,en,sen,ø,ø,C,KC,CKC,LCKC,CLCKC,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,ø,10,9,10,5,4,3,0,light,light,schwa,c,o,c,KC,CL,CKC,,C,C,C,,C,K,L,K,2,3,3,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,A,F,F,1,erwiesen,paenultima
ken,ø,n,en,ken,ø,ø,C,KC,CKC,CCKC,KCCKC,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,noacc,10,13,10,5,4,3,0,light,light,schwa,c,c,c,KC,CKC,CKC,,C,C,C,C,C,K,K,K,2,3,3,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,V,V,F,1,erwirken,paenultima
schen,ø,n,en,hen,chen,schen,C,KC,CKC,KCKC,CKCKC,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,ø,10,9,10,5,4,3,0,light,light,schwa,c,c,c,KC,CK,CKC,,C,C,C,,C,K,K,K,2,2,5,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,V,V,F,1,erwischen,paenultima
ben,ø,n,en,ben,ø,ø,C,KC,CKC,CCKC,KCCKC,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,ø,10,11,10,5,3,3,0,light,light,schwa,c,c,c,KC,CKC,CKC,,C,C,C,C,C,K,K,K,2,3,3,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,A,F,F,1,erworben,paenultima
gen,ø,n,en,gen,ø,ø,C,KC,CKC,CCKC,KCCKC,ø,er,er,e,er,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,noacc,10,13,10,5,4,3,0,light,light,schwa,c,c,c,KC,CKC,CKC,,C,C,C,C,C,K,K,K,2,3,3,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,V,V,F,1,erwuergen,paenultima
len,ø,n,en,len,hlen,ehlen,C,KC,CKC,LCKC,ALCKC,ø,er,er,e,er,ø,ø,ø,K,KC,KCA,KCAL,KCALC,noacc,10,7,13,5,3,4,1,light,light,schwa,c,o,c,KC,AL,CKC,,A,C,C,,C,K,L,K,2,3,3,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,V,V,F,1,erzaehlen,paenultima
ler,ler,r,er,ler,ø,ø,C,KC,CKC,LCKC,ALCKC,ø,Er,ø,E,Er,ø,ø,ø,K,KC,KCA,KCAL,KCALC,noacc,10,7,14,5,3,4,2,light,light,schwa,c,o,c,KC,AL,CKC,,A,C,C,,C,K,L,K,2,3,3,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,N,V,T,1,Erzaehler,paenultima
lung,ø,g,ng,ung,lung,hlung,C,KC,CKC,LCKC,ALCKC,ø,Er,ø,E,Er,ø,ø,ø,K,KC,KCA,KCAL,KCALC,noacc,10,7,15,5,3,5,2,light,light,light,c,o,c,KC,AL,CKC,,A,C,C,,C,K,L,K,2,3,4,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,N,V,T,1,Erzaehlung,paenultima
ø,ø,f,ø,ø,ø,ø,C,KC,CKC,KCKC,CKCKC,ø,ø,ø,E,Er,ø,ø,ø,K,KC,KCA,ø,ø,ø,11,9,8,3,4,2,-2,heavy,light,light,c,c,c,ø,CK,CKC,,C,C,CA,,C,K,K,K,3,2,5,2,1,1,0,1,1,1,1,1,VCC,CVC,CVC,2,2,2,N,N,T,1,Erzbischof,antepaenultima
gen,ø,n,en,gen,igen,eigen,C,KC,CKC,DCKC,ø,ø,er,er,e,er,ø,ø,ø,K,KC,KCA,ø,ø,noacc,10,11,10,5,5,3,0,light,light,schwa,c,o,c,KC,AD,CKC,,A,C,C,,C,K,D,K,2,3,3,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,V,V,F,1,erzeigen,paenultima
ø,ø,l,el,ø,ø,ø,C,KC,CKC,KCKC,AKCKC,ø,ø,ø,E,Er,ø,ø,ø,K,KC,KCA,KCAK,KCAKC,ø,11,6,13,3,6,4,1,heavy,light,schwa,c,c,c,ø,K,CKC,,,C,CA,,C,K,K,K,3,2,3,2,1,1,0,0,1,1,1,1,VCC,VC,CVC,2,1,2,N,N,T,1,Erzengel,antepaenultima
gen,ø,n,en,gen,ø,ø,C,KC,CKC,DCKC,ø,ø,er,er,e,er,ø,ø,ø,K,KC,KCA,ø,ø,noacc,10,11,10,5,5,3,0,light,light,schwa,c,o,c,KC,AD,CKC,,A,C,C,,C,K,D,K,2,3,3,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,V,V,F,1,erzeugen,paenultima
ger,ø,r,er,ger,ø,ø,C,KC,CKC,DCKC,ø,ø,Er,ø,E,Er,ø,ø,ø,K,KC,KCA,ø,ø,noacc,10,11,11,5,5,3,0,light,light,schwa,c,o,c,KC,AD,CKC,,A,C,C,,C,K,D,K,2,3,3,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,N,V,T,1,Erzeuger,paenultima
nis,nis,s,is,nis,ø,ø,C,KC,CKC,CCKC,DCCKC,noacc,Er,ø,E,Er,ø,ø,ø,K,KC,KCA,ø,ø,noacc,10,12,12,5,4,4,1,light,light,light,c,c,c,KC,ø,CKC,,A,C,C,C,C,K,D,K,2,4,3,1,1,1,0,1,1,1,2,1,VC,CVVC,CVC,1,1,2,N,V,T,1,Erzeugnis,paenultima
gung,ø,g,ng,ung,gung,ø,C,KC,CKC,DCKC,ø,ø,Er,ø,E,Er,ø,ø,ø,K,KC,KCA,ø,ø,noacc,10,11,12,5,5,4,1,light,light,light,c,o,c,KC,AD,CKC,,A,C,C,,C,K,D,K,2,3,4,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,N,V,T,1,Erzeugung,paenultima
ø,ø,g,ø,ø,ø,ø,C,LC,ø,ø,ø,ø,ø,ø,E,Er,ø,ø,ø,K,KC,KCA,ø,ø,ø,11,11,8,3,3,2,-2,heavy,light,light,c,c,c,ø,CKC,ø,,C,A,CA,C,C,K,K,L,3,3,3,2,1,1,0,1,1,1,1,2,VCC,CVC,CVVC,2,2,1,N,N,T,1,Erzherzog,antepaenultima
hen,ø,n,en,hen,ehen,ø,C,KC,LKC,ø,ø,ø,er,er,e,er,ø,ø,ø,K,KC,KCA,KCAL,ø,noacc,10,9,9,5,4,4,-1,light,light,schwa,c,o,c,KC,AL,KC,,A,,C,,C,K,L,K,2,3,3,1,0,1,0,1,0,1,2,1,VC,CVV,VC,1,0,1,V,V,F,1,erziehen,paenultima
bar,bar,r,ar,bar,ø,ø,C,LC,CLC,LCLC,ø,ø,er,er,e,er,ø,ø,ø,K,KC,KCA,KCAL,KCALC,noacc,10,9,15,5,4,5,2,light,light,light,c,o,c,KC,AL,CLC,,A,C,C,,C,K,L,L,2,4,3,1,0,1,0,1,1,1,2,2,VC,CVV,CVVC,1,0,1,A,V,F,1,erziehbar,paenultima
ø,ø,r,er,her,ø,ø,C,KC,LKC,ø,ø,ø,Er,ø,E,Er,ø,ø,ø,K,KC,KCA,KCAL,ø,noacc,10,9,10,5,4,5,0,light,light,schwa,c,o,c,KC,AL,KC,,A,,C,,C,K,L,K,2,3,3,1,0,1,0,1,0,1,2,1,VC,CVV,VC,1,0,1,N,V,T,1,Erzieher,paenultima
ø,ø,g,ng,ung,hung,ø,C,KC,LKC,ø,ø,ø,Er,ø,E,Er,ø,ø,ø,K,KC,KCA,KCAL,ø,noacc,10,9,11,5,4,5,0,light,light,light,c,o,c,KC,AL,KC,,A,,C,,C,K,L,K,2,3,4,1,0,1,0,1,0,1,2,1,VC,CVV,VC,1,0,1,N,V,T,1,Erziehung,paenultima
