syl_len0,syl_len1,syl_len2,syl0,syl1,syl2,nk_suffix,praefix,basic_pos,comp_struct,sa_struct,prae_class,praefix1,praefix2,praefix3,praefix4,praefix5,suffix1,suffix2,suffix3,suffix4,suffix5,suff_class,rhyme0,rhyme1,rhyme2,cv_ratio0,cv_ratio1,cv_ratio2,koda_len0,koda_len1,koda_len2,onset_len0,onset_len1,onset_len2,nucleus_len0,nucleus_len1,nucleus_len2,comp_len,sonority0,sonority1,sonority2,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_dir,syl_class0,syl_class1,syl_class2,onset_class0,onset_class1,onset_class2,koda_class0,koda_class1,koda_class2,nucleus_class0,nucleus_class1,nucleus_class2,syl_weight0,syl_weight1,syl_weight2,nomen,sylcnt,stress_class
1,2,5,i,ta,lisch,isch,ø,A,A,S,ø,L,LC,LCL,LCLC,LCLCK,C,KC,CKC,LCKC,CLCKC,ø,VV,CVV,CVC,0,0,2,0,0,1,0,1,1,2,2,1,1,1,101,111,5,3,3,1,L,CL,CKC,?,C,C,?,?,C,L,L,K,1,1,1,F,3,paenultima
4,4,3,hoch,st1m,mig,ig,hoch,A,AN,SSA,acc,C,CL,CLC,CLCC,CLCCC,C,KC,CKC,KCKC,CKCKC,noacc,CVVC,CCVC,CVC,1,3,2,1,1,1,1,2,1,2,1,1,2,201,201,1101,2,2,2,1,CLC,CCK,CKC,C,CC,C,C,?,C,L,K,K,1,1,1,F,3,antepaenultima
3,3,4,ein,ste,cken,en,ein,V,V,AS,acc,D,DC,DCC,DCCC,DCCCK,C,KC,CKC,KCKC,CKCKC,ø,VVC,CCVC,CVC,0,3,2,1,1,1,0,2,1,2,1,1,1,1001,201,1101,4,2,2,1,DC,CCK,CKC,?,CC,C,C,?,C,D,K,K,1,1,0,F,3,antepaenultima
2,4,4,er,stei,gern,ern,er,V,V,AS,noacc,K,KC,KCC,KCCC,KCCCD,C,CC,KCC,CKCC,DCKCC,ø,VC,CCVV,CVCC,1,1,3,1,0,2,0,2,1,1,2,1,1,11,201,1111,3,2,2,1,KC,CCD,CKCC,?,CC,C,C,?,CC,K,D,K,1,1,0,F,3,paenultima
4,3,3,sinn,wid,rig,ig,ø,A,NA,SS,ø,C,CK,CKC,CKCC,CKCCL,C,KC,CKC,CCKC,LCCKC,ø,CVC,CVV,CCVC,2,0,3,1,0,1,1,1,2,1,2,1,2,1101,101,211,2,3,2,-1,CKC,CL,CCKC,C,C,CC,C,?,C,K,L,K,1,1,1,F,3,antepaenultima
3,3,4,aus,bli,cken,en,aus,V,V,AS,acc,D,DC,DCC,DCCC,DCCCK,C,KC,CKC,KCKC,CKCKC,ø,VVC,CCVC,CVC,0,3,2,1,1,1,0,2,1,2,1,1,1,101,111,1101,3,3,2,1,DC,CCK,CKC,?,CC,C,C,?,C,D,K,K,1,1,0,F,3,antepaenultima
4,3,4,Nach,z1h,lung,ung,nach,N,V,SA,acc,C,CL,CLC,CLCA,CLCAL,C,KC,CKC,LCKC,ALCKC,ø,CVVC,CVV,CVC,1,0,2,1,0,1,1,1,1,2,2,1,1,1101,101,1011,3,2,3,-1,CLC,AL,CKC,C,A,C,C,?,C,L,L,K,1,1,1,T,3,antepaenultima
2,2,2,Ko,ka,in,in,ø,N,N,SA,ø,C,CL,CLC,CLCL,CLCLL,C,LC,LLC,CLLC,LCLLC,ø,CVV,CVV,VVC,0,0,0,0,0,1,1,1,0,2,2,2,1,101,101,1001,2,3,3,1,CL,CL,LC,C,C,?,?,?,C,L,L,L,1,1,1,T,3,ultima
2,3,2,zu,lei,de,e,zu,ADV,F,AS,acc,A,AL,ALC,ALCD,ALCDC,K,CK,DCK,CDCK,LCDCK,ø,CVV,CVV,CV,0,0,1,0,0,0,1,1,1,2,2,1,1,101,11,101,3,4,2,0,AL,CD,CK,A,C,C,?,?,?,L,D,K,1,1,0,F,3,paenultima
3,3,4,Ver,ban,nung,ung,ver,N,V,SA,noacc,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,KCKC,CKCKC,ø,CVC,CVC,CVC,2,2,2,1,1,1,1,1,1,1,1,1,1,111,101,2001,2,2,3,1,CKC,CK,CKC,C,C,C,C,?,C,K,K,K,1,1,1,T,3,paenultima
6,2,4,Schaum,ge,b1ck,1ck,ø,N,NN,SS,ø,C,CD,CDC,CDCC,CDCCK,C,KC,CKC,KCKC,CKCKC,ø,CVVC,CV,CVC,1,1,2,1,0,1,1,1,1,2,1,1,2,1101,101,201,3,2,2,-1,CDC,CK,CKC,C,C,C,C,?,C,D,K,K,1,0,1,T,3,antepaenultima
3,3,3,aus,bin,den,en,aus,V,V,AS,acc,D,DC,DCC,DCCK,DCCKC,C,KC,CKC,CCKC,KCCKC,ø,VVC,CVC,CVC,0,2,2,1,1,1,0,1,1,2,1,1,1,101,1101,1101,3,2,2,1,DC,CKC,CKC,?,C,C,C,C,C,D,K,K,1,1,0,F,3,antepaenultima
3,4,2,T2r,klin,ke,e,ø,N,NN,SS,ø,C,CL,CLC,CLCC,CLCCC,K,CK,CCK,KCCK,CKCCK,ø,CVVC,CCVC,CV,1,3,1,1,1,0,1,2,1,2,1,1,2,111,1111,101,3,2,2,-1,CLC,CCKC,CK,C,CC,C,C,C,?,L,K,K,1,1,0,T,3,antepaenultima
3,2,3,Huf,ei,sen,en,ø,N,NN,SS,ø,C,CL,CLC,CLCD,CLCDC,C,KC,CKC,DCKC,CDCKC,ø,CVVC,VV,CVC,1,0,2,1,0,1,1,0,1,2,2,1,2,201,1,1101,2,6,2,1,CLC,D,CKC,C,?,C,C,?,C,L,D,K,1,1,0,T,3,antepaenultima
4,3,5,Krip,pen,spiel,iel,ø,N,NN,SAS,ø,C,CC,CCK,CCKC,CCKCK,C,LC,CLC,CCLC,CCCLC,ø,CCVC,CVC,CCVVC,3,2,1,1,1,1,2,1,2,1,1,2,2,111,1101,211,3,2,2,1,CCK,CKC,CCLC,CC,C,CC,?,C,C,K,K,L,1,0,1,T,3,antepaenultima
4,2,5,phre,ne,tisch,isch,ø,A,R,SA,ø,C,CC,CCL,CCLC,CCLCL,C,KC,CKC,LCKC,CLCKC,ø,CCVV,CVV,CVC,1,0,2,0,0,1,2,1,1,2,2,1,1,111,1001,201,2,3,2,1,CCL,CL,CKC,CC,C,C,?,?,C,L,L,K,1,1,1,F,3,paenultima
2,5,3,an,sprin,gen,en,an,V,V,AS,acc,K,KC,KCC,KCCC,KCCCC,C,KC,CKC,KCKC,CKCKC,ø,VC,CCCVC,CVC,1,4,2,1,1,1,0,3,1,1,1,1,1,1001,211,2001,3,2,2,1,KC,CCCK,CKC,?,CCC,C,C,?,C,K,K,K,1,1,0,F,3,antepaenultima
4,4,3,nach,stel,len,en,nach,V,PV,SS,acc,C,CL,CLC,CLCC,CLCCC,C,KC,CKC,KCKC,CKCKC,ø,CVVC,CCVC,CVC,1,3,2,1,1,1,1,2,1,2,1,1,2,1101,201,1011,3,2,3,-1,CLC,CCK,CKC,C,CC,C,C,?,C,L,K,K,1,1,0,F,3,antepaenultima
3,3,2,Hor,nis,se,e,ø,N,N,S,ø,C,CK,CKC,CKCC,CKCCK,K,CK,KCK,CKCK,CCKCK,ø,CVC,CVC,CV,2,2,1,1,1,0,1,1,1,1,1,1,1,111,1001,101,2,3,2,-1,CKC,CK,CK,C,C,C,C,?,?,K,K,K,1,1,0,T,3,paenultima
3,6,3,ent,schlos,sen,en,ø,A,F,S,ø,K,KC,KCC,KCCC,KCCCC,C,KC,CKC,KCKC,CKCKC,ø,VCC,CCVC,CVC,2,3,2,2,1,1,0,2,1,1,1,1,1,1101,111,1101,2,2,2,0,KCC,CCK,CKC,?,CC,C,CC,?,C,K,K,K,2,1,0,F,3,paenultima
6,6,3,Sprach,schnit,zer,er,ø,N,NN,SS,ø,C,CC,CCC,CCCL,CCCLC,C,KC,AKC,KAKC,CKAKC,ø,CCCVVC,CCVC,CVC,2,3,2,1,1,1,3,2,1,2,1,1,2,311,1101,111,2,2,2,-1,CCCLC,CCK,AKC,CCC,CC,A,C,?,C,L,K,K,1,1,0,T,3,antepaenultima
4,3,2,zeit,wei,se,e,ø,ADV,N,SA,ø,A,AD,ADC,ADCC,ADCCD,K,CK,DCK,CDCK,CCDCK,ø,CVVC,CVV,CV,1,0,1,1,0,0,1,1,1,2,2,1,1,201,101,101,2,3,2,-1,ADC,CD,CK,A,C,C,C,?,?,D,D,K,1,1,0,F,3,antepaenultima
2,2,4,Un,ge,mach,ach,ø,N,N,AS,ø,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,KCKC,CKCKC,ø,VC,CV,CVC,1,1,2,1,0,1,0,1,1,1,1,1,1,1001,101,1101,3,2,2,1,KC,CK,CKC,?,C,C,C,?,C,K,K,K,1,0,1,T,3,antepaenultima
4,4,3,flek,tier,bar,ar,ø,A,V,SA,ø,C,CC,CCK,CCKC,CCKCC,C,LC,CLC,CCLC,LCCLC,ø,CCVC,CVVC,CVVC,3,1,1,1,1,1,2,1,1,1,2,2,1,211,111,111,2,3,3,-1,CCKC,CLC,CLC,CC,C,C,C,C,C,K,L,L,1,1,1,F,3,paenultima
2,3,5,Ad,ler,blick,ick,ø,N,NN,SS,ø,L,LC,LCC,LCCK,LCCKC,C,KC,CKC,CCKC,CCCKC,ø,VV,CCVC,CCVC,0,3,3,0,1,1,0,2,2,2,1,1,2,1,121,211,6,2,2,1,L,CCKC,CCKC,?,CC,CC,?,C,C,L,K,K,1,0,1,T,3,antepaenultima
3,1,3,aus,2,ben,en,aus,V,V,AS,acc,D,DC,DCL,DCLC,DCLCK,C,KC,CKC,LCKC,CLCKC,ø,VVC,VV,CVC,0,0,2,1,0,1,0,0,1,2,2,1,1,101,1,1101,3,5,2,1,DC,L,CKC,?,?,C,C,?,C,D,L,K,1,1,0,F,3,antepaenultima
3,5,5,Men,schen,scheu,eu,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCK,D,CD,CCD,KCCD,CKCCD,ø,CVC,CVC,CVV,2,2,0,1,1,0,1,1,1,1,1,2,2,2001,1101,101,2,2,3,-1,CKC,CKC,CD,C,C,C,C,C,?,K,K,D,1,0,1,T,3,antepaenultima
2,4,4,an,muts,voll,oll,an,A,NA,SAS,acc,K,KC,KCC,KCCL,KCCLA,C,KC,CKC,ACKC,LACKC,ø,VC,CVVC,CVC,1,1,2,1,1,1,0,1,1,1,2,1,2,1001,1101,111,3,2,2,-1,KC,CLA,CKC,?,C,C,C,A,C,K,L,K,1,1,1,F,3,antepaenultima
2,3,4,An,wen,dung,ung,an,N,V,SA,acc,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,CCKC,KCCKC,ø,VC,CVC,CVC,1,2,2,1,1,1,0,1,1,1,1,1,1,1001,1101,1101,3,2,2,1,KC,CKC,CKC,?,C,C,C,C,C,K,K,K,1,1,1,T,3,antepaenultima
2,3,3,er,fas,sen,en,er,V,V,AS,noacc,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,KCKC,CKCKC,ø,VC,CVC,CVC,1,2,2,1,1,1,0,1,1,1,1,1,1,11,101,1101,3,2,2,1,KC,CK,CKC,?,C,C,C,?,C,K,K,K,1,1,0,F,3,paenultima
3,2,3,b3s,ar,tig,ig,ø,A,AN,SSA,ø,C,CL,CLC,CLCL,CLCLC,C,KC,CKC,CCKC,LCCKC,noacc,CVVC,VVC,CVC,1,0,2,1,1,1,1,0,1,2,2,1,2,201,11,201,2,4,2,0,CLC,LC,CKC,C,?,C,C,C,C,L,L,K,1,1,1,F,3,antepaenultima
4,2,2,Schi,m1,re,e,ø,N,N,S,ø,C,CL,CLC,CLCL,CLCLC,K,CK,LCK,CLCK,LCLCK,ø,CVV,CVV,CV,0,0,1,0,0,0,1,1,1,2,2,1,1,101,1001,11,3,3,3,-1,CL,CL,CK,C,C,C,?,?,?,L,L,K,1,1,0,T,3,paenultima
2,4,4,ab,k3mm,lich,ich,ab,A,V,SA,acc,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,CCKC,KCCKC,noacc,VC,CVC,CVC,1,2,2,1,1,1,0,1,1,1,1,1,1,101,1101,111,2,2,3,1,KC,CKC,CKC,?,C,C,C,C,C,K,K,K,1,1,1,F,3,antepaenultima
1,2,3,A,na,nas,as,ø,N,N,S,ø,K,KC,KCK,KCKC,KCKCK,C,KC,CKC,KCKC,CKCKC,ø,VC,CVC,CVC,1,2,2,1,1,1,0,1,1,1,1,1,1,1,1001,1101,4,3,2,1,K,CK,CKC,?,C,C,?,?,C,K,K,K,1,1,1,T,3,antepaenultima
2,3,4,No,vel,list,ist,ø,N,N,SA,ø,C,CL,CLC,CLCK,CLCKC,C,CC,KCC,CKCC,KCKCC,acc,CVV,CVC,CVCC,0,2,3,0,1,2,1,1,1,2,1,1,1,1001,101,211,3,2,2,-1,CL,CK,CKCC,C,C,C,?,?,CC,L,K,K,1,1,2,T,3,ultima
6,3,4,M3nchs,klo,ster,er,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCC,C,KC,CKC,CCKC,LCCKC,ø,CVCCC,CCVVC,CVC,4,1,2,3,1,1,1,2,1,1,2,1,2,2201,211,111,2,2,2,-1,CKCCC,CCLC,CKC,C,CC,C,CCC,C,C,K,L,K,2,1,0,T,3,antepaenultima
2,4,4,Um,wand,lung,ung,um,N,V,SA,acc,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,CCKC,CCCKC,ø,VC,CVC,CCVC,1,2,3,1,1,1,0,1,2,1,1,1,1,1001,1101,1111,3,2,2,1,KC,CKC,CCKC,?,C,CC,C,C,C,K,K,K,1,1,1,T,3,antepaenultima
3,2,4,Ent,z2,cken,en,ø,N,F,S,ø,K,KC,KCC,KCCA,KCCAK,C,KC,CKC,KCKC,AKCKC,ø,VCC,CVC,CVC,2,2,2,2,1,1,0,1,1,1,1,1,1,1101,101,1101,2,3,2,0,KCC,AK,CKC,?,A,C,CC,?,C,K,K,K,2,1,0,T,3,paenultima
4,3,3,knie,f1l,lig,ig,ø,A,N,SA,ø,C,CC,CCL,CCLC,CCLCK,C,KC,CKC,KCKC,CKCKC,noacc,CCVV,CVC,CVC,1,2,2,0,1,1,2,1,1,2,1,1,1,1101,101,111,2,2,3,-1,CCL,CK,CKC,CC,C,C,?,?,C,L,K,K,1,1,1,F,3,antepaenultima
2,3,3,um,lei,ten,en,um,V,V,AS,acc,K,KC,KCC,KCCD,KCCDC,C,KC,CKC,DCKC,CDCKC,ø,VC,CVV,CVC,1,0,2,1,0,1,0,1,1,1,2,1,1,1001,11,1101,3,4,2,1,KC,CD,CKC,?,C,C,C,?,C,K,D,K,1,1,0,F,3,antepaenultima
4,3,4,Zeit,ein,heit,eit,ø,N,NN,SS,ø,A,AD,ADC,ADCD,ADCDC,C,DC,CDC,CCDC,DCCDC,ø,CVVC,VVC,CVVC,1,0,1,1,1,1,1,0,1,2,2,2,2,201,1001,201,2,4,2,0,ADC,DC,CDC,A,?,C,C,C,C,D,D,D,1,1,1,T,3,antepaenultima
4,3,2,Tarn,kap,pe,e,ø,N,VN,SS,ø,C,CK,CKC,CKCC,CKCCC,K,CK,KCK,CKCK,CCKCK,ø,CVCC,CVC,CV,3,2,1,2,1,0,1,1,1,1,1,1,2,1111,101,101,2,2,2,-1,CKCC,CK,CK,C,C,C,CC,?,?,K,K,K,2,1,0,T,3,antepaenultima
5,3,3,Nacht,him,mel,el,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCC,C,KC,CKC,KCKC,CKCKC,ø,CVCC,CVC,CVC,3,2,2,2,1,1,1,1,1,1,1,1,2,1201,101,1011,2,3,3,-1,CKCC,CK,CKC,C,C,C,CC,?,C,K,K,K,2,1,0,T,3,antepaenultima
3,3,6,Kau,der,welsch,elsch,ø,N,N,S,ø,C,CD,CDC,CDCK,CDCKC,C,CC,KCC,CKCC,CCKCC,ø,CVV,CVC,CVCC,0,2,3,0,1,2,1,1,1,2,1,1,1,101,111,211,3,2,2,1,CD,CKC,CKCC,C,C,C,?,C,CC,D,K,K,1,0,2,T,3,antepaenultima
3,2,3,aus,s2,$en,en,aus,V,V,AS,acc,D,DC,DCC,DCCL,DCCLC,C,KC,CKC,LCKC,CLCKC,ø,VVC,CVV,CVC,0,0,2,1,0,1,0,1,1,2,2,1,1,101,101,1101,3,3,2,1,DC,CL,CKC,?,C,C,C,?,C,D,L,K,1,1,0,F,3,antepaenultima
2,3,3,Sy,phi,lis,is,ø,N,ø,ø,ø,C,CL,CLC,CLCL,CLCLC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVV,CVC,0,0,2,0,0,1,1,1,1,2,2,1,0,101,101,111,3,3,3,1,CL,CL,CKC,C,C,C,?,?,C,L,L,K,1,1,1,T,3,antepaenultima
5,2,5,sport,ge,recht,echt,ø,A,NA,SS,ø,C,CC,CCK,CCKC,CCKCC,C,CC,KCC,CKCC,KCKCC,ø,CCVCC,CV,CVCC,4,1,3,2,0,2,2,1,1,1,1,1,2,311,101,211,2,2,2,-1,CCKCC,CK,CKCC,CC,C,C,CC,?,CC,K,K,K,2,0,2,F,3,antepaenultima
5,3,2,Schul,jun,ge,e,ø,N,NN,SS,ø,C,CL,CLC,CLCC,CLCCK,K,CK,KCK,CKCK,CCKCK,ø,CVVC,CVC,CV,1,2,1,1,1,0,1,1,1,2,1,1,2,111,2,1001,3,4,3,1,CLC,CK,CK,C,C,C,C,?,?,L,K,K,1,1,0,T,3,antepaenultima
3,6,4,ent,schl2s,seln,eln,ent,V,N,AS,noacc,K,KC,KCC,KCCC,KCCCC,C,CC,KCC,CKCC,KCKCC,ø,VCC,CCVC,CVCC,2,3,3,2,1,2,0,2,1,1,1,1,1,1101,111,1111,2,3,2,1,KCC,CCK,CKCC,?,CC,C,CC,?,CC,K,K,K,2,1,0,F,3,paenultima
2,5,3,ab,schot,ten,en,ø,V,V,S,ø,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,KCKC,CKCKC,ø,VC,CVC,CVC,1,2,2,1,1,1,0,1,1,1,1,1,1,101,101,1101,2,2,2,1,KC,CK,CKC,?,C,C,C,?,C,K,K,K,1,1,0,F,3,antepaenultima
4,2,3,hier,wi,der,er,ø,ADV,ø,SS,ø,C,CL,CLC,CLCC,CLCCL,C,KC,CKC,LCKC,CLCKC,ø,CVVC,CVV,CVC,1,0,2,1,0,1,1,1,1,2,2,1,2,111,101,111,3,3,2,0,CLC,CL,CKC,C,C,C,C,?,C,L,L,K,1,1,0,F,3,multa
3,2,3,auf,ra,gen,en,auf,V,V,AS,acc,D,DC,DCC,DCCL,DCCLC,C,KC,CKC,LCKC,CLCKC,ø,VVC,CVV,CVC,0,0,2,1,0,1,0,1,1,2,2,1,1,101,11,1101,3,4,2,1,DC,CL,CKC,?,C,C,C,?,C,D,L,K,1,1,0,F,3,antepaenultima
6,3,4,streik,br2,chig,ig,ø,A,N,SA,ø,C,CC,CCC,CCCD,CCCDC,C,KC,CKC,KCKC,CKCKC,noacc,CCCVVC,CCVC,CVC,2,3,2,1,1,1,3,2,1,2,1,1,1,311,111,201,2,3,2,-1,CCCDC,CCK,CKC,CCC,CC,C,C,?,C,D,K,K,1,1,1,F,3,antepaenultima
4,3,3,weit,hin,aus,aus,ø,ADV,ø,SS,ø,C,CD,CDC,CDCC,CDCCK,C,DC,CDC,KCDC,CKCDC,ø,CVVC,CVC,CVVC,1,2,1,1,1,1,1,1,1,2,1,2,2,201,101,1101,2,3,3,1,CDC,CK,CDC,C,C,C,C,?,C,D,K,D,1,1,1,F,3,multa
3,2,4,W1s,se,rung,ung,ø,N,V,SA,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,KCKC,CKCKC,ø,CVC,CV,CVC,2,1,2,1,0,1,1,1,1,1,1,1,1,101,101,1011,2,2,3,1,CK,CK,CKC,C,C,C,?,?,C,K,K,K,1,0,1,T,3,antepaenultima
4,3,3,hoch,her,zig,ig,hoch,A,ø,SS,acc,C,CL,CLC,CLCC,CLCCK,C,KC,AKC,CAKC,KCAKC,noacc,CVVC,CVC,CVC,1,2,2,1,1,1,1,1,1,2,1,1,2,201,111,201,2,2,2,0,CLC,CKC,AKC,C,C,A,C,C,C,L,K,K,1,1,1,F,3,antepaenultima
3,4,5,syn,chro,nisch,isch,ø,A,A,SA,ø,C,CK,CKC,CKCC,CKCCC,C,KC,CKC,LCKC,CLCKC,ø,CVC,CCVV,CVC,2,1,2,1,0,1,1,2,1,1,2,1,1,1101,111,1101,2,2,2,0,CKC,CCL,CKC,C,CC,C,C,?,C,K,L,K,1,1,1,F,3,paenultima
2,4,3,ab,span,nen,en,ab,V,V,AS,acc,K,KC,KCC,KCCC,KCCCK,C,KC,CKC,KCKC,CKCKC,ø,VC,CCVC,CVC,1,3,2,1,1,1,0,2,1,1,1,1,1,101,201,2001,2,2,2,1,KC,CCK,CKC,?,CC,C,C,?,C,K,K,K,1,1,0,F,3,antepaenultima
2,4,4,ge,spr1,chig,ig,ø,A,N,SA,ø,C,CK,CKC,CKCC,CKCCC,C,KC,CKC,LCKC,CLCKC,noacc,CV,CCCVV,CVC,1,1,2,0,0,1,1,3,1,1,2,1,1,101,211,201,2,2,2,1,CK,CCCL,CKC,C,CCC,C,?,?,C,K,L,K,0,1,1,F,3,paenultima
3,4,3,aus,sch1,len,en,aus,V,V,AS,acc,D,DC,DCC,DCCL,DCCLC,C,KC,CKC,LCKC,CLCKC,ø,VVC,CVV,CVC,0,0,2,1,0,1,0,1,1,2,2,1,1,101,101,1011,3,2,3,1,DC,CL,CKC,?,C,C,C,?,C,D,L,K,1,1,0,F,3,antepaenultima
2,2,4,in,so,fern,ern,ø,ø,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,C,CC,KCC,CKCC,LCKCC,ø,VC,CVV,CVCC,1,0,3,1,0,2,0,1,1,1,2,1,0,1001,101,1111,3,2,2,1,KC,CL,CKCC,?,C,C,C,?,CC,K,L,K,1,1,2,F,3,ultima
2,3,3,er,z2r,nen,en,er,V,V,AS,noacc,K,KC,KCA,KCAK,KCAKC,C,KC,CKC,CCKC,KCCKC,ø,VC,CVC,CVC,1,2,2,1,1,1,0,1,1,1,1,1,1,11,111,2001,3,3,2,1,KC,AKC,CKC,?,A,C,C,C,C,K,K,K,1,1,0,F,3,paenultima
2,4,4,Pa,pier,geld,eld,ø,N,NN,SS,ø,C,CK,CKC,CKCL,CKCLC,C,CC,KCC,CKCC,CCKCC,ø,CVC,CVVC,CVCC,2,1,3,1,1,2,1,1,1,1,2,1,2,101,111,211,2,3,2,1,CK,CLC,CKCC,C,C,C,?,C,CC,K,L,K,1,1,2,T,3,paenultima
3,3,2,Lab,dr2,se,e,ø,N,N,S,ø,C,CK,CKC,CKCC,CKCCC,K,CK,LCK,CLCK,CCLCK,ø,CVC,CCVV,CV,2,1,1,1,0,0,1,2,1,1,2,1,1,111,111,101,2,3,2,-1,CKC,CCL,CK,C,CC,C,C,?,?,K,L,K,1,1,0,T,3,paenultima
4,3,4,Trun,ken,bold,old,ø,N,A,SA,ø,C,CC,CCK,CCKC,CCKCC,C,CC,KCC,CKCC,CCKCC,ø,CCVC,CVC,CVCC,3,2,3,1,1,2,2,1,1,1,1,1,1,1111,1101,211,2,2,2,-1,CCKC,CKC,CKCC,CC,C,C,C,C,CC,K,K,K,1,0,2,T,3,antepaenultima
3,3,3,ent,wer,ten,en,ent,V,V,AS,noacc,K,KC,KCC,KCCC,KCCCL,C,KC,CKC,CCKC,LCCKC,ø,VCC,CVVC,CVC,2,1,2,2,1,1,0,1,1,1,2,1,1,1101,111,1101,2,2,2,0,KCC,CLC,CKC,?,C,C,CC,C,C,K,L,K,2,1,0,F,3,paenultima
2,3,4,Ro,sen,holz,olz,ø,N,NN,SAS,ø,C,CL,CLC,CLCK,CLCKC,A,CA,KCA,CKCA,CCKCA,ø,CVV,CVC,CVCC,0,2,3,0,1,2,1,1,1,2,1,1,2,11,1101,211,3,2,2,1,CL,CKC,CKCA,C,C,C,?,C,CA,L,K,K,1,0,2,T,3,antepaenultima
2,5,3,tu,schie,ren,en,ø,V,V,SA,ø,C,CK,CKC,CKCL,CKCLC,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVV,CVC,2,0,2,1,0,1,1,1,1,1,2,1,1,101,101,1011,3,3,3,1,CK,CL,CKC,C,C,C,?,?,C,K,L,K,1,1,0,F,3,paenultima
2,3,4,ab,kup,fern,ern,ab,V,N,AS,acc,K,KC,KCC,KCCK,KCCKA,C,CC,KCC,AKCC,KAKCC,ø,VC,CVC,CVCC,1,2,3,1,1,2,0,1,1,1,1,1,1,101,101,1111,2,3,2,1,KC,CK,AKCC,?,C,A,C,?,CC,K,K,K,1,1,0,F,3,antepaenultima
3,2,5,Ent,z2,ckung,ung,ent,N,V,SA,noacc,K,KC,KCC,KCCA,KCCAK,C,KC,CKC,KCKC,AKCKC,ø,VCC,CVC,CVC,2,2,2,2,1,1,0,1,1,1,1,1,1,1101,101,1101,2,3,2,0,KCC,AK,CKC,?,A,C,CC,?,C,K,K,K,2,1,1,T,3,paenultima
4,2,3,Tr1u,me,rei,ei,ø,N,V,SA,ø,C,CC,CCD,CCDC,CCDCK,D,CD,KCD,CKCD,DCKCD,ø,CCVV,CV,CVV,1,1,0,0,0,0,2,1,1,2,1,2,1,111,1001,11,3,3,4,-1,CCD,CK,CD,CC,C,C,?,?,?,D,K,D,1,0,1,T,3,ultima
4,2,3,glim,me,rig,ig,ø,A,V,SA,ø,C,CC,CCK,CCKC,CCKCK,C,KC,CKC,KCKC,CKCKC,noacc,CCVC,CV,CVC,3,1,2,1,0,1,2,1,1,1,1,1,1,111,1001,111,3,3,3,0,CCK,CK,CKC,CC,C,C,?,?,C,K,K,K,1,0,1,F,3,antepaenultima
3,3,5,dau,men,breit,eit,ø,A,NA,SS,ø,C,CD,CDC,CDCK,CDCKC,C,DC,CDC,CCDC,CCCDC,ø,CVV,CVC,CCVVC,0,2,1,0,1,1,1,1,2,2,1,2,2,101,2001,211,3,2,2,1,CD,CKC,CCDC,C,C,CC,?,C,C,D,K,D,1,0,1,F,3,antepaenultima
2,4,3,ab,wend,bar,ar,ab,A,V,SA,acc,K,KC,KCC,KCCK,KCCKC,C,LC,CLC,CCLC,CCCLC,ø,VC,CVCC,CVVC,1,3,1,1,2,1,0,1,1,1,1,2,1,101,1201,111,2,2,3,1,KC,CKCC,CLC,?,C,C,C,CC,C,K,K,L,1,2,1,F,3,antepaenultima
2,3,4,Fa,bri,kant,ant,ø,N,R,SA,ø,C,CK,CKC,CKCC,CKCCL,C,CC,KCC,CKCC,LCKCC,ø,CVC,CCVV,CVCC,2,1,3,1,0,2,1,2,1,1,2,1,1,101,111,1201,2,3,2,1,CK,CCL,CKCC,C,CC,C,?,?,CC,K,L,K,1,1,2,T,3,ultima
5,3,3,statt,fin,den,en,ø,V,NV,SS,ø,C,CC,CCK,CCKC,CCKCC,C,KC,CKC,CCKC,KCCKC,ø,CCVC,CVC,CVC,3,2,2,1,1,1,2,1,1,1,1,1,2,301,1101,1101,1,2,2,1,CCKC,CKC,CKC,CC,C,C,C,C,C,K,K,K,1,1,0,F,3,antepaenultima
2,3,4,Im,per,fekt,ekt,ø,N,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,C,CC,KCC,CKCC,CCKCC,ø,VC,CVC,CVCC,1,2,3,1,1,2,0,1,1,1,1,1,0,1001,111,301,3,2,1,-1,KC,CKC,CKCC,?,C,C,C,C,CC,K,K,K,1,1,2,T,3,antepaenultima
