syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl_len5,syl_len6,syl0,syl1,syl2,syl3,syl4,syl5,syl6,nk_suffix,praefix,basic_pos,comp_struct,sa_struct,prae_class,praefix1,praefix2,praefix3,praefix4,praefix5,suffix1,suffix2,suffix3,suffix4,suffix5,suff_class,rhyme0,rhyme1,rhyme2,rhyme3,rhyme4,rhyme5,rhyme6,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,cv_ratio5,cv_ratio6,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,koda_len5,koda_len6,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,onset_len5,onset_len6,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,nucleus_len5,nucleus_len6,comp_len,sonority0,sonority1,sonority2,sonority3,sonority4,sonority5,sonority6,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_ratio5,sonority_ratio6,sonority_dir,syl_class0,syl_class1,syl_class2,syl_class3,syl_class4,syl_class5,syl_class6,onset_class0,onset_class1,onset_class2,onset_class3,onset_class4,onset_class5,onset_class6,koda_class0,koda_class1,koda_class2,koda_class3,koda_class4,koda_class5,koda_class6,nucleus_class0,nucleus_class1,nucleus_class2,nucleus_class3,nucleus_class4,nucleus_class5,nucleus_class6,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_weight5,syl_weight6,nomen,sylcnt,stress_class
2,3,2,5,2,2,2,Be,rie,se,lungs,an,la,ge,e,be,N,NN,SAS,noacc,C,CK,CKC,CKCL,CKCLC,K,CK,LCK,CLCK,CCLCK,ø,CV,CVV,CV,CVCC,VC,CVV,CV,1,0,1,3,1,0,1,0,0,0,2,1,0,0,1,1,1,1,0,1,1,1,2,1,1,1,2,1,2,101,11,101,1111,1001,11,101,2,4,2,2,3,4,2,1,CK,CL,CK,CKCC,KC,CL,CK,C,C,C,C,,C,C,,,,CC,C,,,K,L,K,K,K,L,K,0,1,0,2,1,1,0,T,7,sekunda
2,3,3,2,2,2,2,Bo,den,spe,ku,la,ti,on,on,ø,N,NN,SS,ø,C,CL,CLC,CLCK,CLCKC,C,LC,LLC,ALLC,KALLC,ø,CVV,CVC,CCVV,CVV,CVC,CVV,VVC,0,2,1,0,2,0,0,0,1,0,0,1,0,1,1,1,2,1,1,1,0,2,1,2,2,1,2,2,2,101,1101,201,101,11,101,1001,2,2,2,3,3,3,3,1,CL,CKC,CCL,CL,CK,AL,LC,C,C,CC,C,C,A,,,C,,,,,C,L,K,L,L,K,L,L,1,0,1,1,1,1,1,T,7,prima
3,3,3,2,2,2,2,B3r,sen,spe,ku,la,ti,on,on,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCK,C,LC,LLC,ALLC,KALLC,ø,CVC,CVC,CCVV,CVV,CVC,CVV,VVC,2,2,1,0,2,0,0,1,1,0,0,1,0,1,1,1,2,1,1,1,0,1,1,2,2,1,2,2,2,111,1101,201,101,11,101,1001,2,2,2,3,3,3,3,1,CKC,CKC,CCL,CL,CK,AL,LC,C,C,CC,C,C,A,,C,C,,,,,C,K,K,L,L,K,L,L,1,0,1,1,1,1,1,T,7,prima
3,3,2,2,3,2,5,bun,des,re,pu,bli,ka,nisch,isch,ø,A,ø,ø,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVC,CVV,CVV,CCVV,CVV,CVC,2,2,0,0,1,0,2,1,1,0,0,0,0,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,0,1101,201,11,101,111,101,1101,2,2,3,3,3,3,2,-1,CKC,CKC,CL,CL,CCL,CL,CKC,C,C,C,C,CC,C,C,C,C,,,,,C,K,K,L,L,L,L,K,1,0,1,1,1,1,1,F,7,prima
2,2,2,2,2,3,3,de,mi,li,ta,ri,sie,ren,en,ø,V,V,AS,ø,C,CL,CLC,CLCL,CLCLC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVV,CVV,CVV,CVV,CVV,CVC,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,101,1001,11,101,11,101,1011,2,3,4,3,4,3,3,1,CL,CL,CL,CL,CL,CL,CKC,C,C,C,C,C,C,C,,,,,,,C,L,L,L,L,L,L,K,1,1,1,1,1,1,0,F,7,paenultima
2,2,2,2,2,3,4,De,mi,li,ta,ri,sie,rung,ung,ø,N,V,SA,ø,C,CL,CLC,CLCL,CLCLC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVV,CVV,CVV,CVV,CVV,CVC,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,101,1001,11,101,11,101,1011,2,3,4,3,4,3,3,1,CL,CL,CL,CL,CL,CL,CKC,C,C,C,C,C,C,C,,,,,,,C,L,L,L,L,L,L,K,1,1,1,1,1,1,1,T,7,paenultima
2,3,4,3,3,2,3,De,mon,stra,tiv,pro,no,men,en,ø,N,AN,SS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,CCCVC,CVVC,CCVV,CVV,CVC,0,2,4,1,1,0,2,0,1,1,1,0,0,1,1,1,3,1,2,1,1,2,1,1,2,2,2,1,2,101,2001,211,201,111,1001,2001,2,2,2,2,2,3,2,1,CL,CKC,CCCK,CLC,CCL,CL,CKC,C,C,CCC,C,CC,C,C,,C,,C,,,C,L,K,K,L,L,L,K,1,1,1,1,1,1,0,T,7,undef
2,2,2,2,2,2,2,De,mo,ra,li,sa,ti,on,on,ø,N,R,SA,ø,C,CL,CLC,CLCL,CLCLC,C,LC,LLC,ALLC,KALLC,ø,CVV,CVV,CVC,CVV,CVC,CVV,VVC,0,0,2,0,2,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,2,2,1,2,1,2,2,1,101,1001,11,11,101,101,1001,2,3,3,4,2,3,3,1,CL,CL,CK,CL,CK,AL,LC,C,C,C,C,C,A,,,,,,,,C,L,L,K,L,K,L,L,1,1,1,1,1,1,1,T,7,ultima
2,2,2,2,2,3,3,de,na,tu,ra,li,sie,ren,en,ø,V,V,AS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,CVV,CVC,CVV,CVV,CVC,0,2,0,2,0,0,2,0,1,0,1,0,0,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,101,1001,101,11,11,101,1011,2,3,3,3,4,3,3,1,CL,CK,CL,CK,CL,CL,CKC,C,C,C,C,C,C,C,,,,,,,C,L,K,L,K,L,L,K,1,1,1,1,1,1,0,F,7,paenultima
2,3,2,2,2,3,3,de,sen,si,bi,li,sie,ren,en,ø,V,V,AS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,CVV,CVV,CVV,CVV,CVC,0,2,0,0,0,0,2,0,1,0,0,0,0,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,101,1101,101,101,11,101,1011,2,2,3,3,4,3,3,1,CL,CKC,CL,CL,CL,CL,CKC,C,C,C,C,C,C,C,,C,,,,,C,L,K,L,L,L,L,K,1,1,1,1,1,1,0,F,7,paenultima
3,2,2,2,1,3,3,des,il,lu,si,o,nie,ren,en,ø,V,N,SA,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,LCKC,CLCKC,ø,CVC,VC,CVV,CVV,VV,CVV,CVC,2,1,0,0,0,0,2,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,2,2,2,2,1,1,201,1,11,101,1,1001,1011,2,5,4,3,4,3,3,1,CKC,K,CL,CL,L,CL,CKC,C,,C,C,,C,C,C,,,,,,C,K,K,L,L,L,L,K,1,1,1,1,1,1,0,F,7,paenultima
3,2,3,2,3,3,3,Des,in,fek,ti,ons,mit,tel,el,ø,N,NN,SAS,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,KCKC,CKCKC,ø,CVC,VC,CVC,CVV,VVCC,CVC,CVC,2,1,2,0,1,2,2,1,1,1,0,2,1,1,1,0,1,1,0,1,1,1,1,1,2,2,1,1,2,201,1001,201,101,1101,1001,111,2,3,2,3,2,3,2,1,CKC,KC,CKC,AL,LCC,CK,CKC,C,,C,A,,C,C,C,C,C,,CC,,C,K,K,K,L,L,K,K,1,1,1,1,2,1,0,T,7,antepaenultima
3,2,2,2,2,2,2,Des,or,ga,ni,sa,ti,on,on,ø,N,R,SA,ø,C,CK,CKC,CKCK,CKCKC,C,LC,LLC,ALLC,KALLC,ø,CVC,VC,CVC,CVV,CVC,CVV,VVC,2,1,2,0,2,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,2,1,2,2,1,201,11,101,1001,101,101,1001,2,3,2,3,2,3,3,1,CKC,KC,CK,CL,CK,AL,LC,C,,C,C,C,A,,C,C,,,,,C,K,K,K,L,K,L,L,1,1,1,1,1,1,1,T,7,ultima
6,3,6,2,3,3,3,Dienst,lei,stungs,un,ter,neh,men,en,ø,N,NN,SAS,ø,C,CL,CLC,CLCC,CLCCC,C,KC,CKC,LCKC,CLCKC,ø,CVVCCC,CVVC,CVCC,VC,CVC,CVV,CVC,2,1,3,1,2,0,2,3,1,2,1,1,0,1,1,1,1,0,1,1,1,2,2,1,1,1,2,1,2,1301,111,1201,1001,111,1001,2001,2,3,2,3,2,3,2,1,CLCCC,CDC,CKCC,KC,CKC,CL,CKC,C,C,C,,C,C,C,CCC,C,CC,C,C,,C,L,D,K,K,K,L,K,2,1,2,1,0,1,0,T,7,prima
3,3,2,2,2,2,2,Die,sel,lo,ko,mo,ti,ve,e,ø,N,NN,SS,ø,C,CL,CLC,CLCK,CLCKC,K,CK,LCK,CLCK,LCLCK,ø,CVV,CVC,CVV,CVV,CVV,CVV,CV,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,101,111,11,101,1001,101,101,3,2,3,2,3,3,2,1,CL,CKC,CL,CL,CL,CL,CK,C,C,C,C,C,C,C,,C,,,,,,L,K,L,L,L,L,K,1,0,1,1,1,1,0,T,7,prima
3,2,2,2,3,2,3,dis,po,si,ti,ons,f1,hig,ig,ø,A,NA,SAS,ø,C,CK,CKC,CKCC,CKCCL,C,KC,LKC,CLKC,CCLKC,ø,CVC,CVV,CVV,CVV,VVCC,CVV,VC,2,0,0,0,1,0,1,1,0,0,0,2,0,1,1,1,1,1,0,1,0,1,2,2,2,2,2,1,2,201,101,101,101,1101,101,101,2,2,3,3,2,2,3,1,CKC,CL,CL,AL,LCC,CL,KC,C,C,C,A,,C,,C,,,,CC,,C,K,L,L,L,L,L,K,1,1,1,1,2,1,1,F,7,antepaenultima
3,3,2,2,2,2,2,Dis,qua,li,fi,ka,ti,on,on,ø,N,N,AS,ø,C,CK,CKC,CKCC,CKCCC,C,LC,LLC,ALLC,KALLC,ø,CVC,CCVC,CVV,CVV,CVC,CVV,VVC,2,3,0,0,2,0,0,1,1,0,0,1,0,1,1,2,1,1,1,1,0,1,1,2,2,1,2,2,1,201,201,11,101,101,101,1001,2,2,4,3,2,3,3,1,CKC,CCK,CL,CL,CK,AL,LC,C,CC,C,C,C,A,,C,,,,,,C,K,K,L,L,K,L,L,1,1,1,1,1,1,1,T,7,ultima
2,3,2,2,2,2,2,Di,ver,si,fi,ka,ti,on,on,ø,N,R,SA,ø,C,CL,CLC,CLCK,CLCKC,C,LC,LLC,ALLC,KALLC,ø,CVV,CVC,CVV,CVV,CVC,CVV,VVC,0,2,0,0,2,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,2,1,2,2,1,2,2,1,101,111,101,101,101,101,1001,3,2,3,3,2,3,3,1,CL,CKC,CL,CL,CK,AL,LC,C,C,C,C,C,A,,,C,,,,,C,L,K,L,L,K,L,L,1,1,1,1,1,1,1,T,7,ultima
3,2,4,2,3,2,3,ein,ge,stan,de,ner,ma,$en,en,ø,ADV,F,SAA,ø,D,DC,DCC,DCCK,DCCKC,C,KC,CKC,LCKC,CLCKC,ø,VVC,CV,CCVC,CV,CVC,CVV,CVC,0,1,3,1,2,0,2,1,0,1,0,1,0,1,0,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1001,101,1201,101,1011,1001,1101,4,2,2,2,3,4,2,1,DC,CK,CCKC,CK,CKC,CL,CKC,,C,CC,C,C,C,C,C,,C,,C,,C,D,K,K,K,K,L,K,1,0,1,0,0,1,0,F,7,paenultima
1,3,3,3,2,3,4,E,lek,tro,nen,mi,kro,skop,op,ø,N,NN,SAS,ø,L,LC,LCK,LCKC,LCKCC,C,LC,CLC,CCLC,LCCLC,ø,VV,CVC,CCVV,CVC,CVV,CCVVC,CVVC,0,2,1,2,0,1,1,0,1,0,1,0,1,1,0,1,2,1,1,2,1,2,1,2,1,2,2,2,2,1,111,111,2001,1001,211,201,4,2,2,2,3,2,2,1,L,CKC,CCL,CKC,CL,CCLC,CLC,,C,CC,C,C,CC,C,,C,,C,,C,C,L,K,L,K,L,L,L,1,1,1,0,1,1,1,T,7,undef
3,2,2,3,2,3,3,ent,b2,ro,kra,ti,sie,ren,en,ent,V,V,AS,noacc,K,KC,KCC,KCCC,KCCCL,C,KC,CKC,LCKC,CLCKC,ø,VCC,CVV,CVV,CCVC,CVV,CVV,CVC,2,0,0,3,0,0,2,2,0,0,1,0,0,1,0,1,1,2,1,1,1,1,2,2,1,2,2,1,1,1101,101,11,111,101,101,1011,2,3,3,2,3,3,3,-1,KCC,CL,CL,CCK,CL,CL,CKC,,C,C,CC,C,C,C,CC,,,,,,C,K,L,L,K,L,L,K,2,1,1,1,1,1,0,F,7,paenultima
3,2,2,2,2,3,3,ent,mi,li,ta,ri,sie,ren,en,ent,V,V,AS,noacc,K,KC,KCC,KCCC,KCCCL,C,KC,CKC,LCKC,CLCKC,ø,VCC,CVV,CVV,CVV,CVV,CVV,CVC,2,0,0,0,0,0,2,2,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1101,1001,11,101,11,101,1011,2,3,4,3,4,3,3,-1,KCC,CL,CL,CL,CL,CL,CKC,,C,C,C,C,C,C,CC,,,,,,C,K,L,L,L,L,L,K,2,1,1,1,1,1,0,F,7,paenultima
3,2,3,2,2,3,3,ent,my,tho,lo,gi,sie,ren,en,ent,V,V,AS,noacc,K,KC,KCC,KCCC,KCCCL,C,KC,CKC,LCKC,CLCKC,ø,VCC,CVV,CVV,CVV,CVV,CVV,CVC,2,0,0,0,0,0,2,2,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1101,1001,101,11,101,101,1011,2,3,2,3,3,3,3,-1,KCC,CL,CL,CL,CL,CL,CKC,,C,C,C,C,C,C,CC,,,,,,C,K,L,L,L,L,L,K,2,1,1,1,1,1,0,F,7,paenultima
2,2,2,5,3,2,3,Er,in,ne,rungs,ver,m3,gen,en,ø,N,NN,SAS,ø,K,KC,KCK,KCKC,KCKCK,C,KC,CKC,LCKC,CLCKC,ø,VC,VC,CV,CVCC,CVC,CVV,CVC,1,1,1,3,2,0,2,1,1,0,2,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,2,1,2,11,1,1001,1111,111,1001,1101,3,5,3,2,2,3,2,1,KC,K,CK,CKCC,CKC,CL,CKC,,,C,C,C,C,C,C,,,CC,C,,C,K,K,K,K,K,L,K,1,1,0,2,1,1,0,T,7,sekunda
1,3,2,2,2,2,2,E,van,ge,li,sa,ti,on,on,ø,N,R,SA,ø,L,LC,LCK,LCKC,LCKCC,C,LC,LLC,ALLC,KALLC,ø,VV,CVC,CVV,CVV,CVC,CVV,VVC,0,2,0,0,2,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,2,1,2,2,1,2,2,1,1,1101,101,11,101,101,1001,4,2,2,4,2,3,3,1,L,CKC,CL,CL,CK,AL,LC,,C,C,C,C,A,,,C,,,,,C,L,K,L,L,K,L,L,1,1,1,1,1,1,1,T,7,ultima
2,2,3,2,2,2,2,Ex,em,pli,fi,ka,ti,on,on,ø,N,R,SA,ø,K,KC,KCC,KCCK,KCCKC,C,LC,LLC,ALLC,KALLC,ø,VC,CCVC,CCVV,CVV,CVC,CVV,VVC,1,3,1,0,2,0,0,1,1,0,0,1,0,1,0,2,2,1,1,1,0,1,1,2,2,1,2,2,1,1,1201,111,101,101,101,1001,4,2,3,3,2,3,3,1,K,CCKC,CCL,CL,CK,AL,LC,,CC,CC,C,C,A,,,C,,,,,C,K,K,L,L,K,L,L,1,1,1,1,1,1,1,T,7,ultima
2,2,2,2,1,3,3,Ex,hi,bi,ti,o,nis,mus,us,ø,N,N,SA,ø,K,KC,KCC,KCCC,KCCCL,C,KC,CKC,CCKC,KCCKC,noacc,VCC,CVV,CVV,CVV,VV,CVC,CVC,2,0,0,0,0,2,2,2,0,0,0,0,1,1,0,1,1,1,0,1,1,1,2,2,2,2,1,1,1,201,101,101,101,1,1101,1101,2,3,3,3,4,2,2,1,KCC,CL,CL,CL,L,CKC,CKC,,C,C,C,,C,C,CC,,,,,C,C,K,L,L,L,L,K,K,2,1,1,1,1,1,1,T,7,paenultima
1,2,4,2,1,3,3,E,xi,sten,ti,a,lis,mus,us,ø,N,A,SA,ø,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,CCKC,KCCKC,noacc,VC,CCVC,CVC,CVV,VV,CVC,CVC,1,3,2,0,0,2,2,1,1,1,0,0,1,1,0,2,1,1,0,1,1,1,1,1,2,2,1,1,1,1,301,1101,101,1,111,1101,4,2,2,3,6,3,2,1,K,CCKC,CKC,AL,L,CKC,CKC,,CC,C,A,,C,C,,C,C,,,C,C,K,K,K,L,L,K,K,1,1,1,1,1,1,1,T,7,paenultima
1,2,5,2,4,2,4,E,xi,stenz,be,rech,ti,gung,ung,ø,N,NV,ø,ø,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,KCKC,CKCKC,ø,VC,CCVC,CVCC,CV,CVC,CVC,CVC,1,3,3,1,2,2,2,1,1,2,0,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,301,1201,101,111,101,1101,4,2,2,2,2,3,2,1,K,CCKC,CKCA,CK,CKC,CK,CKC,,CC,C,C,C,C,C,,C,CA,,C,,C,K,K,K,K,K,K,K,1,1,2,0,1,1,1,T,7,undef
1,2,5,3,2,2,4,E,xi,stenz,phi,lo,so,phie,ie,ø,N,NN,SS,ø,K,KC,KCC,KCCK,KCCKC,L,CL,LCL,CLCL,LCLCL,ø,VC,CCVC,CVCC,CVV,CVV,CVV,CVV,1,3,3,0,0,0,0,1,1,2,0,0,0,0,0,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,301,1201,101,11,101,101,4,2,2,3,3,2,3,-1,K,CCKC,CKCA,CL,CL,CL,CL,,CC,C,C,C,C,C,,C,CA,,,,,K,K,K,L,L,L,L,1,1,2,1,1,1,1,T,7,undef
2,3,2,2,2,2,2,Ex,kom,mu,ni,ka,ti,on,on,ø,N,N,AS,ø,K,KC,KCC,KCCC,KCCCK,C,LC,LLC,ALLC,KALLC,ø,VCC,CVC,CVV,CVV,CVC,CVV,VVC,2,2,0,0,2,0,0,2,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,2,2,1,2,2,1,201,101,1001,1001,101,101,1001,2,2,3,3,2,3,3,1,KCC,CK,CL,CL,CK,AL,LC,,C,C,C,C,A,,CC,,,,,,C,K,K,L,L,K,L,L,2,1,1,1,1,1,1,T,7,ultima
2,2,2,2,3,3,3,Ex,pe,di,ti,ons,lei,ter,er,ø,N,NV,ø,ø,K,KC,KCC,KCCC,KCCCL,C,KC,CKC,DCKC,CDCKC,ø,VCC,CVV,CVV,CVV,VVCC,CVV,CVC,2,0,0,0,1,0,2,2,0,0,0,2,0,1,0,1,1,1,0,1,1,1,2,2,2,2,2,1,2,201,101,101,101,1101,11,111,2,2,3,3,2,4,2,1,KCC,CL,CL,AL,LCC,CD,CKC,,C,C,A,,C,C,CC,,,,CC,,C,K,L,L,L,L,D,K,2,1,1,1,2,1,0,T,7,antepaenultima
4,5,4,3,3,2,2,Fron,leich,nams,pro,zes,si,on,on,ø,N,NN,SAS,ø,C,CC,CCL,CCLC,CCLCC,C,LC,LLC,CLLC,KCLLC,ø,CCVVC,CVVC,CVVCC,CCVV,CVC,CVV,VVC,1,1,1,1,2,0,0,1,1,2,0,1,0,1,2,1,1,2,1,1,0,2,2,2,2,1,2,2,2,1111,111,2101,111,101,101,1001,2,3,2,2,2,3,3,-1,CCLC,CDC,CLCC,CCL,AK,CL,LC,CC,C,C,CC,A,C,,C,C,CC,,,,C,L,D,L,L,K,L,L,1,1,2,1,1,1,1,T,7,sekunda
2,3,3,1,3,3,4,Ge,dan,ken,2,ber,tra,gung,ung,ø,N,NV,ø,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,LCKC,CLCKC,ø,CV,CVC,CVC,VV,CVC,CCVV,CVC,1,2,2,0,2,1,2,0,1,1,0,1,0,1,1,1,1,0,1,2,1,1,1,1,2,1,2,1,2,101,1101,1101,1,111,111,1101,2,2,2,5,2,3,2,1,CK,CKC,CKC,L,CKC,CCL,CKC,C,C,C,,C,CC,C,,C,C,,C,,C,K,K,K,L,K,L,K,0,1,0,1,0,1,1,T,7,sekunda
2,3,2,3,2,4,3,Ge,fan,ge,nen,be,frei,ung,ung,ø,N,NV,ø,ø,C,CK,CKC,CKCK,CKCKC,C,KC,DKC,CDKC,CCDKC,ø,CV,CVC,CV,CVC,CV,CCVV,VC,1,2,1,2,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,2,0,1,1,1,1,1,2,1,2,101,101,1001,2001,101,111,1001,2,2,3,2,2,3,3,1,CK,CK,CK,CKC,CK,CCD,KC,C,C,C,C,C,CC,,,,,C,,,C,K,K,K,K,K,D,K,0,1,0,0,0,1,1,T,7,sekunda
2,3,3,2,3,3,3,ge,gen,ein,an,der,ste,hen,en,gegen,V,BV,SS,acc,C,CL,CLC,CLCK,CLCKC,C,KC,LKC,CLKC,CCLKC,ø,CVV,CVC,VVC,VC,CVC,CCVV,VC,0,2,0,1,2,1,1,0,1,1,1,1,0,1,1,1,0,0,1,2,0,2,1,2,1,1,2,1,2,101,1101,1001,1001,111,201,1001,2,2,4,3,2,2,3,0,CL,CKC,DC,KC,CKC,CCL,KC,C,C,,,C,CC,,,C,C,C,C,,C,L,K,D,K,K,L,K,1,0,1,1,0,1,0,F,7,undef
2,3,3,2,3,4,3,ge,gen,ein,an,der,stel,len,en,gegen,V,BV,SS,acc,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,KCKC,CKCKC,ø,CVV,CVC,VVC,VC,CVC,CCVC,CVC,0,2,0,1,2,3,2,0,1,1,1,1,1,1,1,1,0,0,1,2,1,2,1,2,1,1,1,1,2,101,1101,1001,1001,111,201,1011,2,2,4,3,2,2,3,1,CL,CKC,DC,KC,CKC,CCK,CKC,C,C,,,C,CC,C,,C,C,C,C,,C,L,K,D,K,K,K,K,1,0,1,1,0,1,0,F,7,undef
2,3,2,3,2,2,2,Ge,gen,re,for,ma,ti,on,on,gegen,N,ø,SS,acc,C,CL,CLC,CLCK,CLCKC,C,LC,LLC,ALLC,KALLC,ø,CVV,CVC,CVV,CVC,CVC,CVV,VVC,0,2,0,2,2,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,2,1,2,1,1,2,2,2,101,1101,11,111,1001,101,1001,2,2,3,2,3,3,3,1,CL,CKC,CL,CKC,CK,AL,LC,C,C,C,C,C,A,,,C,,C,,,C,L,K,L,K,K,L,L,1,0,1,1,1,1,1,T,7,prima
2,2,2,2,2,2,2,Ge,ne,ra,li,sa,ti,on,on,ø,N,R,SA,ø,C,CL,CLC,CLCK,CLCKC,C,LC,LLC,ALLC,KALLC,ø,CVV,CV,CVC,CVV,CVC,CVV,VVC,0,1,2,0,2,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,2,1,1,2,1,2,2,1,101,1001,11,11,101,101,1001,2,3,3,4,2,3,3,1,CL,CK,CK,CL,CK,AL,LC,C,C,C,C,C,A,,,,,,,,C,L,K,K,L,K,L,L,1,0,1,1,1,1,1,T,7,ultima
2,2,3,1,3,2,3,ge,ne,ral,2,ber,ho,len,en,ø,V,ø,SS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CV,CVVC,VV,CVC,CVV,CVC,0,1,1,0,2,0,2,0,0,1,0,1,0,1,1,1,1,0,1,1,1,2,1,2,2,1,2,1,2,101,1001,21,1,111,101,1011,2,3,4,5,2,2,3,1,CL,CK,CLC,L,CKC,CL,CKC,C,C,C,,C,C,C,,,C,,C,,C,L,K,L,L,K,L,K,1,0,1,1,0,1,0,F,7,undef
3,2,2,4,2,4,3,Hei,li,ge,drei,k3,nigs,tag,ag,ø,N,AN,SAS,ø,C,CD,CDC,CDCL,CDCLC,C,LC,CLC,CCLC,CCCLC,ø,CVV,CVV,CV,CCVV,CVV,CVCC,CVVC,0,0,1,1,0,3,1,0,0,0,0,0,2,1,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,101,11,101,111,101,1201,201,3,4,2,3,2,2,2,1,CD,CL,CK,CCD,CL,CKCC,CLC,C,C,C,CC,C,C,C,,,,,,CC,C,D,L,K,D,L,K,L,1,1,0,1,1,2,1,T,7,antepaenultima
3,3,3,4,2,3,3,her,aus,kri,stal,li,sie,ren,en,ø,V,BV,SS,ø,C,CK,CKC,CKCD,CKCDC,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVVC,CCVC,CVC,CVV,CVV,CVC,2,1,3,2,0,0,2,1,1,1,1,0,0,1,1,1,2,1,1,1,1,1,2,1,1,2,2,1,2,101,111,211,101,11,101,1011,2,3,2,2,4,3,3,1,CK,CDC,CCKC,CK,CL,CL,CKC,C,C,CC,C,C,C,C,,C,C,,,,C,K,D,K,K,L,L,K,1,1,1,1,1,1,0,F,7,sekunda
3,3,4,2,3,3,2,Hin,ter,blie,be,nen,ren,te,e,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCK,K,CK,CCK,KCCK,CKCCK,ø,CVC,CVC,CCVV,CV,CVC,CVC,CV,2,2,1,1,2,2,1,1,1,0,0,1,1,0,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1101,111,111,101,2001,1011,101,2,2,3,2,2,3,2,1,CKC,CKC,CCL,CK,CKC,CKC,CK,C,C,CC,C,C,C,C,C,C,,,C,C,,K,K,L,K,K,K,K,1,0,1,0,0,1,0,T,7,undef
2,3,2,2,2,2,3,Hi,sto,ri,en,ma,le,rei,ei,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCL,D,CD,KCD,CKCD,LCKCD,ø,CVC,CVV,CVV,VC,CVV,CV,CVV,2,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,2,2,1,2,1,2,2,201,101,11,1001,1001,11,11,2,2,4,3,4,3,4,1,CKC,CL,CL,KC,CL,CK,CD,C,C,C,,C,C,C,C,,,C,,,,K,L,L,K,L,K,D,1,1,1,0,1,0,1,T,7,ultima
