syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority2,sonority3,sonority4,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_open0,syl_open1,syl_open2,syl_open3,syl_open4,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,syl_phoncat4,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,onset_phoncat4,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,koda_phoncat4,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,nucleus_phoncat4,syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,syl_cv0,syl_cv1,syl_cv2,syl_cv3,syl_cv4,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,pos,comp_struct,nomen,comp_len,Word,stress_class
strie,ø,e,ie,rie,trie,strie,L,CL,CCL,CCCL,KCCCL,ø,Schl2s,ø,S,Sc,Sch,Schl,Schlu,C,CC,CCK,CCKC,CCKCK,ø,13,11,11,10,13,4,3,5,3,4,-1,light,schwa,light,light,light,c,c,c,c,o,CCK,CKC,KC,CKC,CCL,CC,C,,C,CC,,C,C,C,,K,K,K,K,L,6,3,2,2,5,1,1,1,1,0,2,1,0,1,2,1,1,1,1,2,CCVC,CVC,VC,CVC,CCVV,3,2,1,2,1,N,NN,T,2,Schluesselindustrie,prima
ra,ø,a,ra,era,mera,amera,L,CL,KCL,CKCL,KCKCL,ø,Schmal,ø,S,Sc,Sch,Schm,Schma,C,CC,CCL,CCLC,CCLCC,ø,18,16,7,9,14,4,4,3,4,7,-2,light,heavy,light,schwa,light,c,c,c,o,o,CCLC,CKCC,CK,CK,CL,CC,C,C,C,C,C,CC,,,,L,K,K,K,L,6,4,2,2,2,1,2,1,0,0,2,1,1,1,1,2,1,1,1,2,CCVVC,CVCC,CVC,CV,CVV,1,3,2,1,0,N,NN,T,2,Schmalfilmkamera,prima
ne,ø,e,ne,ene,kene,ckene,K,CK,KCK,CKCK,KCKCK,ø,Schmalz,ø,S,Sc,Sch,Schm,Schma,C,CC,CCK,CCKC,CCKCA,ø,15,7,7,7,9,3,3,3,3,4,-2,heavy,schwa,light,schwa,schwa,c,o,c,o,o,CCKCA,CK,CK,CK,CK,CC,C,C,C,C,CA,,,,,K,K,K,K,K,7,2,2,3,2,2,0,1,0,0,2,1,1,1,1,1,1,1,1,1,CCVCC,CV,CVC,CV,CV,4,1,2,1,1,N,NN,T,2,Schmalzgebackene,prima
keit,keit,t,it,eit,keit,hkeit,C,DC,CDC,CCDC,KCCDC,ø,Schmerz,ø,S,Sc,Sch,Schm,Schme,C,CC,CCK,CCKC,CCKCA,ø,15,9,13,13,12,3,4,3,4,4,-1,heavy,light,heavy,light,light,c,c,c,c,c,CCKCA,KC,AKCC,CKC,CDC,CC,,A,C,C,CA,C,CC,C,C,K,K,K,K,D,7,3,4,4,4,2,1,2,1,1,2,0,1,1,1,1,1,1,1,2,CCVCC,VC,CVCC,CVC,CVVC,4,1,3,2,1,N,A,T,1,Schmerzempfindlichkeit,prima
lung,ø,g,ng,ung,lung,mlung,C,KC,CKC,CCKC,KCCKC,ø,Schmet,ø,S,Sc,Sch,Schm,Schme,C,CC,CCK,CCKC,CCKCK,ø,10,11,16,7,18,3,3,4,3,4,1,light,schwa,heavy,light,light,c,c,c,c,c,CCK,CKC,CKCC,CK,CCKC,CC,C,C,C,CC,,C,CC,,C,K,K,K,K,K,6,3,5,4,4,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,CCVC,CVC,CVCC,CVC,CCVC,3,2,3,2,3,N,NV,T,2,Schmetterlingssammlung,prima
ler,ler,r,er,ler,eler,ieler,C,KC,CKC,LCKC,CLCKC,ø,Schmie,ø,S,Sc,Sch,Schm,Schmi,C,CC,CCL,CCLC,CCLCK,ø,12,13,11,10,14,4,4,5,3,4,0,light,schwa,light,light,schwa,o,c,o,o,c,CCL,CKC,CD,CCL,CKC,CC,C,C,CC,C,,C,,,C,L,K,D,L,K,6,3,5,4,3,0,1,0,0,1,2,1,1,2,1,2,1,2,2,1,CCVV,CVC,CVV,CCVV,CVC,1,2,0,1,2,N,NN,T,2,Schmierenschauspieler,prima
tur,ø,r,ur,tur,atur,ratur,C,LC,CLC,KCLC,CKCLC,ø,Schmutz,ø,S,Sc,Sch,Schm,Schmu,C,CC,CCK,CCKA,CCKAC,ø,13,12,7,10,13,3,6,3,5,4,-1,light,light,schwa,light,light,c,c,o,c,c,CCKA,CK,CK,CK,CLC,CC,C,C,C,C,A,,,,C,K,K,K,K,L,7,2,2,2,3,1,1,0,1,1,2,1,1,1,1,1,1,1,1,2,CCVC,CVC,CV,CVC,CVVC,3,2,1,2,1,N,NN,T,2,Schmutzliteratur,prima
se,ø,e,se,use,euse,aeuse,K,CK,DCK,CDCK,KCDCK,ø,Schne,ø,S,Sc,Sch,Schn,Schne,C,CC,CCK,CCKC,CCKCK,ø,10,10,7,11,7,3,3,3,5,3,-1,light,schwa,schwa,light,schwa,c,c,o,o,o,CCK,CKC,CK,CD,CK,CC,C,C,C,C,,C,,,,K,K,K,D,K,5,4,2,3,2,1,1,0,0,0,2,1,1,1,1,1,1,1,2,1,CCVC,CVC,CV,CVV,CV,3,2,1,0,1,N,NN,T,2,Schneckengehaeuse,prima
le,ø,e,le,lle,elle,selle,K,CK,KCK,CKCK,KCKCK,ø,Schnei,ø,S,Sc,Sch,Schn,Schne,C,CC,CCD,CCDC,CCDCK,ø,14,11,7,7,10,4,3,3,3,5,-2,light,schwa,schwa,light,schwa,o,c,o,c,o,CCD,CKC,CK,CK,CK,CC,C,C,C,C,,C,,,,D,K,K,K,K,6,3,2,3,2,0,1,0,1,0,2,1,1,1,1,2,1,1,1,1,CCVV,CVC,CV,CVC,CV,1,2,1,2,1,N,NN,T,2,Schneidergeselle,prima
braun,ø,n,un,aun,raun,braun,C,DC,CDC,CCDC,CCCDC,ø,scho,ø,s,sc,sch,scho,schok,C,CL,CLC,CLCL,CLCLC,ø,7,7,14,10,18,3,3,7,3,4,2,light,light,light,schwa,light,o,o,o,c,c,CL,CL,CL,CKC,CCDC,C,C,C,C,CC,,,,C,C,L,L,L,K,D,4,2,2,3,5,0,0,0,1,1,1,1,1,1,2,2,2,2,1,2,CVV,CVV,CVV,CVC,CCVVC,0,0,0,2,1,A,NA,F,2,schokoladenbraun,antepaenultima
eis,ø,s,is,eis,neis,eneis,C,DC,CDC,KCDC,CKCDC,ø,Scho,ø,S,Sc,Sch,Scho,Schok,C,CL,CLC,CLCL,CLCLC,ø,7,7,14,10,11,3,3,7,3,5,1,light,light,light,schwa,light,o,o,o,c,c,CL,CL,CL,CKC,DC,C,C,C,C,,,,,C,C,L,L,L,K,D,4,2,2,3,3,0,0,0,1,1,1,1,1,1,0,2,2,2,1,2,CVV,CVV,CVV,CVC,VVC,0,0,0,2,0,N,NN,T,2,Schokoladeneis,antepaenultima
al,al,l,al,eal,deal,ideal,C,LC,LLC,CLLC,LCLLC,ø,Sch3n,ø,S,Sc,Sch,Scho,Schoe,C,CL,CLC,CLCC,CLCCD,ø,10,12,8,7,14,3,4,8,3,7,0,light,light,light,light,light,c,c,o,o,c,CLC,CDA,L,CL,LC,C,C,,C,,C,A,,,C,L,D,L,L,L,5,5,1,2,2,1,1,0,0,1,1,1,0,1,0,2,2,2,2,2,CVVC,CVVC,VV,CVV,VVC,1,1,0,0,0,N,NN,T,2,Schoenheitsideal,prima
werb,ø,b,rb,erb,werb,ewerb,C,CC,KCC,CKCC,KCKCC,ø,Sch3n,ø,S,Sc,Sch,Scho,Schoe,C,CL,CLC,CLCC,CLCCD,ø,10,12,8,7,12,3,4,2,3,3,-1,light,light,light,schwa,heavy,c,c,c,o,c,CLC,CDA,CKC,CK,CKCC,C,C,C,C,C,C,A,C,,CC,L,D,K,K,K,5,5,4,2,4,1,1,1,0,2,1,1,1,1,1,2,2,1,1,1,CVVC,CVVC,CVC,CV,CVCC,1,1,2,1,3,N,NN,T,2,Schoenheitswettbewerb,prima
tig,ø,g,ig,tig,ftig,rftig,C,KC,CKC,CCKC,CCCKC,ø,scho,ø,s,sc,sch,scho,schon,C,CL,CLC,CLCK,CLCKC,ø,7,15,7,14,10,3,3,3,3,3,0,light,heavy,schwa,heavy,light,o,c,o,c,c,CL,CKCC,CK,CKCC,CKC,C,C,C,C,C,,CC,,CC,C,L,K,K,K,K,4,5,2,4,3,0,2,0,2,1,1,1,1,1,1,2,1,1,1,1,CVV,CVCC,CV,CVCC,CVC,0,3,1,3,2,A,NA,F,2,schonungsbeduerftig,prima
keit,keit,t,it,eit,keit,gkeit,C,DC,CDC,CCDC,KCCDC,ø,Scho,ø,S,Sc,Sch,Scho,Schon,C,CL,CLC,CLCK,CLCKC,ø,7,15,10,10,12,3,3,5,3,4,0,light,heavy,light,light,light,o,c,o,c,c,CL,CKCC,CL,CKC,CDC,C,C,C,C,C,,CC,,C,C,L,K,L,K,D,4,5,2,3,4,0,2,0,1,1,1,1,1,1,1,2,1,2,1,2,CVV,CVCC,CVV,CVC,CVVC,0,3,0,2,1,N,A,T,1,Schonungslosigkeit,prima
risch,ø,h,ch,sch,isch,risch,C,KC,CKC,KCKC,DKCKC,ø,scho,ø,s,sc,sch,scho,schop,C,CL,CLC,CLCK,CLCKC,ø,7,10,11,6,13,3,3,5,6,4,0,light,schwa,light,schwa,light,o,c,o,o,c,CL,CKC,CD,K,CKC,C,C,C,,C,,C,,,C,L,K,D,K,K,4,3,3,1,5,0,1,0,0,1,1,1,1,0,1,2,1,2,1,1,CVV,CVC,CVV,V,CVC,0,2,0,0,2,A,ø,F,0,schopenhauerisch,prima
te,ø,e,te,hte,chte,ichte,K,CK,CCK,KCCK,CKCCK,ø,Sch3p,ø,S,Sc,Sch,Scho,Schoe,C,CK,CKA,CKAK,CKAKC,ø,7,13,7,10,7,3,3,3,3,3,-1,light,heavy,schwa,light,schwa,c,c,o,c,o,CK,AKCC,CK,CKC,CK,C,A,C,C,C,,CC,,C,,K,K,K,K,K,5,5,2,6,2,1,2,0,1,0,1,1,1,1,1,1,1,1,1,1,CVC,CVCC,CV,CVC,CV,2,3,1,2,1,N,NN,T,2,Schoepfungsgeschichte,prima
de,ø,e,de,nde,inde,winde,K,CK,CCK,KCCK,CKCCK,ø,Schrau,ø,S,Sc,Sch,Schr,Schra,C,CC,CCD,CCDC,CCDCK,ø,15,10,7,12,7,5,3,3,4,3,-2,light,schwa,schwa,light,schwa,o,c,o,c,o,CCD,CKC,CK,CKC,CK,CC,C,C,C,C,,C,,C,,D,K,K,K,K,6,3,2,3,2,0,1,0,1,0,2,1,1,1,1,2,1,1,1,1,CCVV,CVC,CV,CVC,CV,1,2,1,2,1,N,NN,T,2,Schraubengewinde,prima
gend,ø,d,nd,end,gend,egend,C,CC,KCC,CKCC,LCKCC,ø,schre,ø,s,sc,sch,schr,schre,C,CC,CCK,CCKC,CCKCK,ø,11,10,10,10,11,3,3,5,5,2,0,light,schwa,light,light,schwa,c,c,c,o,c,CCK,CKC,KC,CL,CKCC,CC,C,,C,C,,C,C,,CC,K,K,K,L,K,5,4,2,2,4,1,1,1,0,2,2,1,0,1,1,1,1,1,2,1,CCVC,CVC,VC,CVV,CVCC,3,2,1,0,3,A,NF,F,2,schreckenerregend,prima
le,ø,e,le,ole,tole,stole,K,CK,LCK,CLCK,CCLCK,ø,Schreck,ø,S,Sc,Sch,Schr,Schre,C,CC,CCK,CCKC,CCKCC,ø,12,10,10,7,10,3,3,3,3,5,-1,light,light,light,light,schwa,c,c,c,o,o,CCKC,CKC,CKC,CL,CK,CC,C,C,C,C,C,C,C,,,K,K,K,L,K,7,5,2,3,2,1,1,1,0,0,2,1,1,1,1,1,1,1,2,1,CCVC,CVC,CVC,CVV,CV,3,2,2,0,1,N,NN,T,2,Schreckschusspistole,prima
me,ø,e,me,hme,ahme,nahme,K,CK,LCK,CLCK,CCLCK,ø,Schuld,ø,S,Sc,Sch,Schu,Schul,C,CK,CKC,CKCC,CKCCL,ø,14,8,11,13,9,3,8,3,6,4,-1,heavy,light,schwa,light,schwa,c,o,c,o,o,CKCC,L,CKC,CL,CK,C,,C,C,C,CC,,C,,,K,L,K,L,K,6,1,3,3,2,2,0,1,0,0,1,0,1,1,1,1,2,1,2,1,CVCC,VV,CVC,CVV,CV,3,0,2,0,1,N,NN,T,2,Schulduebernahme,prima
tur,ø,r,ur,tur,atur,ratur,C,LC,CLC,KCLC,CKCLC,ø,Schund,ø,S,Sc,Sch,Schu,Schun,C,CK,CKC,CKCC,CKCCC,ø,13,12,7,10,13,3,6,3,5,4,-1,heavy,light,schwa,light,light,c,c,o,c,c,CKCC,CK,CK,CK,CLC,C,C,C,C,C,CC,,,,C,K,K,K,K,L,6,2,2,2,3,2,1,0,1,1,1,1,1,1,1,1,1,1,1,2,CVCC,CVC,CV,CVC,CVVC,3,2,1,2,1,N,NN,T,2,Schundliteratur,prima
platz,ø,z,tz,atz,latz,platz,A,KA,CKA,CCKA,KCCKA,ø,Schutt,ø,S,Sc,Sch,Schu,Schut,C,CK,CKC,CKCK,CKCKC,ø,10,7,14,7,12,3,3,7,3,3,0,light,light,light,schwa,light,c,c,o,o,c,CKC,KC,CL,CK,CCKA,C,,C,C,CC,C,C,,,A,K,K,L,K,K,6,2,2,2,5,1,1,0,0,1,1,0,1,1,2,1,1,2,1,1,CVC,VC,CVV,CV,CCVC,2,1,0,1,3,N,NN,T,2,Schuttabladeplatz,prima
e,ø,e,ie,nie,inie,linie,K,LK,CLK,LCLK,CLCLK,ø,Sch2t,ø,S,Sc,Sch,Schu,Schue,C,CK,CKA,CKAK,CKAKC,ø,9,10,12,11,6,4,3,6,5,6,-1,light,schwa,light,light,schwa,c,c,o,o,o,CK,AKC,CL,CL,K,C,A,C,C,,,C,,,,K,K,L,L,K,5,3,2,2,1,1,1,0,0,0,1,1,1,1,0,1,1,2,2,1,CVC,CVC,CVV,CVV,V,2,2,0,0,0,N,NN,T,2,Schuetzenlinie,prima
tik,ø,k,ik,tik,itik,litik,C,LC,CLC,LCLC,CLCLC,noacc,Schutz,ø,S,Sc,Sch,Schu,Schut,C,CK,CKA,CKAA,CKAAK,ø,10,11,7,12,10,3,3,3,6,3,0,light,light,light,light,light,c,c,o,o,c,CKA,AKC,CL,CL,CLC,C,A,C,C,C,A,C,,,C,K,K,L,L,L,6,4,2,2,3,1,1,0,0,1,1,1,1,1,1,1,1,2,2,2,CVC,CVC,CVV,CVV,CVVC,2,2,0,0,1,N,NN,T,2,Schutzzollpolitik,prima
se,ø,e,se,ise,eise,weise,K,CK,DCK,CDCK,CCDCK,ø,schwa,ø,s,sc,sch,schw,schwa,C,CC,CCK,CCKC,CCKCC,ø,8,11,12,11,7,2,3,4,5,3,-1,light,light,schwa,light,schwa,c,o,c,o,o,CCK,CCL,CKC,CD,CK,CC,CC,C,C,C,,,C,,,K,L,K,D,K,5,3,3,3,2,1,0,1,0,0,2,2,1,1,1,1,2,1,2,1,CCVC,CCVV,CVC,CVV,CV,3,1,2,0,1,ADV,N,F,1,schwadronenweise,sekunda
laub,ø,b,ub,aub,laub,rlaub,C,DC,CDC,CCDC,LCCDC,ø,Schwan,ø,S,Sc,Sch,Schw,Schwa,C,CC,CCK,CCKC,CCKCC,ø,11,11,9,12,15,2,3,2,6,5,0,light,schwa,heavy,light,light,c,c,c,c,c,CCKC,CKC,CKCA,LC,CDC,CC,C,C,,C,C,C,CA,C,C,K,K,K,L,D,6,3,7,2,4,1,1,2,1,1,2,1,1,0,1,1,1,1,2,2,CCVC,CVC,CVCC,VVC,CVVC,3,2,3,0,1,N,NN,T,2,Schwangerschaftsurlaub,prima
stoff,ø,f,ff,off,toff,stoff,C,KC,CKC,CCKC,CCCKC,ø,Schwe,ø,S,Sc,Sch,Schw,Schwe,C,CC,CCL,CCLC,CCLCK,ø,8,11,7,11,9,2,3,3,3,2,0,light,schwa,light,schwa,light,o,c,c,c,c,CCL,CKC,CK,CKC,CCKC,CC,C,C,C,CC,,C,,C,C,L,K,K,K,K,5,3,3,3,5,0,1,1,1,1,2,1,1,1,2,2,1,1,1,1,CCVV,CVC,CVC,CVC,CCVC,1,2,2,2,3,N,NN,T,2,Schwefelwasserstoff,prima
te,ø,e,te,ete,nete,fnete,K,CK,KCK,CKCK,CCKCK,ø,Schwer,ø,S,Sc,Sch,Schw,Schwe,C,CC,CCL,CCLC,CCLCC,ø,12,7,8,9,7,3,3,2,4,3,-1,light,schwa,light,schwa,schwa,c,o,c,o,o,CCLC,CK,CKC,CK,CK,CC,C,C,C,C,C,,C,,,L,K,K,K,K,6,2,4,2,2,1,0,1,0,0,2,1,1,1,1,2,1,1,1,1,CCVVC,CV,CVC,CV,CV,1,1,2,1,1,N,A,T,1,Schwerbewaffnete,prima
keit,keit,t,it,eit,keit,gkeit,C,DC,CDC,CCDC,KCCDC,ø,Schwe,ø,S,Sc,Sch,Schw,Schwe,C,CC,CCL,CCLC,CCLCK,ø,8,10,10,10,12,2,5,5,3,4,0,light,schwa,light,light,light,o,o,o,c,c,CCL,CK,CL,CKC,CDC,CC,C,C,C,C,,,,C,C,L,K,L,K,D,5,2,2,3,4,0,0,0,1,1,2,1,1,1,1,2,1,2,1,2,CCVV,CV,CVV,CVC,CVVC,1,1,0,2,1,N,A,T,1,Schwerelosigkeit,prima
digt,ø,t,gt,igt,digt,edigt,C,CC,KCC,CKCC,KCKCC,ø,schwer,ø,s,sc,sch,schw,schwe,C,CC,CCL,CCLC,CCLCC,ø,12,15,7,7,11,3,3,3,3,2,-1,light,heavy,schwa,light,heavy,c,c,o,c,c,CCLC,CCLCC,CK,CK,CKCC,CC,CC,C,C,C,C,CC,,,CC,L,L,K,K,K,6,6,2,4,4,1,2,0,1,2,2,2,1,1,1,2,2,1,1,1,CCVVC,CCVVCC,CV,CVC,CVCC,1,2,1,2,3,A,AA,F,2,schwerkriegsbeschaedigt,prima
te,ø,e,te,ete,dete,ndete,K,CK,KCK,CKCK,CCKCK,ø,Schwer,ø,S,Sc,Sch,Schw,Schwe,C,CC,CCL,CCLC,CCLCC,ø,12,11,12,7,7,3,3,4,3,3,-2,light,light,light,schwa,schwa,c,c,c,o,o,CCLC,CKC,CKC,CK,CK,CC,C,C,C,C,C,C,C,,,L,K,K,K,K,6,3,3,2,2,1,1,1,0,0,2,1,1,1,1,2,1,1,1,1,CCVVC,CVC,CVC,CV,CV,1,2,2,1,1,N,A,T,1,Schwerverwundete,prima
rin,ø,n,in,rin,erin,lerin,C,KC,CKC,KCKC,CKCKC,ø,Schwe,ø,S,Sc,Sch,Schw,Schwe,C,CC,CCK,CCKC,CCKCC,ø,8,15,9,10,15,2,3,4,5,5,0,light,schwa,light,schwa,light,c,c,o,o,c,CCK,CCKCC,CL,CK,CKC,CC,CC,C,C,C,,CC,,,C,K,K,L,K,K,5,5,4,2,3,1,2,0,0,1,2,2,1,1,1,1,1,2,1,1,CCVC,CCVCC,CVV,CV,CVC,3,4,0,1,2,N,NN,T,2,Schwesternschuelerin,prima
gend,ø,d,nd,end,gend,egend,C,CC,KCC,CKCC,LCKCC,ø,schwin,ø,s,sc,sch,schw,schwi,C,CC,CCK,CCKC,CCKCC,ø,13,11,10,10,11,3,3,5,5,2,-1,light,schwa,light,light,schwa,c,c,c,o,c,CCKC,CKC,KC,CL,CKCC,CC,C,,C,C,C,C,C,,CC,K,K,K,L,K,6,3,2,2,4,1,1,1,0,2,2,1,0,1,1,1,1,1,2,1,CCVC,CVC,VC,CVV,CVCC,3,2,1,0,3,A,NF,F,2,schwindelerregend,prima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,se,ø,s,se,sed,sedi,sedim,C,CL,CLC,CLCL,CLCLC,ø,7,9,12,9,13,3,4,4,4,4,1,light,light,light,light,schwa,o,o,c,o,c,CL,CL,CKC,CL,CKC,C,C,C,C,C,,,C,,C,L,L,K,L,K,2,2,3,3,3,0,0,1,0,1,1,1,1,1,1,2,2,1,2,1,CVV,CVV,CVC,CVV,CVC,0,0,2,0,2,V,N,F,1,sedimentieren,paenultima
ge,ø,e,ge,age,sage,ssage,K,CK,LCK,CLCK,KCLCK,ø,See,ø,S,Se,See,Seel,Seele,C,CL,CLC,CLCK,CLCKC,ø,7,13,9,11,7,3,4,4,5,3,-1,light,schwa,light,light,schwa,o,c,c,o,o,CL,CKC,CK,CL,CK,C,C,C,C,C,,C,,,,L,K,K,L,K,3,3,3,2,2,0,1,1,0,0,1,1,1,1,1,2,1,1,2,1,CVV,CVC,CVC,CVV,CV,0,2,2,0,1,N,NN,T,2,Seelenmassage,prima
fer,ø,r,er,fer,ufer,eufer,C,KC,CKC,DCKC,CDCKC,ø,See,ø,S,Se,See,Seel,Seele,C,CL,CLC,CLCK,CLCKC,ø,7,13,11,11,11,3,4,3,5,3,0,light,schwa,light,light,schwa,o,c,c,o,c,CL,CKC,CKC,CD,CKC,C,C,C,C,C,,C,C,,C,L,K,K,D,K,3,3,3,3,3,0,1,1,0,1,1,1,1,1,1,2,1,1,2,1,CVV,CVC,CVC,CVV,CVC,0,2,2,0,2,N,NV,T,2,Seelenverkaeufer,prima
schaft,schaft,t,ft,aft,haft,chaft,C,CC,KCC,CKCC,CCKCC,ø,See,ø,S,Se,See,Seel,Seele,C,CL,CLC,CLCK,CLCKC,ø,7,13,11,11,9,3,4,3,2,2,0,light,schwa,light,heavy,heavy,o,c,c,c,c,CL,CKC,CKC,CKCC,CKCC,C,C,C,C,C,,C,C,CC,CC,L,K,K,K,K,3,3,3,5,6,0,1,1,2,2,1,1,1,1,1,2,1,1,1,1,CVV,CVC,CVC,CVCC,CVCC,0,2,2,3,3,N,A,T,1,Seelenverwandtschaft,prima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,KCKC,CKCKC,ø,See,ø,S,Se,See,Seel,Seele,C,CL,CLC,CLCK,CLCKC,ø,7,13,10,7,15,3,4,3,3,5,1,light,schwa,light,schwa,light,o,c,c,o,c,CL,CKC,CKC,CK,CKC,C,C,C,C,C,,C,C,,C,L,K,K,K,K,3,3,3,2,4,0,1,1,0,1,1,1,1,1,1,2,1,1,1,1,CVV,CVC,CVC,CV,CVC,0,2,2,1,2,N,NV,T,2,Seelenwanderung,prima
nung,ø,g,ng,ung,nung,dnung,C,KC,CKC,CCKC,CCCKC,ø,See,ø,S,Se,See,Sees,Seest,C,CL,CLC,CLCC,CLCCC,ø,7,16,10,10,15,3,4,3,5,3,1,light,light,schwa,light,light,o,o,c,c,c,CL,CCCL,CKC,KC,CCKC,C,CCC,C,,CC,,,C,C,C,L,L,K,K,K,3,4,3,3,4,0,0,1,1,1,1,3,1,0,2,2,2,1,1,1,CVV,CCCVV,CVC,VC,CCVC,0,1,2,1,3,N,NN,T,2,Seestrassenordnung,prima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,KCKC,CKCKC,ø,See,ø,S,Se,See,Seev,Seeve,C,CL,CLC,CLCK,CLCKC,ø,7,11,9,7,15,3,3,4,3,5,1,light,light,light,schwa,light,o,c,c,o,c,CL,CKC,CK,CK,CKC,C,C,C,C,C,,C,,,C,L,K,K,K,K,3,3,2,3,4,0,1,1,0,1,1,1,1,1,1,2,1,1,1,1,CVV,CVC,CVC,CV,CVC,0,2,2,1,2,N,NN,T,2,Seeversicherung,prima
ta,ø,a,ta,tta,atta,gatta,L,CL,KCL,CKCL,LCKCL,ø,Se,ø,S,Se,Seg,Sege,Segel,C,CL,CLC,CLCK,CLCKC,ø,7,11,10,7,11,3,3,5,3,5,0,light,schwa,light,light,light,o,c,o,c,o,CL,CKC,CL,CK,CL,C,C,C,C,C,,C,,,,L,K,L,K,L,2,3,2,3,2,0,1,0,1,0,1,1,1,1,1,2,1,2,1,2,CVV,CVC,CVV,CVC,CVV,0,2,0,2,0,N,VN,T,2,Segelregatta,prima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Se,ø,S,Se,Seg,Segr,Segre,C,CL,CLC,CLCC,CLCCL,ø,7,11,7,9,9,3,3,3,4,4,0,light,light,light,light,light,o,o,c,o,c,CL,CCL,CK,AL,LC,C,CC,C,A,,,,,,C,L,L,K,L,L,2,3,2,2,2,0,0,1,0,1,1,2,1,1,0,2,2,1,2,2,CVV,CCVV,CVC,CVV,VVC,0,1,2,0,0,N,R,T,1,Segregation,ultima
keit,keit,t,it,eit,keit,gkeit,C,DC,CDC,CCDC,KCCDC,ø,Se,ø,S,Se,Seh,Sehe,Sehen,C,CL,CLK,CLKC,CLKCC,ø,7,10,13,10,12,3,3,4,3,4,1,light,schwa,light,light,light,o,c,c,c,c,CL,KCC,CKC,CKC,CDC,C,,C,C,C,,CC,C,C,C,L,K,K,K,D,2,4,3,3,4,0,2,1,1,1,1,0,1,1,1,2,1,1,1,2,CVV,VCC,CVC,CVC,CVVC,0,2,2,2,1,N,A,T,1,Sehenswuerdigkeit,prima
ge,ø,e,ge,rge,irge,birge,K,CK,CCK,KCCK,CKCCK,ø,Sei,ø,S,Se,Sei,Seif,Seife,C,CD,CDC,CDCK,CDCKC,ø,11,10,7,13,7,5,3,3,4,3,-1,light,schwa,schwa,light,schwa,o,c,o,c,o,CD,CKC,CK,CKC,CK,C,C,C,C,C,,C,,C,,D,K,K,K,K,3,3,2,3,2,0,1,0,1,0,1,1,1,1,1,2,1,1,1,1,CVV,CVC,CV,CVC,CV,0,2,1,2,1,N,NN,T,2,Seifengebirge,prima
e,ø,e,ie,nie,inie,linie,K,LK,CLK,LCLK,CLCLK,ø,Sei,ø,S,Se,Sei,Seit,Seite,C,CD,CDC,CDCK,CDCKC,ø,11,10,12,11,6,5,3,6,5,6,-1,light,schwa,light,light,schwa,o,c,o,o,o,CD,CKC,CL,CL,K,C,C,C,C,,,C,,,,D,K,L,L,K,3,3,2,2,1,0,1,0,0,0,1,1,1,1,0,2,1,2,2,1,CVV,CVC,CVV,CVV,V,0,2,0,0,0,N,NN,T,2,Seitenlinie,prima
at,at,t,at,iat,riat,ariat,C,LC,LLC,CLLC,LCLLC,ø,Se,ø,S,Se,Sek,Sekr,Sekre,C,CL,CLC,CLCC,CLCCL,ø,8,10,11,12,11,2,5,5,6,5,0,light,light,light,light,light,c,o,o,o,c,CLC,CL,CL,CL,LC,C,C,C,C,,C,,,,C,L,L,L,L,L,2,3,2,2,2,1,0,0,0,1,1,1,1,1,0,2,2,2,2,2,CVVC,CVV,CVV,CVV,VVC,1,0,0,0,0,N,N,T,1,Sekretariat,ultima
fund,ø,d,nd,und,fund,efund,C,CC,KCC,CKCC,KCKCC,ø,Sek,ø,S,Se,Sek,Sekt,Sekti,C,CK,CKC,CKCC,CKCCL,ø,8,9,10,7,13,2,4,3,3,3,0,light,light,heavy,schwa,heavy,c,o,c,o,c,CKC,CL,LCC,CK,CKCC,C,C,,C,C,C,,CC,,CC,K,L,L,K,K,3,2,3,2,4,1,0,2,0,2,1,1,0,1,1,1,2,2,1,1,CVC,CVV,VVCC,CV,CVCC,2,0,1,1,3,N,NN,T,2,Sektionsbefund,antepaenultima
