syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority_ratio0,sonority_ratio1,sonority_dir,syl_weight0,syl_weight1,syl_open0,syl_open1,syl_phoncat0,syl_phoncat1,onset_phoncat0,onset_phoncat1,koda_phoncat0,koda_phoncat1,nucleus_phoncat0,nucleus_phoncat1,syl_len0,syl_len1,koda_len0,koda_len1,onset_len0,onset_len1,nucleus_len0,nucleus_len1,syl_cv0,syl_cv1,cv_ratio0,cv_ratio1,pos,comp_struct,nomen,comp_len,Word,stress_class
platz,ø,z,tz,atz,latz,platz,A,KA,CKA,CCKA,CCCKA,ø,Sport,ø,S,Sp,Spo,Spor,Sport,C,CC,CCK,CCKC,CCKCC,ø,13,12,2,3,0,heavy,light,c,c,CCKCC,CCKA,CC,CC,CC,A,K,K,5,5,2,1,2,2,1,1,CCVCC,CCVC,4,3,N,NN,T,2,Sportplatz,paenultima
schuh,ø,h,uh,huh,chuh,schuh,L,CL,CCL,CCCL,KCCCL,ø,Sport,ø,S,Sp,Spo,Spor,Sport,C,CC,CCK,CCKC,CCKCC,ø,13,9,2,4,-2,heavy,light,c,o,CCKCC,CL,CC,C,CC,,K,L,5,5,2,0,2,1,1,2,CCVCC,CVV,4,0,N,NN,T,2,Sportschuh,paenultima
mann,ø,n,nn,ann,mann,smann,C,KC,CKC,ACKC,CACKC,ø,Sports,ø,S,Sp,Spo,Spor,Sport,C,CC,CCK,CCKC,CCKCA,ø,13,12,2,4,0,heavy,light,c,c,CCKCA,CKC,CC,C,CA,C,K,K,6,4,2,1,2,1,1,1,CCVCC,CVC,4,2,N,N,T,1,Sportsmann,paenultima
strumpf,ø,f,pf,mpf,umpf,rumpf,A,CA,KCA,CKCA,CCKCA,ø,Sport,ø,S,Sp,Spo,Spor,Sport,C,CC,CCK,CCKC,CCKCC,ø,13,18,2,3,3,heavy,heavy,c,c,CCKCC,CCCKCA,CC,CCC,CC,CA,K,K,5,7,2,2,2,3,1,1,CCVCC,CCCVCC,4,5,N,NN,T,2,Sportstrumpf,paenultima
welt,ø,t,lt,elt,welt,twelt,C,CC,KCC,CKCC,CCKCC,ø,Sport,ø,S,Sp,Spo,Spor,Sport,C,CC,CCK,CCKC,CCKCC,ø,13,12,2,3,0,heavy,heavy,c,c,CCKCC,CKCC,CC,C,CC,CC,K,K,5,4,2,2,2,1,1,1,CCVCC,CVCC,4,3,N,NN,T,2,Sportwelt,paenultima
light,ø,t,ht,ght,ight,light,C,DC,CDC,CCDC,KCCDC,ø,Spot,ø,S,Sp,Spo,Spot,Spotl,C,CC,CCK,CCKC,CCKCC,ø,9,15,2,5,3,light,light,c,c,CCKC,CDC,CC,C,C,C,K,D,4,5,1,1,2,1,1,2,CCVC,CVVC,3,1,N,ø,T,0,Spotlight,paenultima
ten,ø,n,en,ten,tten,otten,C,KC,CKC,KCKC,CKCKC,ø,spot,ø,s,sp,spo,spot,spott,C,CC,CCK,CCKC,CCKCK,ø,8,10,2,3,1,light,schwa,c,c,CCK,CKC,CC,C,,C,K,K,4,3,1,1,2,1,1,1,CCVC,CVC,3,2,V,N,F,1,spotten,paenultima
bild,ø,d,ld,ild,bild,tbild,C,CC,KCC,CKCC,CCKCC,ø,Spott,ø,S,Sp,Spo,Spot,Spott,C,CC,CCK,CCKC,CCKCC,ø,9,14,2,3,3,light,heavy,c,c,CCKC,CKCC,CC,C,C,CC,K,K,5,4,1,2,2,1,1,1,CCVC,CVCC,3,3,N,NN,T,2,Spottbild,paenultima
teln,ø,n,ln,eln,teln,tteln,C,CC,KCC,CKCC,KCKCC,ø,sp3t,ø,s,sp,spo,spoe,spoet,C,CC,CCK,CCKC,CCKCK,ø,8,14,2,3,3,light,schwa,c,c,CCK,CKCC,CC,C,,CC,K,K,4,4,1,2,2,1,1,1,CCVC,CVCC,3,3,V,V,F,1,spoetteln,paenultima
ter,ø,r,er,ter,tter,etter,C,KC,CKC,KCKC,CKCKC,ø,Sp3t,ø,S,Sp,Spo,Spoe,Spoet,C,CC,CCK,CCKC,CCKCK,ø,8,11,2,3,2,light,schwa,c,c,CCK,CKC,CC,C,,C,K,K,4,3,1,1,2,1,1,1,CCVC,CVC,3,2,N,V,T,1,Spoetter,paenultima
geld,ø,d,ld,eld,geld,tgeld,C,CC,KCC,CKCC,CCKCC,ø,Spott,ø,S,Sp,Spo,Spot,Spott,C,CC,CCK,CCKC,CCKCC,ø,9,12,2,3,2,light,heavy,c,c,CCKC,CKCC,CC,C,C,CC,K,K,5,4,1,2,2,1,1,1,CCVC,CVCC,3,3,N,NN,T,2,Spottgeld,paenultima
tisch,ø,h,ch,sch,isch,tisch,C,KC,CKC,KCKC,CKCKC,ø,sp3t,ø,s,sp,spo,spoe,spoet,C,CC,CCK,CCKC,CCKCK,ø,8,10,2,3,1,light,light,c,c,CCK,CKC,CC,C,,C,K,K,4,5,1,1,2,1,1,1,CCVC,CVC,3,2,A,V,F,1,spoettisch,paenultima
lust,ø,t,st,ust,lust,tlust,C,CC,KCC,CKCC,CCKCC,ø,Spott,ø,S,Sp,Spo,Spot,Spott,C,CC,CCK,CCKC,CCKCC,ø,9,14,2,3,3,light,heavy,c,c,CCKC,CKCC,CC,C,C,CC,K,K,5,4,1,2,2,1,1,1,CCVC,CVCC,3,3,N,VN,T,2,Spottlust,paenultima
preis,ø,s,is,eis,reis,preis,C,DC,CDC,CCDC,CCCDC,ø,Spott,ø,S,Sp,Spo,Spot,Spott,C,CC,CCK,CCKC,CCKCC,ø,9,16,2,4,4,light,light,c,c,CCKC,CCDC,CC,CC,C,C,K,D,5,5,1,1,2,2,1,2,CCVC,CCVVC,3,1,N,NN,T,2,Spottpreis,paenultima
sucht,ø,t,ht,cht,ucht,sucht,C,CC,KCC,CKCC,CCKCC,ø,Spott,ø,S,Sp,Spo,Spot,Spott,C,CC,CCK,CCKC,CCKCC,ø,9,11,2,2,1,light,heavy,c,c,CCKC,CKCC,CC,C,C,CC,K,K,5,5,1,2,2,1,1,1,CCVC,CVCC,3,3,N,VN,T,2,Spottsucht,paenultima
bau,ø,u,au,bau,hbau,chbau,D,CD,CCD,LCCD,CLCCD,ø,Sprach,ø,S,Sp,Spr,Spra,Sprac,C,CC,CCC,CCCL,CCCLC,ø,17,11,3,5,-3,light,light,c,o,CCCLC,CD,CCC,C,C,,L,D,6,3,1,0,3,1,2,2,CCCVVC,CVV,2,0,N,NN,T,2,Sprachbau,paenultima
che,ø,e,he,che,ache,rache,K,CK,LCK,CLCK,CCLCK,ø,Spra,ø,S,Sp,Spr,Spra,Sprac,C,CC,CCC,CCCL,CCCLC,ø,16,7,4,3,-4,light,schwa,o,o,CCCL,CK,CCC,C,,,L,K,4,3,0,0,3,1,2,1,CCCVV,CV,1,1,N,V,T,1,Sprache,paenultima
gut,ø,t,ut,gut,hgut,chgut,C,LC,CLC,CCLC,LCCLC,ø,Sprach,ø,S,Sp,Spr,Spra,Sprac,C,CC,CCC,CCCL,CCCLC,ø,17,10,3,3,-3,light,light,c,c,CCCLC,CLC,CCC,C,C,C,L,L,6,3,1,1,3,1,2,2,CCCVVC,CVVC,2,1,N,NN,T,2,Sprachgut,paenultima
lich,ø,h,ch,ich,lich,hlich,C,KC,CKC,CCKC,LCCKC,noacc,sprach,ø,s,sp,spr,spra,sprac,C,CC,CCC,CCCL,CCCLC,ø,17,13,3,4,-2,light,light,c,c,CCCLC,CKC,CCC,C,C,C,L,K,6,4,1,1,3,1,2,1,CCCVVC,CVC,2,2,A,N,F,1,sprachlich,paenultima
los,los,s,os,los,hlos,chlos,C,LC,CLC,CCLC,LCCLC,ø,sprach,ø,s,sp,spr,spra,sprac,C,CC,CCC,CCCL,CCCLC,ø,17,11,3,3,-3,light,light,c,c,CCCLC,CLC,CCC,C,C,C,L,L,6,3,1,1,3,1,2,2,CCCVVC,CVVC,2,1,A,N,F,1,sprachlos,paenultima
rohr,ø,r,hr,ohr,rohr,hrohr,C,LC,CLC,CCLC,LCCLC,ø,Sprach,ø,S,Sp,Spr,Spra,Sprac,C,CC,CCC,CCCL,CCCLC,ø,17,14,3,4,-1,light,light,c,c,CCCLC,CLC,CCC,C,C,C,L,L,6,4,1,1,3,1,2,2,CCCVVC,CVVC,2,1,N,NN,T,2,Sprachrohr,paenultima
schatz,ø,z,tz,atz,hatz,chatz,A,KA,CKA,CCKA,LCCKA,ø,Sprach,ø,S,Sp,Spr,Spra,Sprac,C,CC,CCC,CCCL,CCCLC,ø,17,8,3,2,-4,light,light,c,c,CCCLC,CKA,CCC,C,C,A,L,K,6,6,1,1,3,1,2,1,CCCVVC,CVC,2,2,N,NN,T,2,Sprachschatz,paenultima
en,ø,n,en,yen,ayen,rayen,C,KC,LKC,CLKC,CCLKC,ø,spray,ø,s,sp,spr,spra,spray,C,CC,CCC,CCCL,CCCLK,ø,12,9,3,4,-1,light,schwa,o,c,CCCL,KC,CCC,,,C,L,K,5,2,0,1,3,0,2,1,CCCVV,VC,1,1,V,N,F,1,sprayen,paenultima
chen,chen,n,en,hen,chen,echen,C,KC,CKC,KCKC,CKCKC,ø,spre,ø,s,sp,spr,spre,sprec,C,CC,CCC,CCCK,CCCKC,ø,12,10,3,3,-1,light,schwa,c,c,CCCK,CKC,CCC,C,,C,K,K,4,4,1,1,3,1,1,1,CCCVC,CVC,4,2,V,V,F,1,sprechen,paenultima
chor,ø,r,or,hor,chor,hchor,C,LC,CLC,CCLC,KCCLC,ø,Sprech,ø,S,Sp,Spr,Spre,Sprec,C,CC,CCC,CCCK,CCCKC,ø,13,11,2,3,-1,light,light,c,c,CCCKC,CLC,CCC,C,C,C,K,L,6,4,1,1,3,1,1,2,CCCVC,CVVC,4,1,N,VN,T,2,Sprechchor,paenultima
cher,ø,r,er,her,cher,echer,C,KC,CKC,KCKC,CKCKC,ø,Spre,ø,S,Sp,Spr,Spre,Sprec,C,CC,CCC,CCCK,CCCKC,ø,12,11,3,3,0,light,schwa,c,c,CCCK,CKC,CCC,C,,C,K,K,4,4,1,1,3,1,1,1,CCCVC,CVC,4,2,N,V,T,1,Sprecher,paenultima
funk,ø,k,nk,unk,funk,hfunk,C,CC,KCC,CKCC,CCKCC,ø,Sprech,ø,S,Sp,Spr,Spre,Sprec,C,CC,CCC,CCCK,CCCKC,ø,13,13,2,3,0,light,heavy,c,c,CCCKC,CKCC,CCC,C,C,CC,K,K,6,4,1,2,3,1,1,1,CCCVC,CVCC,4,3,N,VN,T,2,Sprechfunk,paenultima
kunst,ø,t,st,nst,unst,kunst,C,CC,CCC,KCCC,CKCCC,ø,Sprech,ø,S,Sp,Spr,Spre,Sprec,C,CC,CCC,CCCK,CCCKC,ø,13,14,2,2,1,light,heavy,c,c,CCCKC,CKCCC,CCC,C,C,CCC,K,K,6,5,1,3,3,1,1,1,CCCVC,CVCCC,4,4,N,VN,T,2,Sprechkunst,paenultima
ten,ø,n,en,ten,iten,eiten,C,KC,CKC,DCKC,CDCKC,ø,sprei,ø,s,sp,spr,spre,sprei,C,CC,CCC,CCCD,CCCDC,ø,16,10,4,3,-3,light,schwa,o,c,CCCD,CKC,CCC,C,,C,D,K,5,3,0,1,3,1,2,1,CCCVV,CVC,1,2,V,V,F,1,spreiten,paenultima
te,ø,e,te,ite,eite,reite,K,CK,DCK,CDCK,CCDCK,ø,Sprei,ø,S,Sp,Spr,Spre,Sprei,C,CC,CCC,CCCD,CCCDC,ø,16,7,4,3,-4,light,schwa,o,o,CCCD,CK,CCC,C,,,D,K,5,2,0,0,3,1,2,1,CCCVV,CV,1,1,N,V,T,1,Spreite,paenultima
zen,ø,n,en,zen,izen,eizen,C,KC,AKC,DAKC,CDAKC,ø,sprei,ø,s,sp,spr,spre,sprei,C,CC,CCC,CCCD,CCCDA,ø,16,10,4,3,-3,light,schwa,o,c,CCCD,AKC,CCC,A,,C,D,K,5,3,0,1,3,1,2,1,CCCVV,CVC,1,2,V,V,F,1,spreizen,paenultima
ze,ø,e,ze,ize,eize,reize,K,AK,DAK,CDAK,CCDAK,ø,Sprei,ø,S,Sp,Spr,Spre,Sprei,C,CC,CCC,CCCD,CCCDA,ø,16,7,4,3,-4,light,schwa,o,o,CCCD,AK,CCC,A,,,D,K,5,2,0,0,3,1,2,1,CCCVV,CV,1,1,N,V,T,1,Spreize,paenultima
zung,ø,g,ng,ung,zung,izung,C,KC,AKC,DAKC,CDAKC,ø,Sprei,ø,S,Sp,Spr,Spre,Sprei,C,CC,CCC,CCCD,CCCDA,ø,16,12,4,4,-2,light,light,o,c,CCCD,AKC,CCC,A,,C,D,K,5,4,0,1,3,1,2,1,CCCVV,CVC,1,2,N,V,T,1,Spreizung,paenultima
gen,ø,n,en,gen,ngen,engen,C,KC,CKC,KCKC,CKCKC,ø,spren,ø,s,sp,spr,spre,spren,C,CC,CCC,CCCK,CCCKC,ø,12,12,3,4,0,light,schwa,c,c,CCCK,CKC,CCC,C,,C,K,K,5,3,1,1,3,1,1,1,CCCVC,CVC,4,2,V,V,F,1,sprengen,paenultima
gel,ø,l,el,gel,ngel,engel,C,KC,CKC,KCKC,CKCKC,ø,Spren,ø,S,Sp,Spr,Spre,Spren,C,CC,CCC,CCCK,CCCKC,ø,12,13,3,4,1,light,schwa,c,c,CCCK,CKC,CCC,C,,C,K,K,5,3,1,1,3,1,1,1,CCCVC,CVC,4,2,N,V,T,1,Sprengel,paenultima
ger,ø,r,er,ger,nger,enger,C,KC,CKC,KCKC,CKCKC,ø,Spren,ø,S,Sp,Spr,Spre,Spren,C,CC,CCC,CCCK,CCCKC,ø,12,13,3,4,1,light,schwa,c,c,CCCK,CKC,CCC,C,,C,K,K,5,3,1,1,3,1,1,1,CCCVC,CVC,4,2,N,V,T,1,Sprenger,paenultima
laut,ø,t,ut,aut,laut,glaut,C,DC,CDC,CCDC,KCCDC,ø,Spreng,ø,S,Sp,Spr,Spre,Spren,C,CC,CCC,CCCK,CCCKC,ø,15,15,3,5,0,light,light,c,c,CCCKC,CDC,CCC,C,C,C,K,D,6,4,1,1,3,1,1,2,CCCVC,CVVC,4,1,N,VN,T,2,Sprenglaut,paenultima
punkt,ø,t,kt,nkt,unkt,punkt,C,CC,CCC,KCCC,CKCCC,ø,Spreng,ø,S,Sp,Spr,Spre,Spren,C,CC,CCC,CCCK,CCCKC,ø,15,14,3,2,0,light,heavy,c,c,CCCKC,CKCCC,CCC,C,C,CCC,K,K,6,5,1,3,3,1,1,1,CCCVC,CVCCC,4,4,N,VN,T,2,Sprengpunkt,paenultima
stoff,ø,f,ff,off,toff,stoff,C,KC,CKC,CCKC,CCCKC,ø,Spreng,ø,S,Sp,Spr,Spre,Spren,C,CC,CCC,CCCK,CCCKC,ø,15,9,3,2,-3,light,light,c,c,CCCKC,CCKC,CCC,CC,C,C,K,K,6,5,1,1,3,2,1,1,CCCVC,CCVC,4,3,N,VN,T,2,Sprengstoff,paenultima
gung,ø,g,ng,ung,gung,ngung,C,KC,CKC,KCKC,CKCKC,ø,Spren,ø,S,Sp,Spr,Spre,Spren,C,CC,CCC,CCCK,CCCKC,ø,12,14,3,4,1,light,light,c,c,CCCK,CKC,CCC,C,,C,K,K,5,4,1,1,3,1,1,1,CCCVC,CVC,4,2,N,V,T,1,Sprengung,paenultima
werk,ø,k,rk,erk,werk,gwerk,C,CC,KCC,CKCC,CCKCC,ø,Spreng,ø,S,Sp,Spr,Spre,Spren,C,CC,CCC,CCCK,CCCKC,ø,15,12,3,3,-1,light,heavy,c,c,CCCKC,CKCC,CCC,C,C,CC,K,K,6,4,1,2,3,1,1,1,CCCVC,CVCC,4,3,N,VN,T,2,Sprengwerk,paenultima
keln,ø,n,ln,eln,keln,nkeln,C,CC,KCC,CKCC,CCKCC,ø,spren,ø,s,sp,spr,spre,spren,C,CC,CCC,CCCK,CCCKC,ø,15,14,3,3,0,light,schwa,c,c,CCCKC,CKCC,CCC,C,C,CC,K,K,5,4,1,2,3,1,1,1,CCCVC,CVCC,4,3,V,N,F,1,sprenkeln,paenultima
kel,ø,l,el,kel,nkel,enkel,C,KC,CKC,CCKC,KCCKC,ø,Spren,ø,S,Sp,Spr,Spre,Spren,C,CC,CCC,CCCK,CCCKC,ø,15,11,3,3,-2,light,schwa,c,c,CCCKC,CKC,CCC,C,C,C,K,K,5,3,1,1,3,1,1,1,CCCVC,CVC,4,2,N,N,T,1,Sprenkel,paenultima
lig,ø,g,ig,lig,klig,nklig,C,KC,CKC,CCKC,CCCKC,noacc,sprenk,ø,s,sp,spr,spre,spren,C,CC,CCC,CCCK,CCCKC,ø,15,14,3,3,0,light,light,c,c,CCCKC,CCKC,CCC,CC,C,C,K,K,6,3,1,1,3,2,1,1,CCCVC,CCVC,4,3,A,V,F,1,sprenklig,paenultima
wort,ø,t,rt,ort,wort,hwort,C,CC,KCC,CKCC,CCKCC,ø,Sprich,ø,S,Sp,Spr,Spri,Spric,C,CC,CCC,CCCK,CCCKC,ø,15,12,3,3,-1,light,heavy,c,c,CCCKC,CKCC,CCC,C,C,CC,K,K,6,4,1,2,3,1,1,1,CCCVC,CVCC,4,3,N,VN,T,2,Sprichwort,paenultima
gel,ø,l,el,gel,egel,iegel,C,KC,CKC,LCKC,CLCKC,ø,Sprie,ø,S,Sp,Spr,Spri,Sprie,C,CC,CCC,CCCL,CCCLC,ø,14,11,3,3,-1,light,schwa,o,c,CCCL,CKC,CCC,C,,C,L,K,5,3,0,1,3,1,2,1,CCCVV,CVC,1,2,N,N,T,1,Spriegel,paenultima
$en,ø,n,en,sen,ssen,essen,C,KC,CKC,LCKC,CLCKC,ø,sprie,ø,s,sp,spr,spri,sprie,C,CC,CCC,CCCL,CCCLC,ø,14,10,3,3,-2,light,schwa,o,c,CCCL,CKC,CCC,C,,C,L,K,5,3,0,1,3,1,2,1,CCCVV,CVC,1,2,V,V,F,1,spriessen,paenultima
$e,ø,e,se,sse,esse,iesse,K,CK,LCK,CLCK,CCLCK,ø,Sprie,ø,S,Sp,Spr,Spri,Sprie,C,CC,CCC,CCCL,CCCLC,ø,14,7,3,3,-3,light,schwa,o,o,CCCL,CK,CCC,C,,,L,K,5,2,0,0,3,1,2,1,CCCVV,CV,1,1,N,V,T,1,Spriesse,paenultima
gen,ø,n,en,gen,ngen,ingen,C,KC,CKC,KCKC,CKCKC,ø,sprin,ø,s,sp,spr,spri,sprin,C,CC,CCC,CCCK,CCCKC,ø,14,12,3,4,-1,light,schwa,c,c,CCCK,CKC,CCC,C,,C,K,K,5,3,1,1,3,1,1,1,CCCVC,CVC,4,2,V,V,F,1,springen,paenultima
ger,ø,r,er,ger,nger,inger,C,KC,CKC,KCKC,CKCKC,ø,Sprin,ø,S,Sp,Spr,Spri,Sprin,C,CC,CCC,CCCK,CCCKC,ø,14,13,3,4,0,light,schwa,c,c,CCCK,CKC,CCC,C,,C,K,K,5,3,1,1,3,1,1,1,CCCVC,CVC,4,2,N,V,T,1,Springer,paenultima
flut,ø,t,ut,lut,flut,gflut,C,LC,CLC,CCLC,CCCLC,ø,Spring,ø,S,Sp,Spr,Spri,Sprin,C,CC,CCC,CCCK,CCCKC,ø,17,14,3,3,-1,light,light,c,c,CCCKC,CCLC,CCC,CC,C,C,K,L,6,4,1,1,3,2,1,2,CCCVC,CCVVC,4,1,N,VN,T,2,Springflut,paenultima
form,ø,m,rm,orm,form,gform,C,CC,KCC,CKCC,CCKCC,ø,Spring,ø,S,Sp,Spr,Spri,Sprin,C,CC,CCC,CCCK,CCCKC,ø,17,14,3,3,-1,light,heavy,c,c,CCCKC,CKCC,CCC,C,C,CC,K,K,6,4,1,2,3,1,1,1,CCCVC,CVCC,4,3,N,VN,T,2,Springform,paenultima
kraut,ø,t,ut,aut,raut,kraut,C,DC,CDC,CCDC,CCCDC,ø,Spring,ø,S,Sp,Spr,Spri,Sprin,C,CC,CCC,CCCK,CCCKC,ø,17,16,3,4,0,light,light,c,c,CCCKC,CCDC,CCC,CC,C,C,K,D,6,5,1,1,3,2,1,2,CCCVC,CCVVC,4,1,N,VN,T,2,Springkraut,paenultima
maus,ø,s,us,aus,maus,gmaus,C,DC,CDC,CCDC,KCCDC,ø,Spring,ø,S,Sp,Spr,Spri,Sprin,C,CC,CCC,CCCK,CCCKC,ø,17,14,3,4,-1,light,light,c,c,CCCKC,CDC,CCC,C,C,C,K,D,6,4,1,1,3,1,1,2,CCCVC,CVVC,4,1,N,VN,T,2,Springmaus,paenultima
seil,ø,l,il,eil,seil,gseil,C,DC,CDC,CCDC,KCCDC,ø,Spring,ø,S,Sp,Spr,Spri,Sprin,C,CC,CCC,CCCK,CCCKC,ø,17,15,3,5,-1,light,light,c,c,CCCKC,CDC,CCC,C,C,C,K,D,6,4,1,1,3,1,1,2,CCCVC,CVVC,4,1,N,VN,T,2,Springseil,paenultima
ler,ler,r,er,ler,kler,nkler,C,KC,CKC,CCKC,CCCKC,ø,Sprink,ø,S,Sp,Spr,Spri,Sprin,C,CC,CCC,CCCK,CCCKC,ø,17,15,3,3,-1,light,schwa,c,c,CCCKC,CCKC,CCC,CC,C,C,K,K,6,3,1,1,3,2,1,1,CCCVC,CCVC,4,3,N,ø,T,0,Sprinkler,paenultima
ten,ø,n,en,ten,nten,inten,C,KC,CKC,CCKC,KCCKC,ø,sprin,ø,s,sp,spr,spri,sprin,C,CC,CCC,CCCK,CCCKC,ø,17,10,3,3,-3,light,schwa,c,c,CCCKC,CKC,CCC,C,C,C,K,K,5,3,1,1,3,1,1,1,CCCVC,CVC,4,2,V,V,F,1,sprinten,paenultima
ter,ø,r,er,ter,nter,inter,C,KC,CKC,CCKC,KCCKC,ø,Sprin,ø,S,Sp,Spr,Spri,Sprin,C,CC,CCC,CCCK,CCCKC,ø,17,11,3,3,-3,light,schwa,c,c,CCCKC,CKC,CCC,C,C,C,K,K,5,3,1,1,3,1,1,1,CCCVC,CVC,4,2,N,V,T,1,Sprinter,paenultima
tig,ø,g,ig,tig,itig,ritig,C,KC,CKC,KCKC,CKCKC,noacc,spri,ø,s,sp,spr,spri,sprit,C,CC,CCC,CCCK,CCCKC,ø,14,10,3,3,-2,light,light,c,c,CCCK,CKC,CCC,C,,C,K,K,4,3,1,1,3,1,1,1,CCCVC,CVC,4,2,A,N,F,1,spritig,paenultima
zen,ø,n,en,zen,tzen,itzen,C,KC,AKC,KAKC,CKAKC,ø,sprit,ø,s,sp,spr,spri,sprit,C,CC,CCC,CCCK,CCCKA,ø,14,10,3,3,-2,light,schwa,c,c,CCCK,AKC,CCC,A,,C,K,K,5,3,1,1,3,1,1,1,CCCVC,CVC,4,2,V,V,F,1,spritzen,paenultima
ze,ø,e,ze,tze,itze,ritze,K,AK,KAK,CKAK,CCKAK,ø,Sprit,ø,S,Sp,Spr,Spri,Sprit,C,CC,CCC,CCCK,CCCKA,ø,14,7,3,3,-3,light,schwa,c,o,CCCK,AK,CCC,A,,,K,K,5,2,1,0,3,1,1,1,CCCVC,CV,4,1,N,V,T,1,Spritze,paenultima
zer,ø,r,er,zer,tzer,itzer,C,KC,AKC,KAKC,CKAKC,ø,Sprit,ø,S,Sp,Spr,Spri,Sprit,C,CC,CCC,CCCK,CCCKA,ø,14,11,3,3,-1,light,schwa,c,c,CCCK,AKC,CCC,A,,C,K,K,5,3,1,1,3,1,1,1,CCCVC,CVC,4,2,N,V,T,1,Spritzer,paenultima
zig,ø,g,ig,zig,tzig,itzig,C,KC,AKC,KAKC,CKAKC,noacc,sprit,ø,s,sp,spr,spri,sprit,C,CC,CCC,CCCK,CCCKA,ø,14,10,3,3,-2,light,light,c,c,CCCK,AKC,CCC,A,,C,K,K,5,3,1,1,3,1,1,1,CCCVC,CVC,4,2,A,V,F,1,spritzig,paenultima
tour,ø,r,ur,our,tour,ztour,C,LC,CLC,ACLC,KACLC,ø,Spritz,ø,S,Sp,Spr,Spri,Sprit,C,CC,CCC,CCCK,CCCKA,ø,15,13,3,4,-1,light,light,c,c,CCCKA,CLC,CCC,C,A,C,K,L,6,4,1,1,3,1,1,2,CCCVC,CVVC,4,1,N,VN,T,2,Spritztour,paenultima
de,ø,e,de,ede,oede,roede,K,CK,LCK,CLCK,CCLCK,ø,Spr3,ø,S,Sp,Spr,Spro,Sproe,C,CC,CCC,CCCL,CCCLC,ø,12,7,3,3,-2,light,schwa,o,o,CCCL,CK,CCC,C,,,L,K,4,2,0,0,3,1,2,1,CCCVV,CV,1,1,N,A,T,1,Sproede,paenultima
chen,chen,n,en,hen,chen,schen,C,KC,CKC,CCKC,KCCKC,ø,Spr3$,ø,S,Sp,Spr,Spro,Sproe,C,CC,CCC,CCCK,CCCKC,ø,13,10,2,3,-1,light,schwa,c,c,CCCKC,CKC,CCC,C,C,C,K,K,5,4,1,1,3,1,1,1,CCCVC,CVC,4,2,N,N,T,1,Sproesschen,paenultima
se,ø,e,se,sse,osse,rosse,K,CK,KCK,CKCK,CCKCK,ø,Spros,ø,S,Sp,Spr,Spro,Spros,C,CC,CCC,CCCK,CCCKC,ø,12,7,3,3,-2,light,schwa,c,o,CCCK,CK,CCC,C,,,K,K,5,2,1,0,3,1,1,1,CCCVC,CV,4,1,N,N,T,1,Sprosse,paenultima
ling,ling,g,ng,ing,ling,sling,C,KC,CKC,CCKC,KCCKC,noacc,Spr3$,ø,S,Sp,Spr,Spro,Sproe,C,CC,CCC,CCCK,CCCKC,ø,13,15,2,5,1,light,light,c,c,CCCKC,CKC,CCC,C,C,C,K,K,5,4,1,1,3,1,1,1,CCCVC,CVC,4,2,N,N,T,1,Sproessling,paenultima
sung,ø,g,ng,ung,sung,ssung,C,KC,CKC,KCKC,CKCKC,ø,Spros,ø,S,Sp,Spr,Spro,Spros,C,CC,CCC,CCCK,CCCKC,ø,12,12,3,4,0,light,light,c,c,CCCK,CKC,CCC,C,,C,K,K,5,4,1,1,3,1,1,1,CCCVC,CVC,4,2,N,N,T,1,Sprossung,paenultima
te,ø,e,te,tte,otte,rotte,K,CK,KCK,CKCK,CCKCK,ø,Sprot,ø,S,Sp,Spr,Spro,Sprot,C,CC,CCC,CCCK,CCCKC,ø,12,7,3,3,-2,light,schwa,c,o,CCCK,CK,CCC,C,,,K,K,5,2,1,0,3,1,1,1,CCCVC,CV,4,1,N,N,T,1,Sprotte,paenultima
band,ø,d,nd,and,band,hband,C,CC,KCC,CKCC,CCKCC,ø,Spruch,ø,S,Sp,Spr,Spru,Spruc,C,CC,CCC,CCCK,CCCKC,ø,15,11,3,2,-2,light,heavy,c,c,CCCKC,CKCC,CCC,C,C,CC,K,K,6,4,1,2,3,1,1,1,CCCVC,CVCC,4,3,N,NN,T,2,Spruchband,paenultima
buch,ø,h,ch,uch,buch,hbuch,C,LC,CLC,CCLC,KCCLC,ø,Spruch,ø,S,Sp,Spr,Spru,Spruc,C,CC,CCC,CCCK,CCCKC,ø,15,10,3,3,-2,light,light,c,c,CCCKC,CLC,CCC,C,C,C,K,L,6,4,1,1,3,1,1,2,CCCVC,CVVC,4,1,N,NN,T,2,Spruchbuch,paenultima
lein,lein,n,in,ein,lein,hlein,C,DC,CDC,CCDC,KCCDC,ø,Spr2ch,ø,S,Sp,Spr,Spru,Sprue,C,CC,CCC,CCCK,CCCKC,ø,15,17,3,5,1,light,light,c,c,CCCKC,CDC,CCC,C,C,C,K,D,6,4,1,1,3,1,1,2,CCCVC,CVVC,4,1,N,N,T,1,Spruechlein,paenultima
