syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority2,sonority3,sonority4,sonority5,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_ratio5,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_weight5,syl_open0,syl_open1,syl_open2,syl_open3,syl_open4,syl_open5,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,syl_phoncat4,syl_phoncat5,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,onset_phoncat4,onset_phoncat5,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,koda_phoncat4,koda_phoncat5,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,nucleus_phoncat4,nucleus_phoncat5,syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl_len5,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,koda_len5,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,onset_len5,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,nucleus_len5,syl_cv0,syl_cv1,syl_cv2,syl_cv3,syl_cv4,syl_cv5,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,cv_ratio5,pos,comp_struct,nomen,comp_len,Word,stress_class
um,um,m,um,ium,rium,orium,C,KC,LKC,CLKC,LCLKC,ø,Re,ø,R,Re,Rep,Repo,Repos,C,CL,CLC,CLCL,CLCLC,ø,10,7,9,7,12,11,5,3,4,3,6,5,0,light,light,light,light,light,light,o,o,o,o,o,c,CL,CL,CL,CL,CL,KC,C,C,C,C,C,,,,,,,C,L,L,L,L,L,K,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,1,1,0,2,2,2,2,2,1,CVV,CVV,CVV,CVV,CVV,VC,0,0,0,0,0,1,N,ø,T,0,Repositorium,antepaenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Re,ø,R,Re,Rep,Repr,Repra,C,CL,CLC,CLCC,CLCCK,ø,10,11,10,7,9,9,5,3,3,3,4,4,-1,light,light,light,light,light,light,o,c,c,c,o,c,CL,CCK,CKC,CK,AL,LC,C,CC,C,C,A,,,,C,,,C,L,K,K,K,L,L,2,3,3,2,2,2,0,1,1,1,0,1,1,2,1,1,1,0,2,1,1,1,2,2,CVV,CCVC,CVC,CVC,CVV,VVC,0,3,2,2,0,0,N,R,T,1,Repraesentation,ultima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,LCKC,CLCKC,ø,Re,ø,R,Re,Rep,Repr,Repri,C,CL,CLC,CLCC,CLCCL,ø,10,13,7,9,9,15,5,4,3,4,4,5,0,light,light,light,light,light,light,o,o,c,o,o,c,CL,CCL,CK,CL,CL,CKC,C,CC,C,C,C,C,,,,,,C,L,L,K,L,L,K,2,3,2,2,3,4,0,0,1,0,0,1,1,2,1,1,1,1,2,2,1,2,2,1,CVV,CCVV,CVC,CVV,CVV,CVC,0,1,2,0,0,2,N,N,T,1,Reprivatisierung,paenultima
mus,ø,s,us,mus,smus,ismus,C,KC,CKC,CCKC,KCCKC,noacc,Re,ø,R,Re,Rep,Repu,Repub,C,CL,CLC,CLCK,CLCKC,ø,10,9,13,7,12,12,5,4,4,3,4,4,0,light,light,light,light,light,light,o,c,o,c,c,c,CL,CK,CCL,CK,CKC,CKC,C,C,CC,C,C,C,,,,,C,C,L,K,L,K,K,K,2,2,3,2,3,3,0,1,0,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,CVV,CVC,CCVV,CVC,CVC,CVC,0,2,1,2,2,2,N,R,T,1,Republikanismus,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Re,ø,R,Re,Rep,Repu,Repud,C,CL,CLC,CLCL,CLCLC,ø,10,9,9,6,9,9,5,4,4,6,4,4,-1,light,light,light,light,light,light,o,o,o,c,o,c,CL,CL,CL,K,AL,LC,C,C,C,,A,,,,,,,C,L,L,L,K,L,L,2,2,2,1,2,2,0,0,0,1,0,1,1,1,1,0,1,0,2,2,2,1,2,2,CVV,CVV,CVV,VC,CVV,VVC,0,0,0,1,0,0,N,ø,T,0,Repudiation,ultima
t1t,ø,t,et,aet,taet,itaet,C,LC,CLC,LCLC,CLCLC,ø,Re,ø,R,Re,Res,Resp,Respe,C,CL,CLC,CLCC,CLCCK,ø,11,8,7,9,12,8,3,2,3,4,6,2,0,light,light,light,light,light,light,c,c,c,o,o,c,CLC,CKC,CK,CL,CL,CLC,C,C,C,C,C,C,C,C,,,,C,L,K,K,L,L,L,2,4,2,2,2,3,1,1,1,0,0,1,1,1,1,1,1,1,2,1,1,2,2,2,CVVC,CVC,CVC,CVV,CVV,CVVC,1,2,2,0,0,1,N,A,T,1,Respektabilitaet,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Re,ø,R,Re,Rev,Reva,Revak,C,CL,CLC,CLCK,CLCKC,ø,10,8,9,9,9,9,5,2,4,4,4,4,-1,light,light,light,light,light,light,o,c,o,c,o,c,CL,CKC,AL,CK,AL,LC,C,C,A,C,A,,,C,,,,C,L,K,L,K,L,L,2,3,2,2,2,2,0,1,0,1,0,1,1,1,1,1,1,0,2,1,2,1,2,2,CVV,CVC,CVV,CVC,CVV,VVC,0,2,0,2,0,0,N,N,T,1,Revakzination,ultima
mus,ø,s,us,mus,smus,ismus,C,KC,CKC,CCKC,KCCKC,noacc,Re,ø,R,Re,Rev,Revi,Revis,C,CL,CLC,CLCL,CLCLC,ø,10,9,9,6,12,12,5,4,4,6,4,4,0,light,light,light,light,light,light,o,o,o,o,c,c,CL,CL,CL,L,CKC,CKC,C,C,C,,C,C,,,,,C,C,L,L,L,L,K,K,2,2,2,1,3,3,0,0,0,0,1,1,1,1,1,0,1,1,2,2,2,2,1,1,CVV,CVV,CVV,VV,CVC,CVC,0,0,0,0,2,2,N,N,T,1,Revisionismus,paenultima
stisch,ø,h,ch,sch,isch,tisch,C,KC,CKC,CCKC,KCCKC,ø,re,ø,r,re,rev,revi,revis,C,CL,CLC,CLCL,CLCLC,ø,10,9,9,6,12,10,5,4,4,6,4,3,0,light,light,light,light,light,light,o,o,o,o,c,c,CL,CL,CL,L,CKC,CKC,C,C,C,,C,C,,,,,C,C,L,L,L,L,K,K,2,2,2,1,2,6,0,0,0,0,1,1,1,1,1,0,1,1,2,2,2,2,1,1,CVV,CVV,CVV,VV,CVC,CVC,0,0,0,0,2,2,A,N,F,1,revisionistisch,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,re,ø,r,re,rev,revi,revit,C,CL,CLC,CLCL,CLCLC,ø,10,9,7,12,9,13,5,4,3,6,4,4,0,light,light,light,light,light,schwa,o,o,c,o,o,c,CL,CL,CK,CL,CL,CKC,C,C,C,C,C,C,,,,,,C,L,L,K,L,L,K,2,2,2,2,3,3,0,0,1,0,0,1,1,1,1,1,1,1,2,2,1,2,2,1,CVV,CVV,CVC,CVV,CVV,CVC,0,0,2,0,0,2,V,V,F,1,revitalisieren,paenultima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,LCKC,CLCKC,ø,Re,ø,R,Re,Rev,Revi,Revit,C,CL,CLC,CLCL,CLCLC,ø,10,9,7,12,9,15,5,4,3,6,4,5,0,light,light,light,light,light,light,o,o,c,o,o,c,CL,CL,CK,CL,CL,CKC,C,C,C,C,C,C,,,,,,C,L,L,K,L,L,K,2,2,2,2,3,4,0,0,1,0,0,1,1,1,1,1,1,1,2,2,1,2,2,1,CVV,CVV,CVC,CVV,CVV,CVC,0,0,2,0,0,2,N,V,T,1,Revitalisierung,paenultima
n1r,ø,r,er,aer,naer,onaer,C,LC,CLC,LCLC,LLCLC,ø,re,ø,r,re,rev,revo,revol,C,CL,CLC,CLCL,CLCLC,ø,10,7,12,9,6,13,5,3,6,4,6,4,0,light,light,light,light,light,light,o,o,o,o,o,c,CL,CL,CL,AL,L,CLC,C,C,C,A,,C,,,,,,C,L,L,L,L,L,L,2,2,2,2,1,3,0,0,0,0,0,1,1,1,1,1,0,1,2,2,2,2,2,2,CVV,CVV,CVV,CVV,VV,CVVC,0,0,0,0,0,1,A,N,F,1,revolutionaer,ultima
n1r,ø,r,er,aer,naer,onaer,C,LC,CLC,LCLC,LLCLC,ø,Re,ø,R,Re,Rev,Revo,Revol,C,CL,CLC,CLCL,CLCLC,ø,10,7,12,9,6,13,5,3,6,4,6,4,0,light,light,light,light,light,light,o,o,o,o,o,c,CL,CL,CL,AL,L,CLC,C,C,C,A,,C,,,,,,C,L,L,L,L,L,L,2,2,2,2,1,3,0,0,0,0,0,1,1,1,1,1,0,1,2,2,2,2,2,2,CVV,CVV,CVV,CVV,VV,CVVC,0,0,0,0,0,1,N,N,T,1,Revolutionaer,ultima
rin,ø,n,in,rin,erin,terin,C,KC,CKC,KCKC,CKCKC,ø,Sach,ø,S,Sa,Sac,Sach,Sachb,C,CK,CKC,CKCC,CKCCK,ø,8,7,10,11,7,15,2,3,5,5,3,5,1,light,schwa,light,light,schwa,light,c,o,c,o,o,c,CKC,CK,KC,CD,CK,CKC,C,C,,C,C,C,C,,C,,,C,K,K,K,D,K,K,4,2,2,3,2,3,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,2,1,1,CVC,CV,VC,CVV,CV,CVC,2,1,1,0,1,2,N,N,T,1,Sachbearbeiterin,prima
stisch,ø,h,ch,sch,isch,tisch,C,KC,CKC,CCKC,KCCKC,ø,sa,ø,s,sa,sad,sado,sadom,C,CK,CKC,CKCL,CKCLC,ø,7,7,9,7,10,10,3,3,4,3,3,3,0,light,light,light,light,light,light,c,o,c,c,c,c,CK,CL,CK,CK,CKC,CKC,C,C,C,C,C,C,,,,,C,C,K,L,K,K,K,K,2,2,2,2,3,6,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,CVC,CVV,CVC,CVC,CVC,CVC,2,0,2,2,2,2,A,ø,F,0,sadomasochistisch,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,s1,ø,s,sa,sae,saek,saeku,C,CK,CKC,CKCL,CKCLC,ø,7,9,14,12,9,13,3,4,7,6,4,4,0,light,light,light,light,light,schwa,c,o,o,o,o,c,CK,CL,CL,CL,CL,CKC,C,C,C,C,C,C,,,,,,C,K,L,L,L,L,K,2,2,2,2,3,3,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,1,CVC,CVV,CVV,CVV,CVV,CVC,2,0,0,0,0,2,V,A,F,1,saekularisieren,paenultima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,LCKC,CLCKC,ø,S1,ø,S,Sa,Sae,Saek,Saeku,C,CK,CKC,CKCL,CKCLC,ø,7,9,14,12,9,15,3,4,7,6,4,5,1,light,light,light,light,light,light,c,o,o,o,o,c,CK,CL,CL,CL,CL,CKC,C,C,C,C,C,C,,,,,,C,K,L,L,L,L,K,2,2,2,2,3,4,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,1,CVC,CVV,CVV,CVV,CVV,CVC,2,0,0,0,0,2,N,V,T,1,Saekularisierung,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,se,ø,s,se,sel,sele,selek,C,CL,CLC,CLCK,CLCKC,ø,7,11,9,6,11,13,3,3,4,6,5,4,0,light,light,light,light,light,schwa,o,c,o,o,o,c,CL,CKC,AL,L,CL,CKC,C,C,A,,C,C,,C,,,,C,L,K,L,L,L,K,2,3,2,1,3,3,0,1,0,0,0,1,1,1,1,0,1,1,2,1,2,2,2,1,CVV,CVC,CVV,VV,CVV,CVC,0,2,0,0,0,2,V,N,F,1,selektionieren,paenultima
bel,ø,l,el,bel,abel,eabel,C,KC,CKC,LCKC,LLCKC,ø,se,ø,s,se,sem,semi,semip,C,CL,CLC,CLCL,CLCLC,ø,7,11,11,9,10,11,3,5,3,4,10,3,0,light,light,light,light,light,schwa,o,o,c,o,o,c,CL,CL,CKC,CL,L,CKC,C,C,C,C,,C,,,C,,,C,L,L,K,L,L,K,2,2,3,2,1,3,0,0,1,0,0,1,1,1,1,1,0,1,2,2,1,2,2,1,CVV,CVV,CVC,CVV,VV,CVC,0,0,2,0,0,2,A,A,F,1,semipermeabel,paenultima
tor,ø,r,or,tor,ator,sator,C,KC,CKC,LCKC,CLCKC,ø,Sen,ø,S,Se,Sen,Sens,Sensi,C,CK,CKC,CKCC,CKCCL,ø,10,9,9,12,11,11,3,4,4,6,5,3,0,light,light,light,light,light,light,c,o,o,o,o,c,CKC,CL,CL,CL,CL,CKC,C,C,C,C,C,C,C,,,,,C,K,L,L,L,L,K,3,2,2,2,2,3,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,1,CVC,CVV,CVV,CVV,CVV,CVC,2,0,0,0,0,2,N,R,T,1,Sensibilisator,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,sen,ø,s,se,sen,sens,sensi,C,CK,CKC,CKCC,CKCCL,ø,10,9,9,12,9,13,3,4,4,6,4,4,0,light,light,light,light,light,schwa,c,o,o,o,o,c,CKC,CL,CL,CL,CL,CKC,C,C,C,C,C,C,C,,,,,C,K,L,L,L,L,K,3,2,2,2,3,3,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,1,CVC,CVV,CVV,CVV,CVV,CVC,2,0,0,0,0,2,V,A,F,1,sensibilisieren,paenultima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,LCKC,CLCKC,ø,Sen,ø,S,Se,Sen,Sens,Sensi,C,CK,CKC,CKCC,CKCCL,ø,10,9,9,12,9,15,3,4,4,6,4,5,0,light,light,light,light,light,light,c,o,o,o,o,c,CKC,CL,CL,CL,CL,CKC,C,C,C,C,C,C,C,,,,,C,K,L,L,L,L,K,3,2,2,2,3,4,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,1,CVC,CVV,CVV,CVV,CVV,CVC,2,0,0,0,0,2,N,V,T,1,Sensibilisierung,paenultima
t1t,ø,t,et,aet,taet,itaet,C,LC,CLC,LCLC,CLCLC,ø,Sen,ø,S,Se,Sen,Sent,Senti,C,CK,CKC,CKCC,CKCCL,ø,10,9,12,7,12,8,3,4,4,3,6,2,-1,light,light,light,light,light,light,c,o,c,c,o,c,CKC,CL,CKC,CK,CL,CLC,C,C,C,C,C,C,C,,C,,,C,K,L,K,K,L,L,3,2,3,2,2,3,1,0,1,1,0,1,1,1,1,1,1,1,1,2,1,1,2,2,CVC,CVV,CVC,CVC,CVV,CVVC,2,0,2,2,0,1,N,A,T,1,Sentimentalitaet,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,se,ø,s,se,sex,sexu,sexua,C,CK,CKC,CKCC,CKCCL,ø,7,10,6,12,9,13,3,3,6,6,4,4,0,light,light,light,light,light,schwa,c,o,c,o,o,c,CK,CCL,K,CL,CL,CKC,C,CC,,C,C,C,,,,,,C,K,L,K,L,L,K,2,2,1,2,3,3,1,0,1,0,0,1,1,2,0,1,1,1,1,2,1,2,2,1,CVC,CCVV,VC,CVV,CVV,CVC,2,1,1,0,0,2,V,A,F,1,sexualisieren,paenultima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,LCKC,CLCKC,ø,Se,ø,S,Se,Sex,Sexu,Sexua,C,CK,CKC,CKCC,CKCCL,ø,7,10,6,12,9,15,3,3,6,6,4,5,1,light,light,light,light,light,light,c,o,c,o,o,c,CK,CCL,K,CL,CL,CKC,C,CC,,C,C,C,,,,,,C,K,L,K,L,L,K,2,2,1,2,3,4,1,0,1,0,0,1,1,2,0,1,1,1,1,2,1,2,2,1,CVC,CCVV,VC,CVV,CVV,CVC,2,1,1,0,0,2,N,V,T,1,Sexualisierung,paenultima
stisch,ø,h,ch,sch,isch,tisch,C,KC,CKC,CCKC,KCCKC,ø,se,ø,s,se,sez,seze,sezes,C,CL,CLA,CLAK,CLAKC,ø,7,7,9,6,12,10,3,3,4,6,4,3,0,light,light,light,light,light,light,o,c,o,o,c,c,CL,AK,CL,L,CKC,CKC,C,A,C,,C,C,,,,,C,C,L,K,L,L,K,K,2,3,2,1,2,6,0,1,0,0,1,1,1,1,1,0,1,1,2,1,2,2,1,1,CVV,CVC,CVV,VV,CVC,CVC,0,2,0,0,2,2,A,N,F,1,sezessionistisch,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Si,ø,S,Si,Sil,Sili,Silif,C,CL,CLC,CLCL,CLCLC,ø,9,12,9,7,9,9,4,6,4,3,4,4,-1,light,light,light,light,light,light,o,o,o,c,o,c,CL,CL,CL,CK,AL,LC,C,C,C,C,A,,,,,,,C,L,L,L,K,L,L,2,2,2,2,2,2,0,0,0,1,0,1,1,1,1,1,1,0,2,2,2,1,2,2,CVV,CVV,CVV,CVC,CVV,VVC,0,0,0,2,0,0,N,R,T,1,Silifikation,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Sim,ø,S,Si,Sim,Simp,Simpl,C,CK,CKC,CKCC,CKCCC,ø,12,13,9,7,9,9,4,4,4,3,4,4,-1,light,light,light,light,light,light,c,o,o,c,o,c,CKC,CCL,CL,CK,AL,LC,C,CC,C,C,A,,C,,,,,C,K,L,L,K,L,L,3,3,2,2,2,2,1,0,0,1,0,1,1,2,1,1,1,0,1,2,2,1,2,2,CVC,CCVV,CVV,CVC,CVV,VVC,2,1,0,2,0,0,N,R,T,1,Simplifikation,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,So,ø,S,So,Sol,Sola,Solar,C,CL,CLC,CLCK,CLCKC,ø,7,10,12,7,9,9,3,5,6,3,4,4,0,light,light,light,light,light,light,o,c,o,c,o,c,CL,CK,CL,CK,AL,LC,C,C,C,C,A,,,,,,,C,L,K,L,K,L,L,2,2,2,2,2,2,0,1,0,1,0,1,1,1,1,1,1,0,2,1,2,1,2,2,CVV,CVC,CVV,CVC,CVV,VVC,0,2,0,2,0,0,N,R,T,1,Solarisation,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,so,ø,s,so,sol,soli,solid,C,CL,CLC,CLCL,CLCLC,ø,7,12,7,12,9,13,3,6,3,6,4,4,0,light,light,light,light,light,schwa,o,o,c,o,o,c,CL,CL,CK,CL,CL,CKC,C,C,C,C,C,C,,,,,,C,L,L,K,L,L,K,2,2,2,2,3,3,0,0,1,0,0,1,1,1,1,1,1,1,2,2,1,2,2,1,CVV,CVV,CVC,CVV,CVV,CVC,0,0,2,0,0,2,V,R,F,1,solidarisieren,paenultima
t1t,ø,t,et,aet,taet,itaet,C,LC,CLC,LCLC,CLCLC,ø,So,ø,S,So,Soz,Sozi,Sozia,C,CL,CLA,CLAL,CLALK,ø,7,9,6,9,12,8,3,4,6,4,6,2,0,light,light,light,light,light,light,o,o,c,o,o,c,CL,AL,K,CL,CL,CLC,C,A,,C,C,C,,,,,,C,L,L,K,L,L,L,2,2,1,2,2,3,0,0,1,0,0,1,1,1,0,1,1,1,2,2,1,2,2,2,CVV,CVV,VC,CVV,CVV,CVVC,0,0,1,0,0,1,N,A,T,1,Soziabilitaet,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,so,ø,s,so,soz,sozi,sozia,C,CL,CLA,CLAL,CLALL,ø,7,9,10,12,9,13,3,4,10,6,4,4,0,light,light,light,light,light,schwa,o,o,o,o,o,c,CL,AL,L,CL,CL,CKC,C,A,,C,C,C,,,,,,C,L,L,L,L,L,K,2,2,1,2,3,3,0,0,0,0,0,1,1,1,0,1,1,1,2,2,2,2,2,1,CVV,CVV,VV,CVV,CVV,CVC,0,0,0,0,0,2,V,A,F,1,sozialisieren,paenultima
se,ø,e,se,ese,nese,enese,K,CK,LCK,CLCK,LCLCK,ø,Sper,ø,S,Sp,Spe,Sper,Sperm,C,CC,CCK,CCKC,CCKCC,ø,12,11,6,7,9,7,3,5,6,3,4,3,-1,light,light,light,light,light,schwa,c,o,o,o,o,o,CCKC,CL,L,CL,CL,CK,CC,C,,C,C,C,C,,,,,,K,L,L,L,L,K,4,2,1,2,2,2,1,0,0,0,0,0,2,1,0,1,1,1,1,2,2,2,2,1,CCVC,CVV,VV,CVV,CVV,CV,3,0,0,0,0,1,N,ø,T,0,Spermiogenese,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,spe,ø,s,sp,spe,spez,spezi,C,CC,CCL,CCLA,CCLAL,ø,8,9,10,12,9,13,2,4,10,6,4,4,0,light,light,light,light,light,schwa,o,o,o,o,o,c,CCL,AL,L,CL,CL,CKC,CC,A,,C,C,C,,,,,,C,L,L,L,L,L,K,3,2,1,2,3,3,0,0,0,0,0,1,2,1,0,1,1,1,2,2,2,2,2,1,CCVV,CVV,VV,CVV,CVV,CVC,1,0,0,0,0,2,V,A,F,1,spezialisieren,paenultima
tum,tum,m,um,tum,ntum,entum,C,LC,CLC,CCLC,KCCLC,ø,Spe,ø,S,Sp,Spe,Spez,Spezi,C,CC,CCL,CCLA,CCLAL,ø,8,9,6,13,10,12,2,4,6,4,3,4,0,light,light,light,light,schwa,light,o,o,c,c,c,c,CCL,AL,K,CKC,CKC,CLC,CC,A,,C,C,C,,,,C,C,C,L,L,K,K,K,L,3,2,1,2,4,3,0,0,1,1,1,1,2,1,0,1,1,1,2,2,1,1,1,2,CCVV,CVV,VC,CVC,CVC,CVVC,1,0,1,2,2,1,N,N,T,1,Spezialistentum,antepaenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Spe,ø,S,Sp,Spe,Spez,Spezi,C,CC,CCL,CCLA,CCLAL,ø,8,9,9,7,9,9,2,4,4,3,4,4,0,light,light,light,light,light,light,o,o,o,c,o,c,CCL,AL,CL,CK,AL,LC,CC,A,C,C,A,,,,,,,C,L,L,L,K,L,L,3,2,2,2,2,2,0,0,0,1,0,1,2,1,1,1,1,0,2,2,2,1,2,2,CCVV,CVV,CVV,CVC,CVV,VVC,1,0,0,2,0,0,N,R,T,1,Spezifikation,ultima
mus,ø,s,us,mus,smus,ismus,C,KC,CKC,CCKC,KCCKC,noacc,Spi,ø,S,Sp,Spi,Spir,Spiri,C,CC,CCL,CCLC,CCLCL,ø,10,12,9,10,13,12,3,6,4,10,4,4,0,light,light,light,light,light,light,o,o,o,o,c,c,CCL,CL,CL,L,CKC,CKC,CC,C,C,,C,C,,,,,C,C,L,L,L,L,K,K,3,2,2,1,3,3,0,0,0,0,1,1,2,1,1,0,1,1,2,2,2,2,1,1,CCVV,CVV,CVV,VV,CVC,CVC,1,0,0,0,2,2,N,A,T,1,Spiritualismus,paenultima
t1t,ø,t,et,aet,taet,itaet,C,LC,CLC,LCLC,CLCLC,ø,Spi,ø,S,Sp,Spi,Spir,Spiri,C,CC,CCL,CCLC,CCLCL,ø,10,12,9,6,12,8,3,6,4,6,6,2,-1,light,light,light,light,light,light,o,o,o,c,o,c,CCL,CL,CL,K,CL,CLC,CC,C,C,,C,C,,,,,,C,L,L,L,K,L,L,3,2,2,1,2,3,0,0,0,1,0,1,2,1,1,0,1,1,2,2,2,1,2,2,CCVV,CVV,CVV,VC,CVV,CVVC,1,0,0,1,0,1,N,A,T,1,Spiritualitaet,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ste,ø,s,st,ste,ster,stere,C,CC,CCL,CCLC,CCLCL,ø,8,10,6,9,9,13,2,5,6,4,4,4,0,light,light,light,light,light,schwa,o,o,o,o,o,c,CCL,CL,L,CL,CL,CKC,CC,C,,C,C,C,,,,,,C,L,L,L,L,L,K,3,2,1,2,3,3,0,0,0,0,0,1,2,1,0,1,1,1,2,2,2,2,2,1,CCVV,CVV,VV,CVV,CVV,CVC,1,0,0,0,0,2,V,N,F,1,stereotypieren,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Ste,ø,S,St,Ste,Ster,Steri,C,CC,CCL,CCLC,CCLCL,ø,8,12,12,7,9,9,2,6,6,3,4,4,-1,light,light,light,light,light,light,o,o,o,c,o,c,CCL,CL,CL,CK,AL,LC,CC,C,C,C,A,,,,,,,C,L,L,L,K,L,L,3,2,2,2,2,2,0,0,0,1,0,1,2,1,1,1,1,0,2,2,2,1,2,2,CCVV,CVV,CVV,CVC,CVV,VVC,1,0,0,2,0,0,N,A,T,1,Sterilisation,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Stig,ø,S,St,Sti,Stig,Stigm,C,CC,CCK,CCKC,CCKCC,ø,10,10,9,7,9,9,3,3,4,3,4,4,-1,light,light,light,light,light,light,c,c,o,c,o,c,CCK,CCK,CL,CK,AL,LC,CC,CC,C,C,A,,,,,,,C,K,K,L,K,L,L,4,2,2,2,2,2,1,1,0,1,0,1,2,2,1,1,1,0,1,1,2,1,2,2,CCVC,CCVC,CVV,CVC,CVV,VVC,3,3,0,2,0,0,N,ø,T,0,Stigmatisation,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Stra,ø,S,St,Str,Stra,Strat,C,CC,CCC,CCCK,CCCKC,ø,12,9,9,7,9,9,3,4,4,3,4,4,-1,light,light,light,light,light,light,c,o,o,c,o,c,CCCK,CL,CL,CK,AL,LC,CCC,C,C,C,A,,,,,,,C,K,L,L,K,L,L,4,2,2,2,2,2,1,0,0,1,0,1,3,1,1,1,1,0,1,2,2,1,2,2,CCCVC,CVV,CVV,CVC,CVV,VVC,4,0,0,2,0,0,N,R,T,1,Stratifikation,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Sub,ø,S,Su,Sub,Subo,Subor,C,CK,CKC,CKCK,CKCKC,ø,10,10,9,9,9,9,3,5,4,4,4,4,-1,light,light,light,light,light,light,c,c,o,c,o,c,CKC,KC,CL,CK,AL,LC,C,,C,C,A,,C,C,,,,C,K,K,L,K,L,L,3,2,2,2,2,2,1,1,0,1,0,1,1,0,1,1,1,0,1,1,2,1,2,2,CVC,VC,CVV,CVC,CVV,VVC,2,1,0,2,0,0,N,R,T,1,Subordination,ultima
t1t,ø,t,et,aet,taet,itaet,C,LC,CLC,LCLC,CLCLC,ø,Sub,ø,S,Su,Sub,Subs,Subst,C,CK,CKC,CKCC,CKCCC,ø,10,11,9,6,12,8,3,2,4,6,6,2,-1,light,light,light,light,light,light,c,c,o,c,o,c,CKC,CCKC,AL,K,CL,CLC,C,CC,A,,C,C,C,C,,,,C,K,K,L,K,L,L,3,4,2,1,2,3,1,1,0,1,0,1,1,2,1,0,1,1,1,1,2,1,2,2,CVC,CCVC,CVV,VC,CVV,CVVC,2,3,0,1,0,1,N,A,T,1,Substantialitaet,ultima
