syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority2,sonority3,sonority4,sonority5,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_ratio5,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_weight5,syl_open0,syl_open1,syl_open2,syl_open3,syl_open4,syl_open5,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,syl_phoncat4,syl_phoncat5,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,onset_phoncat4,onset_phoncat5,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,koda_phoncat4,koda_phoncat5,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,nucleus_phoncat4,nucleus_phoncat5,syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl_len5,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,koda_len5,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,onset_len5,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,nucleus_len5,syl_cv0,syl_cv1,syl_cv2,syl_cv3,syl_cv4,syl_cv5,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,cv_ratio5,pos,comp_struct,nomen,comp_len,Word,stress_class
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,LCKC,CLCKC,ø,Ent,ø,E,En,Ent,Ents,Entst,K,KC,KCC,KCCC,KCCCC,ø,10,8,12,11,9,15,3,2,6,5,4,5,0,heavy,light,light,light,light,light,c,c,o,o,o,c,KCC,CCK,CL,CL,CL,CKC,,CC,C,C,C,C,CC,,,,,C,K,K,L,L,L,K,3,3,2,2,3,4,2,1,0,0,0,1,0,2,1,1,1,1,1,1,2,2,2,1,VCC,CCVC,CVV,CVV,CVV,CVC,2,3,0,0,0,2,N,N,T,1,Entstalinisierung,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,E,ø,E,En,Enu,Enum,Enume,L,LC,LCL,LCLC,LCLCL,ø,6,11,9,10,9,9,6,5,4,5,4,4,0,light,light,light,light,light,light,o,o,o,c,o,c,L,CL,CL,CK,AL,LC,,C,C,C,A,,,,,,,C,L,L,L,K,L,L,1,2,2,2,2,2,0,0,0,1,0,1,0,1,1,1,1,0,2,2,2,1,2,2,VV,CVV,CVV,CVC,CVV,VVC,0,0,0,2,0,0,N,R,T,1,Enumeration,ultima
keit,keit,t,it,eit,keit,gkeit,C,DC,CDC,CCDC,KCCDC,ø,Er,ø,E,Er,Erb,Erba,Erbar,K,KC,KCC,KCCK,KCCKC,noacc,10,11,15,10,10,12,5,3,3,5,3,4,0,light,light,heavy,light,light,light,c,c,c,o,c,c,KC,CKC,CKCC,CL,CKC,CDC,,C,C,C,C,C,C,C,CC,,C,C,K,K,K,L,K,D,2,3,5,2,3,4,1,1,2,0,1,1,0,1,1,1,1,1,1,1,1,2,1,2,VC,CVC,CVCC,CVV,CVC,CVVC,1,2,3,0,2,1,N,A,T,1,Erbarmungslosigkeit,sekunda
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,eu,ø,e,eu,eur,euro,europ,D,DC,DCL,DCLC,DCLCL,ø,10,10,7,8,9,13,10,5,3,8,4,4,0,light,light,light,light,light,schwa,o,o,o,o,o,c,D,CL,CL,L,CL,CKC,,C,C,,C,C,,,,,,C,D,L,L,L,L,K,2,2,2,1,3,3,0,0,0,0,0,1,0,1,1,0,1,1,2,2,2,2,2,1,VV,CVV,CVV,VV,CVV,CVC,0,0,0,0,0,2,V,N,F,1,europaeisieren,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,CLLC,KCLLC,ø,E,ø,E,Ev,Eva,Eval,Evalu,L,LC,LCK,LCKC,LCKCL,ø,6,7,12,6,9,9,6,3,6,6,4,4,0,light,light,light,light,light,light,o,c,o,c,o,c,L,CK,CL,K,CL,LC,,C,C,,C,,,,,,,C,L,K,L,K,L,L,1,2,2,1,2,2,0,1,0,1,0,1,0,1,1,0,1,0,2,1,2,1,2,2,VV,CVC,CVV,VC,CVV,VVC,0,2,0,1,0,0,N,R,T,1,Evaluation,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,E,ø,E,Ev,Eva,Evap,Evapo,L,LC,LCK,LCKC,LCKCL,ø,6,7,7,10,9,9,6,3,3,5,4,4,0,light,light,light,light,light,light,o,c,o,c,o,c,L,CK,CL,CK,AL,LC,,C,C,C,A,,,,,,,C,L,K,L,K,L,L,1,2,2,2,2,2,0,1,0,1,0,1,0,1,1,1,1,0,2,1,2,1,2,2,VV,CVC,CVV,CVC,CVV,VVC,0,2,0,2,0,0,N,R,T,1,Evaporation,ultima
t1t,ø,t,et,aet,taet,itaet,C,LC,CLC,LCLC,CLCLC,ø,E,ø,E,Ev,Eve,Even,Event,L,LC,LCK,LCKC,LCKCC,ø,6,10,9,10,12,8,6,3,4,10,6,2,0,light,light,light,light,light,light,o,c,o,o,o,c,L,CKC,CL,L,CL,CLC,,C,C,,C,C,,C,,,,C,L,K,L,L,L,L,1,3,2,1,2,3,0,1,0,0,0,1,0,1,1,0,1,1,2,1,2,2,2,2,VV,CVC,CVV,VV,CVV,CVVC,0,2,0,0,0,1,N,A,T,1,Eventualitaet,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,ALCKC,ø,ex,ø,e,ex,exe,exem,exemp,K,KC,KCC,KCCK,KCCKC,ø,6,11,13,9,9,13,6,2,4,4,4,4,0,light,light,light,light,light,schwa,c,c,o,o,o,c,K,CCKC,CCL,CL,AL,CKC,,CC,CC,C,A,C,,C,,,,C,K,K,L,L,L,K,2,2,3,2,3,3,1,1,0,0,0,1,0,2,2,1,1,1,1,1,2,2,2,1,VC,CCVC,CCVV,CVV,CVV,CVC,1,3,1,0,0,2,V,R,F,1,exemplifizieren,paenultima
nist,ø,t,st,ist,nist,onist,C,CC,KCC,CKCC,LCKCC,acc,Ex,ø,E,Ex,Exh,Exhi,Exhib,K,KC,KCC,KCCC,KCCCL,ø,8,9,9,9,6,13,2,4,4,4,6,3,0,heavy,light,light,light,light,heavy,c,o,o,o,o,c,KCC,CL,CL,AL,L,CKCC,,C,C,A,,C,CC,,,,,CC,K,L,L,L,L,K,2,2,2,2,1,4,2,0,0,0,0,2,0,1,1,1,0,1,1,2,2,2,2,1,VCC,CVV,CVV,CVV,VV,CVCC,2,0,0,0,0,3,N,N,T,1,Exhibitionist,ultima
list,ø,t,st,ist,list,alist,C,CC,KCC,CKCC,KCKCC,acc,E,ø,E,Ex,Exi,Exis,Exist,K,KC,KCC,KCCK,KCCKC,ø,6,11,10,9,6,14,6,2,3,4,6,3,0,light,light,light,light,light,heavy,c,c,c,o,c,c,K,CCKC,CKC,AL,K,CKCC,,CC,C,A,,C,,C,C,,,CC,K,K,K,L,K,K,1,2,4,2,1,4,1,1,1,0,1,2,0,2,1,1,0,1,1,1,1,2,1,1,VC,CCVC,CVC,CVV,VC,CVCC,1,3,2,0,1,3,N,A,T,1,Existentialist,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,ALCKC,ø,ex,ø,e,ex,exk,exko,exkom,K,KC,KCC,KCCC,KCCCK,ø,8,7,11,11,9,13,2,3,5,5,4,4,0,heavy,light,light,light,light,schwa,c,c,o,o,o,c,KCC,CK,CL,CL,AL,CKC,,C,C,C,A,C,CC,,,,,C,K,K,L,L,L,K,2,3,2,2,3,3,2,1,0,0,0,1,0,1,1,1,1,1,1,1,2,2,2,1,VCC,CVC,CVV,CVV,CVV,CVC,2,2,0,0,0,2,V,ø,F,0,exkommunizieren,paenultima
stisch,ø,h,ch,sch,isch,tisch,C,KC,CKC,CCKC,KCCKC,ø,ex,ø,e,ex,exp,expa,expan,K,KC,KCC,KCCC,KCCCK,ø,8,10,9,6,12,10,2,3,4,6,4,3,0,heavy,light,light,light,light,light,c,c,o,o,c,c,KCC,CKC,CL,L,CKC,CKC,,C,C,,C,C,CC,C,,,C,C,K,K,L,L,K,K,2,3,2,1,2,6,2,1,0,0,1,1,0,1,1,0,1,1,1,1,2,2,1,1,VCC,CVC,CVV,VV,CVC,CVC,2,2,0,0,2,2,A,N,F,1,expansionistisch,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ex,ø,e,ex,exp,expe,exper,K,KC,KCC,KCCC,KCCCL,ø,8,7,12,12,9,13,2,3,6,4,4,4,0,heavy,light,light,light,light,schwa,c,o,o,c,o,c,KCC,CL,CL,CKC,CL,CKC,,C,C,C,C,C,CC,,,C,,C,K,L,L,K,L,K,2,2,2,3,3,3,2,0,0,1,0,1,0,1,1,1,1,1,1,2,2,1,2,1,VCC,CVV,CVV,CVC,CVV,CVC,2,0,0,2,0,2,V,N,F,1,experimentieren,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Ex,ø,E,Ex,Exp,Expl,Explo,K,KC,KCC,KCCC,KCCCC,ø,8,11,6,7,9,9,2,3,6,3,4,4,0,heavy,light,light,light,light,light,c,o,c,c,o,c,KCC,CCL,K,CK,AL,LC,,CC,,C,A,,CC,,,,,C,K,L,K,K,L,L,2,3,1,2,2,2,2,0,1,1,0,1,0,2,0,1,1,0,1,2,1,1,2,2,VCC,CCVV,VC,CVC,CVV,VVC,2,1,1,2,0,0,N,R,T,1,Exploitation,ultima
mus,ø,s,us,mus,smus,ismus,C,KC,CKC,CCKC,KCCKC,noacc,Ex,ø,E,Ex,Exp,Expr,Expre,K,KC,KCC,KCCC,KCCCC,ø,8,11,9,6,12,12,2,3,4,6,4,4,0,heavy,light,light,light,light,light,c,c,o,o,c,c,KCC,CCK,CL,L,CKC,CKC,,CC,C,,C,C,CC,,,,C,C,K,K,L,L,K,K,2,4,2,1,3,3,2,1,0,0,1,1,0,2,1,0,1,1,1,1,2,2,1,1,VCC,CCVC,CVV,VV,CVC,CVC,2,3,0,0,2,2,N,N,T,1,Expressionismus,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Ex,ø,E,Ex,Exp,Expr,Expro,K,KC,KCC,KCCC,KCCCC,ø,8,11,13,6,9,9,2,3,4,6,4,4,-1,heavy,light,light,light,light,light,c,o,o,c,o,c,KCC,CCL,CCL,K,AL,LC,,CC,CC,,A,,CC,,,,,C,K,L,L,K,L,L,2,3,3,1,2,2,2,0,0,1,0,1,0,2,2,0,1,0,1,2,2,1,2,2,VCC,CCVV,CCVV,VC,CVV,VVC,2,1,1,1,0,0,N,R,T,1,Expropriation,ultima
al,al,l,al,ial,rial,orial,C,LC,LLC,CLLC,LCLLC,ø,ex,ø,e,ex,ext,exte,exter,K,KC,KCC,KCCC,KCCCK,ø,8,7,12,7,12,14,2,3,6,3,6,7,1,heavy,light,light,light,light,light,c,c,o,o,o,c,KCC,CK,CL,CL,CL,LC,,C,C,C,C,,CC,,,,,C,K,K,L,L,L,L,2,3,2,2,2,2,2,1,0,0,0,1,0,1,1,1,1,0,1,1,2,2,2,2,VCC,CVC,CVV,CVV,CVV,VVC,2,2,0,0,0,0,A,A,F,1,exterritorial,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Ex,ø,E,Ex,Ext,Extr,Extra,K,KC,KCC,KCCC,KCCCC,ø,8,15,7,10,9,9,2,5,3,5,4,4,-1,heavy,light,light,light,light,light,c,o,o,c,o,c,KCC,CCL,CL,CK,AL,LC,,CC,C,C,A,,CC,,,,,C,K,L,L,K,L,L,2,3,2,2,2,2,2,0,0,1,0,1,0,2,1,1,1,0,1,2,2,1,2,2,VCC,CCVV,CVV,CVC,CVV,VVC,2,1,0,2,0,0,N,R,T,1,Extrapolation,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Fal,ø,F,Fa,Fal,Fals,Falsi,C,CK,CKC,CKCC,CKCCL,ø,11,9,9,7,9,9,3,4,4,3,4,4,-1,light,light,light,light,light,light,c,o,o,c,o,c,CKC,CL,CL,CK,AL,LC,C,C,C,C,A,,C,,,,,C,K,L,L,K,L,L,3,2,2,2,2,2,1,0,0,1,0,1,1,1,1,1,1,0,1,2,2,1,2,2,CVC,CVV,CVV,CVC,CVV,VVC,2,0,0,2,0,0,N,R,T,1,Falsifikation,ultima
t1t,ø,t,et,aet,taet,itaet,C,LC,CLC,LCLC,CLCLC,ø,Fa,ø,F,Fa,Fam,Fami,Famil,C,CK,CKC,CKCL,CKCLC,ø,7,11,12,10,12,8,3,5,6,10,6,2,0,light,light,light,light,light,light,c,o,o,o,o,c,CK,CL,CL,L,CL,CLC,C,C,C,,C,C,,,,,,C,K,L,L,L,L,L,2,2,2,1,2,3,1,0,0,0,0,1,1,1,1,0,1,1,1,2,2,2,2,2,CVC,CVV,CVV,VV,CVV,CVVC,2,0,0,0,0,1,N,A,T,1,Familiaritaet,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,For,ø,F,Fo,For,Fort,Forti,C,CK,CKC,CKCC,CKCCL,ø,11,9,9,7,9,9,3,4,4,3,4,4,-1,light,light,light,light,light,light,c,o,o,c,o,c,CKC,CL,CL,CK,AL,LC,C,C,C,C,A,,C,,,,,C,K,L,L,K,L,L,3,2,2,2,2,2,1,0,0,1,0,1,1,1,1,1,1,0,1,2,2,1,2,2,CVC,CVV,CVV,CVC,CVV,VVC,2,0,0,2,0,0,N,R,T,1,Fortifikation,ultima
t1t,ø,t,et,aet,taet,itaet,C,LC,CLC,LCLC,CLCLC,ø,Funk,ø,F,Fu,Fun,Funk,Funkt,C,CK,CKC,CKCC,CKCCA,ø,13,9,6,13,12,8,3,4,6,6,6,2,-1,heavy,light,light,light,light,light,c,o,o,o,o,c,CKCC,AL,L,CL,CL,CLC,C,A,,C,C,C,CC,,,,,C,K,L,L,L,L,L,4,2,1,2,2,3,2,0,0,0,0,1,1,1,0,1,1,1,1,2,2,2,2,2,CVCC,CVV,VV,CVV,CVV,CVVC,3,0,0,0,0,1,N,A,T,1,Funktionalitaet,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Gal,ø,G,Ga,Gal,Galv,Galva,C,CK,CKC,CKCC,CKCCK,ø,11,7,11,7,9,9,3,3,5,3,4,4,-1,light,light,light,light,light,light,c,c,o,c,o,c,CKC,CK,CL,CK,AL,LC,C,C,C,C,A,,C,,,,,C,K,K,L,K,L,L,3,2,2,2,2,2,1,1,0,1,0,1,1,1,1,1,1,0,1,1,2,1,2,2,CVC,CVC,CVV,CVC,CVV,VVC,2,2,0,2,0,0,N,R,T,1,Galvanisation,ultima
$en,ø,n,en,sen,ssen,assen,C,KC,CKC,LCKC,CLCKC,ø,ge,ø,g,ge,geb,gebu,gebue,C,CK,CKC,CKCL,CKCLC,ø,7,9,13,11,13,10,3,4,4,3,6,3,0,schwa,light,schwa,schwa,light,schwa,o,o,c,c,o,c,CK,CL,CKC,CKC,CL,CKC,C,C,C,C,C,C,,,C,C,,C,K,L,K,K,L,K,2,3,3,3,2,3,0,0,1,1,0,1,1,1,1,1,1,1,1,2,1,1,2,1,CV,CVV,CVC,CVC,CVV,CVC,1,0,2,2,0,2,ADV,F,F,1,gebuehrendermassen,sekunda
keit,keit,t,it,eit,keit,gkeit,C,DC,CDC,CCDC,KCCDC,ø,Ge,ø,G,Ge,Ged,Geda,Gedan,C,CK,CKC,CKCK,CKCKC,ø,7,10,10,10,10,12,3,3,3,5,3,4,0,schwa,light,schwa,light,light,light,o,c,c,o,c,c,CK,CKC,CKC,CL,CKC,CDC,C,C,C,C,C,C,,C,C,,C,C,K,K,K,L,K,D,2,3,3,2,3,4,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,CV,CVC,CVC,CVV,CVC,CVVC,1,2,2,0,2,1,N,A,T,1,Gedankenlosigkeit,sekunda
keit,keit,t,it,eit,keit,gkeit,C,DC,CDC,CCDC,KCCDC,ø,Ge,ø,G,Ge,Geg,Gege,Gegen,C,CL,CLC,CLCK,CLCKC,ø,7,10,12,10,10,12,3,3,2,5,3,4,0,light,schwa,heavy,light,light,light,o,c,c,o,c,c,CL,CKC,CCKCA,CL,CKC,CDC,C,C,CC,C,C,C,,C,CA,,C,C,L,K,K,L,K,D,2,3,6,2,3,4,0,1,2,0,1,1,1,1,2,1,1,1,2,1,1,2,1,2,CVV,CVC,CCVCC,CVV,CVC,CVVC,0,2,4,0,2,1,N,A,T,1,Gegenstandslosigkeit,prima
tig,ø,g,ig,tig,rtig,ertig,C,KC,CKC,CCKC,KCCKC,noacc,gei,ø,g,ge,gei,geis,geist,C,CD,CDC,CDCC,CDCCK,ø,12,8,7,10,11,10,4,2,3,3,3,3,0,light,schwa,light,schwa,light,light,c,c,o,c,c,c,CDC,CKC,CL,CKC,CKC,CKC,C,C,C,C,C,C,C,C,,C,C,C,D,K,L,K,K,K,3,4,2,3,3,3,1,1,0,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,CVVC,CVC,CVV,CVC,CVC,CVC,1,2,0,2,2,2,A,N,F,1,geistesgegenwaertig,prima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ge,ø,g,ge,gen,gene,gener,C,CL,CLC,CLCK,CLCKC,ø,7,9,10,12,9,13,3,4,5,6,4,4,0,light,schwa,light,light,light,schwa,o,o,c,o,o,c,CL,CK,CK,CL,CL,CKC,C,C,C,C,C,C,,,,,,C,L,K,K,L,L,K,2,2,2,2,3,3,0,0,1,0,0,1,1,1,1,1,1,1,2,1,1,2,2,1,CVV,CV,CVC,CVV,CVV,CVC,0,1,2,0,0,2,V,R,F,1,generalisieren,paenultima
mus,ø,s,us,mus,imus,simus,C,KC,CKC,LCKC,CLCKC,ø,Ge,ø,G,Ge,Gen,Gene,Gener,C,CL,CLC,CLCK,CLCKC,ø,7,9,10,13,9,12,3,4,5,4,4,4,0,light,schwa,light,light,light,light,o,o,c,c,o,c,CL,CK,CK,CKC,CL,CKC,C,C,C,C,C,C,,,,C,,C,L,K,K,K,L,K,2,2,2,3,2,3,0,0,1,1,0,1,1,1,1,1,1,1,2,1,1,1,2,1,CVV,CV,CVC,CVC,CVV,CVC,0,1,2,2,0,2,N,ø,T,0,Generalissimus,antepaenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Ge,ø,G,Ge,Ges,Gest,Gesti,C,CK,CKC,CKCC,CKCCL,ø,8,9,9,10,9,9,2,4,4,5,4,4,0,light,light,light,light,light,light,c,o,o,c,o,c,CKC,CL,CL,CK,AL,LC,C,C,C,C,A,,C,,,,,C,K,L,L,K,L,L,2,3,2,2,2,2,1,0,0,1,0,1,1,1,1,1,1,0,1,2,2,1,2,2,CVC,CVV,CVV,CVC,CVV,VVC,2,0,0,2,0,0,N,R,T,1,Gestikulation,ultima
keit,keit,t,it,eit,keit,gkeit,C,DC,CDC,CCDC,KCCDC,ø,Ge,ø,G,Ge,Gew,Gewi,Gewis,C,CK,CKC,CKCK,CKCKC,ø,7,9,10,8,10,12,3,4,3,2,3,4,0,schwa,light,schwa,light,light,light,o,c,c,c,c,c,CK,CK,CKC,CKC,CKC,CDC,C,C,C,C,C,C,,,C,C,C,C,K,K,K,K,K,D,2,3,3,3,3,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,CV,CVC,CVC,CVC,CVC,CVVC,1,2,2,2,2,1,N,A,T,1,Gewissenhaftigkeit,sekunda
keit,keit,t,it,eit,keit,gkeit,C,DC,CDC,CCDC,KCCDC,ø,Ge,ø,G,Ge,Gew,Gewi,Gewis,C,CK,CKC,CKCK,CKCKC,ø,7,9,10,10,10,12,3,4,3,5,3,4,0,schwa,light,schwa,light,light,light,o,c,c,o,c,c,CK,CK,CKC,CL,CKC,CDC,C,C,C,C,C,C,,,C,,C,C,K,K,K,L,K,D,2,3,3,2,3,4,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,CV,CVC,CVC,CVV,CVC,CVVC,1,2,2,0,2,1,N,A,T,1,Gewissenlosigkeit,sekunda
$en,ø,n,en,sen,ssen,assen,C,KC,CKC,LCKC,CLCKC,ø,ge,ø,g,ge,gez,gezw,gezwu,C,CK,CKA,CKAC,CKACK,ø,7,10,9,13,13,10,3,3,4,4,6,3,0,schwa,light,schwa,schwa,light,schwa,o,c,o,c,o,c,CK,ACK,CK,CKC,CL,CKC,C,AC,C,C,C,C,,,,C,,C,K,K,K,K,L,K,2,4,2,3,2,3,0,1,0,1,0,1,1,2,1,1,1,1,1,1,1,1,2,1,CV,CCVC,CV,CVC,CVV,CVC,1,3,1,2,0,2,ADV,F,F,1,gezwungenermassen,sekunda
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Glo,ø,G,Gl,Glo,Glor,Glori,C,CC,CCL,CCLC,CCLCL,ø,11,12,9,7,9,9,3,6,4,3,4,4,-1,light,light,light,light,light,light,o,o,o,c,o,c,CCL,CL,CL,CK,AL,LC,CC,C,C,C,A,,,,,,,C,L,L,L,K,L,L,3,2,2,2,2,2,0,0,0,1,0,1,2,1,1,1,1,0,2,2,2,1,2,2,CCVV,CVV,CVV,CVC,CVV,VVC,1,0,0,2,0,0,N,R,T,1,Glorifikation,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Gra,ø,G,Gr,Gra,Grat,Grati,C,CC,CCK,CCKC,CCKCL,ø,11,9,9,7,9,9,3,4,4,3,4,4,-1,light,light,light,light,light,light,c,o,o,c,o,c,CCK,CL,CL,CK,AL,LC,CC,C,C,C,A,,,,,,,C,K,L,L,K,L,L,3,2,2,2,2,2,1,0,0,1,0,1,2,1,1,1,1,0,1,2,2,1,2,2,CCVC,CVV,CVV,CVC,CVV,VVC,3,0,0,2,0,0,N,R,T,1,Gratifikation,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Ha,ø,H,Ha,Hab,Habi,Habil,C,CK,CKC,CKCL,CKCLC,ø,7,9,12,7,9,9,3,4,6,3,4,4,0,light,light,light,light,light,light,c,o,o,c,o,c,CK,CL,CL,CK,AL,LC,C,C,C,C,A,,,,,,,C,K,L,L,K,L,L,2,2,2,2,2,2,1,0,0,1,0,1,1,1,1,1,1,0,1,2,2,1,2,2,CVC,CVV,CVV,CVC,CVV,VVC,2,0,0,2,0,0,N,R,T,1,Habilitation,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Hal,ø,H,Ha,Hal,Hall,Hallu,C,CK,CKC,CKCL,CKCLA,ø,7,12,9,9,9,9,3,6,4,4,4,4,0,light,light,light,light,light,light,c,o,o,c,o,c,CK,CL,AL,CK,AL,LC,C,C,A,C,A,,,,,,,C,K,L,L,K,L,L,3,2,2,2,2,2,1,0,0,1,0,1,1,1,1,1,1,0,1,2,2,1,2,2,CVC,CVV,CVV,CVC,CVV,VVC,2,0,0,2,0,0,N,R,T,1,Halluzination,ultima
$en,ø,n,en,sen,ssen,assen,C,KC,CKC,LCKC,CLCKC,ø,her,ø,h,he,her,herg,herge,C,CL,CLC,CLCC,CLCCK,ø,11,7,12,11,13,10,3,3,3,3,6,3,0,light,schwa,light,schwa,light,schwa,c,o,c,c,o,c,CLC,CK,CCKC,CKC,CL,CKC,C,C,CC,C,C,C,C,,C,C,,C,L,K,K,K,L,K,3,2,5,3,2,3,1,0,1,1,0,1,1,1,2,1,1,1,2,1,1,1,2,1,CVVC,CV,CCVC,CVC,CVV,CVC,1,1,3,2,0,2,ADV,F,F,1,hergebrachtermassen,prima
ell,ø,l,ll,ell,uell,xuell,C,KC,LKC,CLKC,CCLKC,ø,he,ø,h,he,het,hete,heter,C,CL,CLC,CLCL,CLCLC,ø,7,7,10,7,10,10,3,3,5,3,3,5,0,light,light,light,light,light,light,o,o,o,c,o,c,CL,CL,CL,CK,CCL,KC,C,C,C,C,CC,,,,,,,C,L,L,L,K,L,K,2,2,2,2,2,3,0,0,0,1,0,1,1,1,1,1,2,0,2,2,2,1,2,1,CVV,CVV,CVV,CVC,CCVV,VC,0,0,0,2,1,1,A,A,F,1,heterosexuell,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ho,ø,h,ho,hom,homo,homog,C,CL,CLC,CLCL,CLCLC,ø,7,9,7,11,9,13,3,4,3,5,4,4,0,light,light,light,light,light,schwa,o,o,o,o,o,c,CL,CL,CL,CL,CL,CKC,C,C,C,C,C,C,,,,,,C,L,L,L,L,L,K,2,2,2,2,3,3,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,1,CVV,CVV,CVV,CVV,CVV,CVC,0,0,0,0,0,2,V,A,F,1,homogenisieren,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ho,ø,h,ho,hos,hosp,hospi,C,CK,CKC,CKCC,CKCCL,ø,8,9,11,12,9,13,2,4,5,6,4,4,0,light,light,light,light,light,schwa,c,o,o,o,o,c,CKC,CL,CL,CL,CL,CKC,C,C,C,C,C,C,C,,,,,C,K,L,L,L,L,K,2,3,2,2,3,3,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,1,CVC,CVV,CVV,CVV,CVV,CVC,2,0,0,0,0,2,V,N,F,1,hospitalisieren,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,i,ø,i,id,ide,idea,ideal,L,LC,LCL,LCLK,LCLKC,ø,8,7,6,12,9,13,8,3,6,6,4,4,1,light,light,light,light,light,schwa,o,o,c,o,o,c,L,CL,K,CL,CL,CKC,,C,,C,C,C,,,,,,C,L,L,K,L,L,K,1,2,1,2,3,3,0,0,1,0,0,1,0,1,0,1,1,1,2,2,1,2,2,1,VV,CVV,VC,CVV,CVV,CVC,0,0,1,0,0,2,V,A,F,1,idealisieren,paenultima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,LCKC,CLCKC,ø,I,ø,I,Id,Ide,Idea,Ideal,L,LC,LCL,LCLK,LCLKC,ø,8,7,6,12,9,15,8,3,6,6,4,5,1,light,light,light,light,light,light,o,o,c,o,o,c,L,CL,K,CL,CL,CKC,,C,,C,C,C,,,,,,C,L,L,K,L,L,K,1,2,1,2,3,4,0,0,1,0,0,1,0,1,0,1,1,1,2,2,1,2,2,1,VV,CVV,VC,CVV,CVV,CVC,0,0,1,0,0,2,N,V,T,1,Idealisierung,paenultima
keit,keit,t,it,eit,keit,gkeit,C,DC,CDC,CCDC,KCCDC,ø,I,ø,I,Id,Ide,Idee,Ideen,L,LC,LCL,LCLK,LCLKC,ø,8,7,9,10,10,12,8,3,4,5,3,4,0,light,light,schwa,light,light,light,o,o,c,o,c,c,L,CL,KC,CL,CKC,CDC,,C,,C,C,C,,,C,,C,C,L,L,K,L,K,D,1,2,2,2,3,4,0,0,1,0,1,1,0,1,0,1,1,1,2,2,1,2,1,2,VV,CVV,VC,CVV,CVC,CVVC,0,0,1,0,2,1,N,A,T,1,Ideenlosigkeit,sekunda
