syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,sonority0,sonority1,sonority2,sonority3,sonority4,sonority5,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_ratio5,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_weight5,syl_open0,syl_open1,syl_open2,syl_open3,syl_open4,syl_open5,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,syl_phoncat4,syl_phoncat5,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,onset_phoncat4,onset_phoncat5,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,koda_phoncat4,koda_phoncat5,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,nucleus_phoncat4,nucleus_phoncat5,syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl_len5,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,koda_len5,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,onset_len5,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,nucleus_len5,syl_cv0,syl_cv1,syl_cv2,syl_cv3,syl_cv4,syl_cv5,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,cv_ratio5,pos,comp_struct,nomen,comp_len,Word,stress_class
zeit,ø,t,it,eit,zeit,szeit,C,DC,ADC,CADC,CCADC,In,ø,I,In,Ink,Inku,Inkub,K,KC,KCC,KCCL,KCCLC,11,9,7,9,10,12,5,4,3,4,3,4,0,light,light,light,light,heavy,light,c,o,c,o,c,c,KC,CL,CK,AL,LCC,ADC,,C,C,A,,A,C,,,,CC,C,K,L,K,L,L,D,2,2,2,2,3,4,1,0,1,0,2,1,0,1,1,1,0,1,1,2,1,2,2,2,VC,CVV,CVC,CVV,VVCC,CVVC,1,0,2,0,1,1,N,NN,T,2,Inkubationszeit,paenultima
tur,ø,r,ur,tur,ktur,ektur,C,LC,CLC,CCLC,KCCLC,In,ø,I,In,Inn,Inne,Innen,K,KC,KCK,KCKC,KCKCK,8,12,10,9,8,13,8,4,5,4,2,4,0,light,schwa,light,light,light,light,c,c,c,o,c,c,K,CKC,KC,CL,CKC,CLC,,C,,C,C,C,,C,C,,C,C,K,K,K,L,K,L,2,3,2,3,3,3,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,2,1,2,VC,CVC,VC,CVV,CVC,CVVC,1,2,1,0,2,1,N,ø,T,2,Innenarchitektur,prima
tur,ø,r,ur,tur,atur,ratur,C,LC,CLC,KCLC,CKCLC,In,ø,I,In,Inn,Inne,Innen,K,KC,KCK,KCKC,KCKCC,8,12,10,7,10,13,8,4,3,3,5,4,0,light,schwa,light,schwa,light,light,c,c,c,o,c,c,K,CKC,CKC,CK,CK,CLC,,C,C,C,C,C,,C,C,,,C,K,K,K,K,K,L,2,3,3,2,2,3,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2,VC,CVC,CVC,CV,CVC,CVVC,1,2,2,1,2,1,N,ø,T,2,Innentemperatur,prima
risch,ø,h,ch,sch,isch,risch,C,KC,CKC,LCKC,CLCKC,in,ø,i,in,inn,inne,inner,K,KC,KCK,KCKC,KCKCC,8,13,8,10,7,13,8,4,2,5,3,4,0,light,schwa,light,light,light,light,c,c,c,o,o,c,K,CKC,CLC,CL,CL,CKC,,C,C,C,C,C,,C,C,,,C,K,K,L,L,L,K,2,3,2,3,2,5,1,1,1,0,0,1,0,1,1,1,1,1,1,1,2,2,2,1,VC,CVC,CVVC,CVV,CVV,CVC,1,2,1,0,0,2,A,ø,F,2,innersekretorisch,prima
se,ø,e,se,ise,eise,reise,K,CK,DCK,CDCK,CCDCK,In,ø,I,In,Ins,Insp,Inspe,K,KC,KCC,KCCC,KCCCK,11,9,9,10,14,7,5,2,4,3,7,3,-1,light,light,light,heavy,light,schwa,c,c,o,c,o,o,KC,CCKC,AL,LCC,CD,CK,,CC,A,,C,C,C,C,,CC,,,K,K,L,L,D,K,2,4,2,3,3,2,1,1,0,2,0,0,0,2,1,0,1,1,1,1,2,2,2,1,VC,CCVC,CVV,VVCC,CVV,CV,1,3,0,1,0,1,N,NN,T,2,Inspektionsreise,antepaenultima
sik,ø,k,ik,sik,usik,musik,C,LC,CLC,LCLC,CLCLC,In,ø,I,In,Ins,Inst,Instr,K,KC,KCC,KCCC,KCCCC,11,14,12,15,11,10,5,3,4,5,5,3,-1,light,light,light,light,light,light,c,o,c,c,o,c,KC,CCCL,CKC,CLC,CL,CLC,,CCC,C,C,C,C,C,,C,C,,C,K,L,K,L,L,L,2,4,3,3,2,3,1,0,1,1,0,1,0,3,1,1,1,1,1,2,1,2,2,2,VC,CCCVV,CVC,CVVC,CVV,CVVC,1,1,2,1,0,1,N,AN,T,2,Instrumentalmusik,antepaenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,In,ø,I,In,Int,Inte,Inten,K,KC,KCC,KCCK,KCCKC,11,10,10,8,9,9,5,3,3,2,4,4,-1,light,light,light,light,light,light,c,c,c,c,o,c,KC,CKC,CLC,CCK,AL,LC,,C,C,CC,A,,C,C,C,,,C,K,K,L,K,L,L,2,3,3,3,2,2,1,1,1,1,0,1,0,1,1,2,1,0,1,1,2,1,2,2,VC,CVC,CVVC,CCVC,CVV,VVC,1,2,1,3,0,0,N,AN,T,2,Intensivstation,undef
n1r,ø,r,er,aer,naer,inaer,C,LC,CLC,LCLC,CLCLC,in,ø,i,in,int,inte,inter,K,KC,KCC,KCCK,KCCKC,11,11,10,9,13,13,5,3,3,4,4,4,0,light,schwa,light,light,light,light,c,c,c,o,o,c,KC,CKC,CLC,AL,CCL,CLC,,C,C,A,CC,C,C,C,C,,,C,K,K,L,L,L,L,2,3,3,2,3,3,1,1,1,0,0,1,0,1,1,1,2,1,1,1,2,2,2,2,VC,CVC,CVVC,CVV,CCVV,CVVC,1,2,1,0,1,1,A,ø,F,2,interdisziplinaer,ultima
biet,ø,t,et,iet,biet,ebiet,C,LC,CLC,KCLC,CKCLC,In,ø,I,In,Int,Inte,Inter,K,KC,KCC,KCCK,KCCKC,11,7,10,10,7,10,5,3,5,3,3,3,-1,light,schwa,light,schwa,schwa,light,c,o,c,c,o,c,KC,CK,CK,CKC,CK,CLC,,C,C,C,C,C,C,,,C,,C,K,K,K,K,K,L,2,2,3,3,2,4,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,2,VC,CV,CVC,CVC,CV,CVVC,1,1,2,2,1,1,N,NN,T,2,Interessengebiet,undef
re,ø,e,re,ere,aere,haere,K,CK,LCK,CLCK,CCLCK,In,ø,I,In,Int,Inte,Inter,K,KC,KCC,KCCK,KCCKC,11,7,10,10,8,10,5,3,5,3,2,5,-1,light,schwa,light,schwa,light,schwa,c,o,c,c,o,o,KC,CK,CK,CKC,CCL,CK,,C,C,C,CC,C,C,,,C,,,K,K,K,K,L,K,2,2,3,3,4,2,1,0,1,1,0,0,0,1,1,1,2,1,1,1,1,1,2,1,VC,CV,CVC,CVC,CCVV,CV,1,1,2,2,1,1,N,NN,T,2,Interessensphaere,undef
nell,ø,l,ll,ell,nell,onell,C,KC,CKC,LCKC,LLCKC,in,ø,i,in,int,inte,inter,K,KC,KCC,KCCK,KCCKC,11,11,12,9,6,13,5,3,3,4,6,4,-1,light,schwa,light,light,light,light,c,c,c,o,o,c,KC,CKC,CCKC,AL,L,CKC,,C,CC,A,,C,C,C,C,,,C,K,K,K,L,L,K,2,3,4,2,1,4,1,1,1,0,0,1,0,1,2,1,0,1,1,1,1,2,2,1,VC,CVC,CCVC,CVV,VV,CVC,1,2,3,0,0,2,A,ø,F,2,interfraktionell,ultima
zeit,ø,t,it,eit,zeit,lzeit,C,DC,ADC,CADC,LCADC,In,ø,I,In,Int,Inte,Inter,K,KC,KCC,KCCK,KCCKC,11,11,11,9,14,12,5,3,3,4,7,4,0,light,schwa,light,light,light,light,c,c,c,o,c,c,KC,CKC,CCK,AL,LC,ADC,,C,CC,A,,A,C,C,,,C,C,K,K,K,L,L,D,2,3,3,2,2,4,1,1,1,0,1,1,0,1,2,1,0,1,1,1,1,2,2,2,VC,CVC,CCVC,CVV,VVC,CVVC,1,2,3,0,0,1,N,AN,T,2,Interglazialzeit,paenultima
tal,ø,l,al,tal,ntal,ental,C,LC,CLC,CCLC,KCCLC,in,ø,i,in,int,inte,inter,K,KC,KCC,KCCK,KCCKC,11,11,10,9,12,15,5,3,3,4,4,5,0,light,schwa,light,light,light,light,c,c,c,o,c,c,KC,CKC,CKC,CL,CKC,CLC,,C,C,C,C,C,C,C,C,,C,C,K,K,K,L,K,L,2,3,3,2,3,3,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,2,1,2,VC,CVC,CVC,CVV,CVC,CVVC,1,2,2,0,2,1,A,ø,F,2,interkontinental,ultima
nal,ø,l,al,nal,onal,ional,C,LC,CLC,LCLC,LLCLC,in,ø,i,in,int,inte,inter,K,KC,KCC,KCCK,KCCKC,11,11,9,9,6,17,5,3,4,4,6,5,0,light,schwa,light,light,light,light,c,c,c,o,o,c,KC,CKC,CK,AL,L,CLC,,C,C,A,,C,C,C,,,,C,K,K,K,L,L,L,2,3,2,2,1,3,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,2,2,2,VC,CVC,CVC,CVV,VV,CVVC,1,2,2,0,0,1,A,ø,F,2,international,ultima
ger,ø,r,er,ger,ager,lager,C,KC,CKC,LCKC,CLCKC,In,ø,I,In,Int,Inte,Inter,K,KC,KCC,KCCK,KCCKC,11,11,11,16,14,11,5,3,5,4,7,3,0,light,schwa,light,heavy,light,schwa,c,c,o,c,o,c,KC,CKC,CL,CKCC,CL,CKC,,C,C,C,C,C,C,C,,CC,,C,K,K,L,K,L,K,2,3,3,5,2,3,1,1,0,2,0,1,0,1,1,1,1,1,1,1,2,1,2,1,VC,CVC,CVV,CVCC,CVV,CVC,1,2,0,3,0,2,N,NN,T,2,Internierungslager,undef
satz,ø,z,tz,atz,satz,vsatz,A,KA,CKA,CCKA,LCCKA,In,ø,I,In,Int,Inte,Inter,K,KC,KCC,KCCK,KCCKC,11,11,10,7,10,8,5,3,5,3,3,2,-1,light,light,light,light,light,light,c,c,o,c,c,c,KC,CKC,CL,CK,CLC,CKA,,C,C,C,C,C,C,C,,,C,A,K,K,L,K,L,K,2,3,2,2,3,4,1,1,0,1,1,1,0,1,1,1,1,1,1,1,2,1,2,1,VC,CVC,CVV,CVC,CVVC,CVC,1,2,0,2,1,2,N,AN,T,2,Interrogativsatz,paenultima
del,ø,l,el,del,ndel,andel,C,KC,CKC,CCKC,KCCKC,In,ø,I,In,Int,Inte,Inter,K,KC,KCC,KCCK,KCCKC,11,11,7,12,10,11,5,3,3,4,3,3,0,light,schwa,light,schwa,light,schwa,c,c,o,c,c,c,KC,CKC,AL,CKC,CKC,CKC,,C,A,C,C,C,C,C,,C,C,C,K,K,L,K,K,K,2,3,2,3,3,3,1,1,0,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,VC,CVC,CVV,CVC,CVC,CVC,1,2,0,2,2,2,N,ø,T,2,Interzonenhandel,undef
lar,ø,r,ar,lar,ular,kular,C,LC,CLC,LCLC,CLCLC,in,ø,i,in,int,intr,intra,K,KC,KCC,KCCC,KCCCK,11,11,9,10,9,18,5,3,4,5,4,6,0,light,light,light,light,light,light,c,c,o,o,o,c,KC,CCK,CL,CL,CL,CLC,,CC,C,C,C,C,C,,,,,C,K,K,L,L,L,L,2,3,2,2,2,3,1,1,0,0,0,1,0,2,1,1,1,1,1,1,2,2,2,2,VC,CCVC,CVV,CVV,CVV,CVVC,1,3,0,0,0,1,A,ø,F,2,intramolekular,ultima
te,ø,e,te,nte,ente,rente,K,CK,CCK,KCCK,CKCCK,In,ø,I,In,Inv,Inva,Inval,K,KC,KCC,KCCK,KCCKC,11,7,12,10,13,7,5,3,6,3,4,3,-1,light,light,light,schwa,light,schwa,c,c,o,c,c,o,KC,CK,CL,CKC,CKC,CK,,C,C,C,C,C,C,,,C,C,,K,K,L,K,K,K,2,2,2,3,3,2,1,1,0,1,1,0,0,1,1,1,1,1,1,1,2,1,1,1,VC,CVC,CVV,CVC,CVC,CV,1,2,0,2,2,1,N,NN,T,2,Invalidenrente,undef
se,ø,e,se,ise,eise,weise,K,CK,DCK,CDCK,CCDCK,irr,ø,i,ir,irr,irrt,irrtu,K,KC,KCC,KCCL,KCCLC,12,12,12,11,11,7,6,4,6,3,5,3,-1,light,light,light,schwa,light,schwa,c,c,c,c,o,o,KC,CLC,CK,CKC,CD,CK,,C,C,C,C,C,C,C,,C,,,K,L,K,K,D,K,3,3,2,4,3,2,1,1,1,1,0,0,0,1,1,1,1,1,1,2,1,1,2,1,VC,CVVC,CVC,CVC,CVV,CV,1,1,2,2,0,1,ADV,ø,F,2,irrtuemlicherweise,paenultima
ment,ø,t,nt,ent,ment,ement,N,CN,KCN,CKCN,KCKCN,Jah,ø,J,Ja,Jah,Jahr,Jahre,C,CL,CLC,CLCK,CLCKC,16,11,6,7,9,11,8,3,6,3,4,5,-1,light,schwa,light,light,schwa,light,o,c,c,c,o,o,CL,CKC,K,CK,CK,CN,C,C,,C,C,C,,C,,,,,L,K,K,K,K,N,3,3,1,3,2,4,0,1,1,1,0,0,1,1,0,1,1,1,2,1,1,1,1,2,CVV,CVC,VC,CVC,CV,CVV,0,2,1,2,1,0,N,NN,T,2,Jahresabonnement,prima
de,ø,e,de,ude,bude,nbude,K,CK,LCK,CLCK,CCLCK,Jung,ø,J,Ju,Jun,Jung,Jungg,C,CK,CKC,CKCC,CKCCK,17,7,7,13,9,7,5,3,3,4,4,3,-2,light,schwa,light,schwa,light,schwa,c,o,c,c,o,o,CKC,CK,CK,CKC,CL,CK,C,C,C,C,C,C,C,,,C,,,K,K,K,K,L,K,4,2,3,3,2,2,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,1,CVC,CV,CVC,CVC,CVV,CV,2,1,2,2,0,1,N,NN,T,2,Junggesellenbude,prima
schaft,schaft,t,ft,aft,haft,chaft,C,CC,KCC,CKCC,CCKCC,Jung,ø,J,Ju,Jun,Jung,Jungg,C,CK,CKC,CKCC,CKCCK,17,7,7,13,14,9,5,3,3,4,3,2,-1,light,schwa,light,schwa,heavy,heavy,c,o,c,c,c,c,CKC,CK,CK,CKC,CKCC,CKCC,C,C,C,C,C,C,C,,,C,CC,CC,K,K,K,K,K,K,4,2,3,3,4,6,1,0,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,CVC,CV,CVC,CVC,CVCC,CVCC,2,1,2,2,3,3,N,NN,T,2,Junggesellenwirtschaft,prima
on,ø,n,on,ion,tion,ition,C,LC,LLC,ALLC,LALLC,Jux,ø,J,Ju,Jux,Juxt,Juxta,C,CK,CKC,CKCC,CKCCC,16,7,7,9,9,9,4,3,3,4,4,4,-1,heavy,light,light,light,light,light,c,c,o,o,o,c,CKCC,CK,CL,CL,AL,LC,C,C,C,C,A,,CC,,,,,C,K,K,L,L,L,L,3,2,2,2,2,2,2,1,0,0,0,1,1,1,1,1,1,0,1,1,2,2,2,2,CVCC,CVC,CVV,CVV,CVV,VVC,3,2,0,0,0,0,N,NN,T,2,Juxtaposition,ultima
sam,sam,m,am,sam,rsam,orsam,C,LC,CLC,CCLC,KCCLC,Ka,ø,K,Ka,Kad,Kada,Kadav,C,CK,CKC,CKCL,CKCLC,7,11,11,7,11,14,3,5,3,3,3,4,0,light,light,schwa,schwa,light,light,c,o,c,o,c,c,CK,CL,CKC,CK,CKC,CLC,C,C,C,C,C,C,,,C,,C,C,K,L,K,K,K,L,2,2,3,2,3,3,1,0,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,2,CVC,CVV,CVC,CV,CVC,CVVC,2,0,2,1,2,1,N,NA,T,2,Kadavergehorsam,sekunda
halt,ø,t,lt,alt,halt,ehalt,L,CL,KCL,CKCL,CCKCL,Ka,ø,K,Ka,Kal,Kalo,Kalor,C,CK,CKC,CKCL,CKCLC,7,10,12,9,7,7,3,5,6,4,3,3,-1,light,light,light,schwa,schwa,heavy,c,o,o,c,o,c,CK,CL,CL,KC,CK,CL,C,C,C,,C,C,,,,C,,,K,L,L,K,K,L,2,2,2,2,2,4,1,0,0,1,0,2,1,1,1,0,1,1,1,2,2,1,1,1,CVC,CVV,CVV,VC,CV,CVCC,2,0,0,1,1,3,N,NN,T,2,Kaloriengehalt,undef
gel,ø,l,el,gel,ogel,vogel,C,KC,CKC,LCKC,CLCKC,Ka,ø,K,Ka,Kan,Kana,Kanar,C,CK,CKC,CKCL,CKCLC,7,13,12,9,7,11,3,6,6,4,3,3,0,light,light,light,schwa,light,schwa,c,o,o,c,o,c,CK,CL,CL,KC,CL,CKC,C,C,C,,C,C,,,,C,,C,K,L,L,K,L,K,2,2,2,2,2,3,1,0,0,1,0,1,1,1,1,0,1,1,1,2,2,1,2,1,CVC,CVV,CVV,VC,CVV,CVC,2,0,0,1,0,2,N,NN,T,2,Kanarienvogel,sekunda
ge,ø,e,ge,age,lage,nlage,K,CK,LCK,CLCK,CCLCK,Ka,ø,K,Ka,Kap,Kapi,Kapit,C,CK,CKC,CKCL,CKCLC,7,9,15,9,14,7,3,4,5,4,7,3,0,light,light,light,light,light,schwa,c,o,c,c,o,o,CK,CL,CLC,KC,CL,CK,C,C,C,,C,C,,,C,C,,,K,L,L,K,L,K,2,2,3,2,2,2,1,0,1,1,0,0,1,1,1,0,1,1,1,2,2,1,2,1,CVC,CVV,CVVC,VC,CVV,CV,2,0,1,1,0,1,N,NN,T,2,Kapitalanlage,undef
hung,ø,g,ng,ung,hung,ehung,C,KC,LKC,CLKC,CCLKC,Ka,ø,K,Ka,Kap,Kapi,Kapit,C,CK,CKC,CKCL,CKCLC,7,9,15,10,7,11,3,4,5,5,3,5,0,light,light,light,light,light,light,c,o,c,c,o,c,CK,CL,CLC,KC,CL,KC,C,C,C,,C,,,,C,C,,C,K,L,L,K,L,K,2,2,3,2,2,4,1,0,1,1,0,1,1,1,1,0,1,0,1,2,2,1,2,1,CVC,CVV,CVVC,VC,CVV,VC,2,0,1,1,0,1,N,NV,T,2,Kapitalerhoehung,undef
chen,chen,n,en,hen,chen,echen,C,KC,CKC,KCKC,CKCKC,Ka,ø,K,Ka,Kap,Kapi,Kapit,C,CK,CKC,CKCL,CKCLC,7,9,15,11,11,10,3,4,5,3,3,3,0,light,light,light,light,light,schwa,c,o,c,c,c,c,CK,CL,CLC,CKC,CCK,CKC,C,C,C,C,CC,C,,,C,C,,C,K,L,L,K,K,K,2,2,3,3,3,4,1,0,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,CVC,CVV,CVVC,CVC,CCVC,CVC,2,0,1,2,3,2,N,AN,T,2,Kapitalverbrechen,undef
te,ø,e,te,ete,uete,juete,K,CK,LCK,CLCK,KCLCK,Ka,ø,K,Ka,Kap,Kapi,Kapit,C,CK,CKC,CKCL,CKCLC,7,9,11,7,14,7,3,4,2,3,7,3,0,light,light,heavy,light,light,schwa,c,o,c,c,o,o,CK,CL,CLCC,CK,CL,CK,C,C,C,C,C,C,,,CC,,,,K,L,L,K,L,K,2,2,4,2,2,2,1,0,2,1,0,0,1,1,1,1,1,1,1,2,2,1,2,1,CVC,CVV,CVVCC,CVC,CVV,CV,2,0,1,2,0,1,N,NN,T,2,Kapitaenskajuete,undef
schrift,ø,t,ft,ift,rift,hrift,C,CC,KCC,CKCC,CCKCC,Ka,ø,K,Ka,Kap,Kapi,Kapit,C,CK,CKC,CKCL,CKCLC,7,9,11,8,11,15,3,4,3,8,3,3,1,light,light,schwa,light,schwa,heavy,c,o,c,o,c,c,CK,CL,CKC,L,CKC,CCKCC,C,C,C,,C,CC,,,C,,C,CC,K,L,K,L,K,K,2,2,3,1,3,7,1,0,1,0,1,2,1,1,1,0,1,2,1,2,1,2,1,1,CVC,CVV,CVC,VV,CVC,CCVCC,2,0,2,0,2,4,N,NN,T,2,Kapitelueberschrift,sekunda
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,KCKC,CKCKC,Kas,ø,K,Ka,Kas,Kask,Kasko,C,CK,CKC,CKCC,CKCCL,8,7,11,9,7,15,2,3,3,4,3,5,0,light,light,light,light,schwa,light,c,o,c,c,o,c,CKC,CL,CKC,CK,CK,CKC,C,C,C,C,C,C,C,,C,,,C,K,L,K,K,K,K,3,2,3,2,3,4,1,0,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,CVC,CVV,CVC,CVC,CV,CVC,2,0,2,2,1,2,N,NN,T,2,Kaskoversicherung,prima
tig,ø,g,ig,tig,rtig,artig,C,KC,CKC,CCKC,LCCKC,ka,ø,k,ka,kat,kata,katas,C,CK,CKC,CKCK,CKCKC,7,8,11,10,14,10,3,2,3,3,7,3,0,light,light,light,schwa,light,light,c,c,o,c,c,c,CK,CKC,CCL,CKC,LC,CKC,C,C,CC,C,,C,,C,,C,C,C,K,K,L,K,L,K,2,2,4,4,2,3,1,1,0,1,1,1,1,1,2,1,0,1,1,1,2,1,2,1,CVC,CVC,CCVV,CVC,VVC,CVC,2,2,1,2,0,2,A,NN,F,2,katastrophenartig,undef
on,ø,n,on,ion,tion,ktion,C,LC,LLC,ALLC,CALLC,Ket,ø,K,Ke,Ket,Kett,Kette,C,CK,CKC,CKCK,CKCKC,7,10,10,7,9,9,3,3,5,3,4,4,0,light,schwa,light,light,light,light,c,c,o,c,o,c,CK,CKC,CL,KC,AL,LC,C,C,C,,A,,,C,,C,,C,K,K,L,K,L,L,3,3,2,2,2,2,1,1,0,1,0,1,1,1,1,0,1,0,1,1,2,1,2,2,CVC,CVC,CVV,VC,CVV,VVC,2,2,0,1,0,0,N,NN,T,2,Kettenreaktion,prima
ser,ø,r,er,ser,sser,esser,C,KC,CKC,KCKC,CKCKC,Ki,ø,K,Ki,Kil,Kilo,Kilom,C,CL,CLC,CLCL,CLCLC,9,10,9,11,11,11,4,5,4,3,3,3,0,light,light,light,schwa,light,schwa,o,o,o,c,c,c,CL,CL,CL,CKC,CCK,CKC,C,C,C,C,CC,C,,,,C,,C,L,L,L,K,K,K,2,2,2,3,4,3,0,0,0,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,CVV,CVV,CVV,CVC,CCVC,CVC,0,0,0,2,3,2,N,NV,T,2,Kilometerfresser,undef
ler,ler,r,er,ler,hler,ehler,C,KC,CKC,LCKC,ALCKC,Ki,ø,K,Ki,Kil,Kilo,Kilom,C,CL,CLC,CLCL,CLCLC,9,10,9,11,7,14,4,5,4,3,3,4,0,light,light,light,schwa,light,schwa,o,o,o,c,o,c,CL,CL,CL,CKC,AL,CKC,C,C,C,C,A,C,,,,C,,C,L,L,L,K,L,K,2,2,2,3,3,3,0,0,0,1,0,1,1,1,1,1,1,1,2,2,2,1,2,1,CVV,CVV,CVV,CVC,CVV,CVC,0,0,0,2,0,2,N,NV,T,2,Kilometerzaehler,undef
e,ø,e,ie,rie,erie,terie,K,LK,CLK,LCLK,CLCLK,Ko,ø,K,Ko,Kol,Koli,Kolib,C,CL,CLC,CLCL,CLCLC,7,12,8,7,12,6,3,6,2,3,6,6,-1,light,light,light,light,light,schwa,o,o,c,o,o,o,CL,CL,CKC,CL,CL,K,C,C,C,C,C,,,,C,,,,L,L,K,L,L,K,2,2,3,2,2,1,0,0,1,0,0,0,1,1,1,1,1,0,2,2,1,2,2,1,CVV,CVV,CVC,CVV,CVV,V,0,0,2,0,0,0,N,ø,T,2,Kolibakterie,antepaenultima
schaft,schaft,t,ft,aft,haft,chaft,C,CC,KCC,CKCC,CCKCC,Ko,ø,K,Ko,Kol,Kolo,Kolon,C,CL,CLC,CLCL,CLCLC,7,10,11,14,11,9,3,5,5,7,3,2,0,light,light,light,light,light,heavy,o,o,o,c,c,c,CL,CL,CL,LC,CKC,CKCC,C,C,C,,C,C,,,,C,C,CC,L,L,L,L,K,K,2,2,2,2,4,6,0,0,0,1,1,2,1,1,1,0,1,1,2,2,2,2,1,1,CVV,CVV,CVV,VVC,CVC,CVCC,0,0,0,0,2,3,N,AN,T,2,Kolonialherrschaft,antepaenultima
schaft,schaft,t,ft,aft,haft,chaft,C,CC,KCC,CKCC,CCKCC,Kom,ø,K,Ko,Kom,Komm,Komma,C,CK,CKC,CKCK,CKCKC,7,12,10,7,11,9,3,4,3,3,3,2,0,light,light,light,schwa,light,heavy,c,c,c,o,c,c,CK,CKC,CLC,CK,CKC,CKCC,C,C,C,C,C,C,,C,C,,C,CC,K,K,L,K,K,K,3,3,3,2,4,6,1,1,1,0,1,2,1,1,1,1,1,1,1,1,2,1,1,1,CVC,CVC,CVVC,CV,CVC,CVCC,2,2,1,1,2,3,N,NN,T,2,Kommanditgesellschaft,undef
le,ø,e,le,ale,rale,trale,K,CK,LCK,CLCK,CCLCK,Kom,ø,K,Ko,Kom,Komm,Komma,C,CK,CKC,CKCK,CKCKC,7,12,7,10,15,10,3,4,3,3,5,5,0,light,light,light,light,light,schwa,c,c,o,c,o,o,CK,CKC,CL,AKC,CCL,CK,C,C,C,A,CC,C,,C,,C,,,K,K,L,K,L,K,3,3,2,3,3,2,1,1,0,1,0,0,1,1,1,1,2,1,1,1,2,1,2,1,CVC,CVC,CVV,CVC,CCVV,CV,2,2,0,2,1,1,N,NN,T,2,Kommandozentrale,sekunda
sch1ft,ø,t,ft,eft,aeft,haeft,C,CC,KCC,CKCC,KCKCC,Kom,ø,K,Ko,Kom,Komm,Kommi,C,CK,CKC,CKCK,CKCKC,7,11,9,10,7,9,3,5,4,3,3,2,0,light,light,light,heavy,schwa,heavy,c,c,o,c,o,c,CK,CK,CL,LCC,CK,CKCC,C,C,C,,C,C,,,,CC,,CC,K,K,L,L,K,K,3,3,2,3,2,6,1,1,0,2,0,2,1,1,1,0,1,1,1,1,2,2,1,1,CVC,CVC,CVV,VVCC,CV,CVCC,2,2,0,1,1,3,N,NN,T,2,Kommissionsgeschaeft,antepaenultima
te,ø,e,te,mte,amte,eamte,K,CK,CCK,KCCK,KKCCK,Kom,ø,K,Ko,Kom,Komm,Kommu,C,CK,CKC,CKCL,CKCLC,7,11,17,7,9,7,3,5,5,3,4,3,-1,light,light,light,schwa,light,schwa,c,o,c,o,c,o,CK,CL,CLC,CK,KC,CK,C,C,C,C,,C,,,C,,C,,K,L,L,K,K,K,3,2,3,2,2,2,1,0,1,0,1,0,1,1,1,1,0,1,1,2,2,1,1,1,CVC,CVV,CVVC,CV,VC,CV,2,0,1,1,1,1,N,AN,T,2,Kommunalbeamte,undef
tik,ø,k,ik,tik,itik,litik,C,LC,CLC,LCLC,CLCLC,Kom,ø,K,Ko,Kom,Komm,Kommu,C,CK,CKC,CKCL,CKCLC,7,11,17,7,12,10,3,5,5,3,6,3,0,light,light,light,light,light,light,c,o,c,o,o,c,CK,CL,CLC,CL,CL,CLC,C,C,C,C,C,C,,,C,,,C,K,L,L,L,L,L,3,2,3,2,2,3,1,0,1,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,CVC,CVV,CVVC,CVV,CVV,CVVC,2,0,1,0,0,1,N,AN,T,2,Kommunalpolitik,undef
