syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,sonority0,sonority1,sonority2,sonority3,sonority4,sonority5,sonority6,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_ratio5,sonority_ratio6,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_weight5,syl_weight6,syl_open0,syl_open1,syl_open2,syl_open3,syl_open4,syl_open5,syl_open6,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,syl_phoncat4,syl_phoncat5,syl_phoncat6,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,onset_phoncat4,onset_phoncat5,onset_phoncat6,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,koda_phoncat4,koda_phoncat5,koda_phoncat6,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,nucleus_phoncat4,nucleus_phoncat5,nucleus_phoncat6,syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl_len5,syl_len6,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,koda_len5,koda_len6,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,onset_len5,onset_len6,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,nucleus_len5,nucleus_len6,syl_cv0,syl_cv1,syl_cv2,syl_cv3,syl_cv4,syl_cv5,syl_cv6,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,cv_ratio5,cv_ratio6,pos,comp_struct,nomen,comp_len,Word,stress_class
gel,ø,l,el,gel,ngel,angel,C,KC,CKC,KCKC,CKCKC,Kon,ø,K,Ko,Kon,Konz,Konze,C,CK,CKC,CKCA,CKCAK,10,10,11,9,10,9,13,3,3,3,4,3,4,4,0,light,light,light,light,heavy,light,schwa,c,c,c,o,c,c,c,CKC,AKC,CCK,AL,LCC,CK,CKC,C,A,CC,A,,C,C,C,C,,,CC,,C,K,K,K,L,L,K,K,3,3,3,2,3,3,3,1,1,1,0,2,1,1,1,1,2,1,0,1,1,1,1,1,2,2,1,1,CVC,CVC,CCVC,CVV,VVCC,CVC,CVC,2,2,3,0,1,2,2,N,NN,T,2,Konzentrationsmangel,antepaenultima
stem,ø,m,em,tem,stem,ystem,C,LC,CLC,CCLC,KCCLC,Ko,ø,K,Ko,Koo,Koor,Koord,C,CL,CLK,CLKC,CLKCC,7,10,9,13,10,10,10,3,5,4,6,3,3,3,0,light,light,light,light,schwa,light,light,o,c,o,o,c,c,c,CL,KC,CL,CL,CKC,CKC,CLC,C,,C,C,C,C,C,,C,,,C,C,C,L,K,L,L,K,K,L,2,2,2,2,3,2,4,0,1,0,0,1,1,1,1,0,1,1,1,1,1,2,1,2,2,1,1,2,CVV,VC,CVV,CVV,CVC,CVC,CVVC,0,1,0,0,2,2,1,N,NN,T,2,Koordinatensystem,undef
dig,ø,g,ig,dig,ndig,endig,C,KC,CKC,CCKC,KCCKC,kor,ø,k,ko,kor,korr,korro,C,CK,CKC,CKCL,CKCLC,7,10,9,10,7,11,10,3,5,4,3,3,2,3,0,light,light,light,heavy,schwa,light,light,c,o,o,c,o,c,c,CK,CL,CL,LCC,CK,CCKC,CKC,C,C,C,,C,CC,C,,,,CC,,C,C,K,L,L,L,K,K,K,3,2,2,3,2,4,3,1,0,0,2,0,1,1,1,1,1,0,1,2,1,1,2,2,2,1,1,1,CVC,CVV,CVV,VVCC,CV,CCVC,CVC,2,0,0,1,1,3,2,A,NA,F,2,korrosionsbestaendig,undef
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,Kri,ø,K,Kr,Kri,Kris,Krise,C,CC,CCL,CCLC,CCLCK,13,10,9,9,6,9,9,4,3,4,4,6,4,4,-1,light,schwa,light,light,light,light,light,o,c,o,o,c,o,c,CCL,CKC,CL,CL,K,AL,LC,CC,C,C,C,,A,,,C,,,,,C,L,K,L,L,K,L,L,3,3,2,2,1,2,2,0,1,0,0,1,0,1,2,1,1,1,0,1,0,2,1,2,2,1,2,2,CCVV,CVC,CVV,CVV,VC,CVV,VVC,1,2,0,0,1,0,0,N,NN,T,2,Krisensituation,prima
punkt,ø,t,kt,nkt,unkt,punkt,C,CC,CCC,KCCC,CKCCC,Kri,ø,K,Kr,Kri,Kris,Krist,C,CC,CCK,CCKC,CCKCC,14,7,12,7,9,10,14,3,3,6,3,4,3,2,0,light,light,light,light,light,heavy,heavy,c,c,o,c,o,c,c,CCKC,CK,CL,CK,AL,LCC,CKCCC,CC,C,C,C,A,,C,C,,,,,CC,CCC,K,K,L,K,L,L,K,3,4,2,2,2,3,5,1,1,0,1,0,2,3,2,1,1,1,1,0,1,1,1,2,1,2,2,1,CCVC,CVC,CVV,CVC,CVV,VVCC,CVCCC,3,2,0,2,0,1,4,N,NN,T,2,Kristallisationspunkt,paenultima
um,um,m,um,ium,rium,erium,C,KC,LKC,CLKC,LCLKC,Kul,ø,K,Ku,Kul,Kult,Kultu,C,CK,CKC,CKCC,CKCCL,13,13,11,12,7,12,11,4,4,5,4,3,6,5,-1,light,light,light,light,light,light,light,c,c,o,c,o,o,c,CKC,CLC,CL,CKC,CL,CL,KC,C,C,C,C,C,C,,C,C,,C,,,C,K,L,L,K,L,L,K,3,3,2,2,3,2,2,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,2,2,1,2,2,1,CVC,CVVC,CVV,CVC,CVV,CVV,VC,2,1,0,2,0,0,1,N,NN,T,2,Kulturministerium,sekunda
on,ø,n,on,ion,tion,ution,C,LC,LLC,ALLC,LALLC,Kul,ø,K,Ku,Kul,Kult,Kultu,C,CK,CKC,CKCC,CKCCL,13,13,10,7,12,9,9,4,4,5,3,6,4,4,-1,light,light,light,light,light,light,light,c,c,o,o,o,o,c,CKC,CLC,CL,CL,CL,AL,LC,C,C,C,C,C,A,,C,C,,,,,C,K,L,L,L,L,L,L,3,3,2,2,2,2,2,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,2,2,2,2,2,2,CVC,CVVC,CVV,CVV,CVV,CVV,VVC,2,1,0,0,0,0,0,N,NN,T,2,Kulturrevolution,sekunda
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,Lei,ø,L,Le,Lei,Leib,Leibe,C,CD,CDC,CDCK,CDCKC,14,8,9,9,7,9,9,7,2,4,4,3,4,4,-1,light,schwa,light,light,light,light,light,o,c,o,o,c,o,c,CD,CKC,CL,CL,CK,AL,LC,C,C,C,C,C,A,,,C,,,,,C,D,K,L,L,K,L,L,3,3,2,2,2,2,2,0,1,0,0,1,0,1,1,1,1,1,1,1,0,2,1,2,2,1,2,2,CVV,CVC,CVV,CVV,CVC,CVV,VVC,0,2,0,0,2,0,0,N,NN,T,2,Leibesvisitation,prima
te,ø,e,te,hte,chte,ichte,K,CK,CCK,KCCK,CKCCK,Li,ø,L,Li,Lit,Lite,Liter,C,CK,CKC,CKCK,CKCKC,12,7,10,13,7,10,7,6,3,5,4,3,3,3,-1,light,schwa,light,light,schwa,light,schwa,c,o,c,c,o,c,o,CK,CK,CK,CLC,CK,CKC,CK,C,C,C,C,C,C,C,,,,C,,C,,K,K,K,L,K,K,K,2,2,2,3,2,6,2,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,CVC,CV,CVC,CVVC,CV,CVC,CV,2,1,2,1,1,2,1,N,NN,T,2,Literaturgeschichte,undef
schaft,schaft,t,ft,aft,haft,chaft,C,CC,KCC,CKCC,CCKCC,Li,ø,L,Li,Lit,Lite,Liter,C,CK,CKC,CKCK,CKCKC,12,7,10,13,9,10,9,6,3,5,4,4,3,2,-1,light,schwa,light,light,light,schwa,heavy,c,o,c,c,c,c,c,CK,CK,CK,CLC,CK,CKC,CKCC,C,C,C,C,C,C,C,,,,C,,C,CC,K,K,K,L,K,K,K,2,2,2,3,3,3,6,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,CVC,CV,CVC,CVVC,CVC,CVC,CVCC,2,1,2,1,2,2,3,N,NN,T,2,Literaturwissenschaft,undef
mus,ø,s,us,mus,smus,ismus,C,KC,CKC,CCKC,KCCKC,Lo,ø,L,Lo,Lok,Loka,Lokal,C,CL,CLC,CLCL,CLCLC,10,15,8,12,6,10,12,5,5,2,6,6,3,4,-1,light,light,light,light,light,light,light,o,c,c,o,o,c,c,CL,CLC,CKC,CL,L,CKC,CKC,C,C,C,C,,C,C,,C,C,,,C,C,L,L,K,L,L,K,K,2,3,2,3,1,3,3,0,1,1,0,0,1,1,1,1,1,1,0,1,1,2,2,1,2,2,1,1,CVV,CVVC,CVC,CVV,VV,CVC,CVC,0,1,2,0,0,2,2,N,AN,T,2,Lokalpatriotismus,sekunda
se,ø,e,se,ose,lose,ulose,K,CK,LCK,CLCK,LCLCK,Lun,ø,L,Lu,Lun,Lung,Lunge,C,CK,CKC,CKCK,CKCKC,12,12,9,11,9,10,7,6,4,4,3,4,5,3,-1,light,schwa,light,light,light,light,schwa,c,c,o,c,o,o,o,CK,CKC,CL,CKC,CL,CL,CK,C,C,C,C,C,C,C,,C,,C,,,,K,K,L,K,L,L,K,3,3,2,3,2,2,2,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,2,1,2,2,1,CVC,CVC,CVV,CVC,CVV,CVV,CV,2,2,0,2,0,0,1,N,NN,T,2,Lungentuberkulose,prima
gung,ø,g,ng,ung,gung,igung,C,KC,CKC,KCKC,CKCKC,Ma,ø,M,Ma,Maj,Maje,Majes,C,CK,CKC,CKCK,CKCKC,9,13,8,7,14,9,12,4,4,2,3,7,4,4,0,light,light,light,schwa,light,light,light,c,c,c,o,o,c,c,CK,CKC,CLA,CK,CD,CK,CKC,C,C,C,C,C,C,C,,C,A,,,,C,K,K,L,K,D,K,K,2,2,5,2,3,2,4,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,CVC,CVC,CVVC,CV,CVV,CVC,CVC,2,2,1,1,0,2,2,N,NV,T,2,Majestaetsbeleidigung,undef
mie,ø,e,ie,mie,emie,demie,L,CL,LCL,CLCL,KCLCL,Mi,ø,M,Mi,Mil,Mili,Milit,C,CL,CLC,CLCL,CLCLC,11,12,11,6,7,7,11,5,6,3,6,3,3,5,-1,light,light,light,light,light,light,light,o,o,c,c,c,o,o,CL,CL,CLC,K,CK,CL,CL,C,C,C,,C,C,C,,,C,,,,,L,L,L,K,K,L,L,2,2,3,1,2,2,3,0,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,2,1,1,2,2,CVV,CVV,CVVC,VC,CVC,CVV,CVV,0,0,1,1,2,0,0,N,NN,T,2,Militaerakademie,undef
be,ø,e,be,abe,gabe,sgabe,K,CK,LCK,CLCK,CCLCK,Mi,ø,M,Mi,Min,Mini,Minia,C,CL,CLC,CLCL,CLCLK,11,11,6,13,11,11,7,5,5,6,4,5,5,3,-1,light,light,light,light,light,light,schwa,o,o,c,c,c,o,o,CL,CL,K,CLC,DC,CL,CK,C,C,,C,,C,C,,,,C,C,,,L,L,K,L,D,L,K,2,2,1,3,3,2,2,0,0,1,1,1,0,0,1,1,0,1,0,1,1,2,2,1,2,2,2,1,CVV,CVV,VC,CVVC,VVC,CVV,CV,0,0,1,1,0,0,1,N,NN,T,2,Miniaturausgabe,undef
rei,ø,i,ei,rei,erei,lerei,D,CD,KCD,CKCD,LCKCD,Mi,ø,M,Mi,Min,Mini,Minia,C,CL,CLC,CLCL,CLCLK,11,11,6,13,13,10,14,5,5,6,4,6,5,7,0,light,light,light,light,light,schwa,light,o,o,c,c,o,o,o,CL,CL,K,CLC,CL,CK,CD,C,C,,C,C,C,C,,,,C,,,,L,L,K,L,L,K,D,2,2,1,3,2,2,3,0,0,1,1,0,0,0,1,1,0,1,1,1,1,2,2,1,2,2,1,2,CVV,CVV,VC,CVVC,CVV,CV,CVV,0,0,1,1,0,1,0,N,NN,T,2,Miniaturmalerei,undef
tung,ø,g,ng,ung,tung,ftung,C,KC,CKC,CCKC,KCCKC,Nah,ø,N,Na,Nah,Nahr,Nahru,C,CL,CLC,CLCK,CLCKC,13,16,11,11,11,10,12,6,4,5,3,3,3,4,-1,light,heavy,light,schwa,light,light,light,o,c,c,c,c,c,c,CL,CKCC,CK,CKC,CKC,CKC,CKC,C,C,C,C,C,C,C,,CC,,C,C,C,C,L,K,K,K,K,K,K,3,5,3,3,3,3,4,0,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,CVV,CVCC,CVC,CVC,CVC,CVC,CVC,0,3,2,2,2,2,2,N,NN,T,2,Nahrungsmittelvergiftung,prima
sein,ø,n,in,ein,sein,tsein,C,DC,CDC,CCDC,CCCDC,Na,ø,N,Na,Nat,Nati,Natio,C,CK,CKA,CKAL,CKALL,9,9,6,17,7,11,14,4,4,6,5,3,2,4,0,light,light,light,light,schwa,heavy,light,c,o,o,c,o,c,c,CK,AL,L,CLC,CK,CKCC,CDC,C,A,,C,C,C,C,,,,C,,CC,C,K,L,L,L,K,K,D,2,2,1,3,2,4,4,1,0,0,1,0,2,1,1,1,0,1,1,1,1,1,2,2,2,1,1,2,CVC,CVV,VV,CVVC,CV,CVCC,CVVC,2,0,0,1,1,3,1,N,AN,T,2,Nationalbewusstsein,undef
ter,ø,r,er,ter,kter,akter,C,KC,CKC,CCKC,KCCKC,Na,ø,N,Na,Nat,Nati,Natio,C,CK,CKA,CKAL,CKALL,9,9,6,17,7,11,11,4,4,6,5,3,3,3,0,light,light,light,light,light,light,schwa,c,o,o,c,c,c,c,CK,AL,L,CLC,CK,CKC,CKC,C,A,,C,C,C,C,,,,C,,C,C,K,L,L,L,K,K,K,2,2,1,3,3,3,3,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,2,2,2,1,1,1,CVC,CVV,VV,CVVC,CVC,CVC,CVC,2,0,0,1,2,2,2,N,AN,T,2,Nationalcharakter,undef
men,ø,n,en,men,mmen,ommen,C,KC,CKC,KCKC,CKCKC,Na,ø,N,Na,Nat,Nati,Natio,C,CK,CKA,CKAL,CKALL,9,9,6,17,13,7,12,4,4,6,5,6,3,4,0,light,light,light,light,light,light,schwa,c,o,o,c,c,c,c,CK,AL,L,CLC,DC,CK,CKC,C,A,,C,,C,C,,,,C,C,,C,K,L,L,L,D,K,K,2,2,1,3,3,3,3,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,2,2,2,2,1,1,CVC,CVV,VV,CVVC,VVC,CVC,CVC,2,0,0,1,0,2,2,N,AN,T,2,Nationaleinkommen,undef
tag,ø,g,ag,tag,rtag,ertag,C,LC,CLC,CCLC,KCCLC,Na,ø,N,Na,Nat,Nati,Natio,C,CK,CKA,CKAL,CKALL,9,9,6,17,11,10,12,4,4,6,5,5,5,4,0,light,light,light,light,light,schwa,light,c,o,o,c,o,c,c,CK,AL,L,CLC,CD,KC,CLC,C,A,,C,C,,C,,,,C,,C,C,K,L,L,L,D,K,L,2,2,1,3,3,2,3,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,2,2,2,2,1,2,CVC,CVV,VV,CVVC,CVV,VC,CVVC,2,0,0,1,0,1,1,N,AN,T,2,Nationalfeiertag,undef
ral,ø,l,al,ral,eral,beral,C,LC,CLC,LCLC,CLCLC,na,ø,n,na,nat,nati,natio,C,CK,CKA,CKAL,CKALL,9,9,6,17,12,7,18,4,4,6,5,6,3,6,1,light,light,light,light,light,light,light,c,o,o,c,o,o,c,CK,AL,L,CLC,CL,CL,CLC,C,A,,C,C,C,C,,,,C,,,C,K,L,L,L,L,L,L,2,2,1,3,2,2,3,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,2,2,2,2,2,2,CVC,CVV,VV,CVVC,CVV,CVV,CVVC,2,0,0,1,0,0,1,A,AA,F,2,nationalliberal,undef
nom,ø,m,om,nom,onom,konom,C,LC,CLC,LCLC,CLCLC,Na,ø,N,Na,Nat,Nati,Natio,C,CK,CKA,CKAL,CKALL,9,9,6,17,6,7,12,4,4,6,5,6,3,4,0,light,light,light,light,light,light,light,c,o,o,c,o,o,c,CK,AL,L,CLC,L,CL,CLC,C,A,,C,,C,C,,,,C,,,C,K,L,L,L,L,L,L,2,2,1,3,1,2,3,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,2,2,2,2,2,2,CVC,CVV,VV,CVVC,VV,CVV,CVVC,2,0,0,1,0,0,1,N,AN,T,2,Nationaloekonom,multa
lung,ø,g,ng,ung,lung,mlung,C,KC,CKC,CCKC,KCCKC,Na,ø,N,Na,Nat,Nati,Natio,C,CK,CKA,CKAL,CKALL,9,9,6,17,11,7,18,4,4,6,5,3,3,4,1,light,light,light,light,light,light,light,c,o,o,c,c,c,c,CK,AL,L,CLC,CKC,CK,CCKC,C,A,,C,C,C,CC,,,,C,C,,C,K,L,L,L,K,K,K,2,2,1,3,3,4,4,1,0,0,1,1,1,1,1,1,0,1,1,1,2,1,2,2,2,1,1,1,CVC,CVV,VV,CVVC,CVC,CVC,CCVC,2,0,0,1,2,2,3,N,AN,T,2,Nationalversammlung,undef
ten,ø,n,en,ten,lten,alten,C,KC,CKC,CCKC,KCCKC,ne,ø,n,ne,neb,nebe,neben,C,CL,CLC,CLCK,CLCKC,9,10,13,9,11,11,10,4,3,6,4,3,3,3,0,light,schwa,light,light,schwa,light,schwa,o,c,c,c,c,c,c,CL,CKC,DC,KC,CKC,CKC,CKC,C,C,,,C,C,C,,C,C,C,C,C,C,L,K,D,K,K,K,K,2,3,3,2,3,5,3,0,1,1,1,1,1,1,1,1,0,0,1,1,1,2,1,2,1,1,1,1,CVV,CVC,VVC,VC,CVC,CVC,CVC,0,2,0,1,2,2,2,V,BV,F,2,nebeneinanderschalten,undef
ne,ø,e,ne,nne,onne,tonne,K,CK,KCK,CKCK,CCKCK,Net,ø,N,Ne,Net,Nett,Netto,C,CK,CKC,CKCL,CKCLC,9,7,10,10,11,7,9,4,3,5,3,3,3,4,0,light,light,light,light,schwa,light,schwa,c,o,o,c,c,c,o,CK,CL,CL,CKC,CKC,CK,CK,C,C,C,C,C,C,C,,,,C,C,,,K,L,L,K,K,K,K,3,2,2,2,4,3,2,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,2,2,1,1,1,1,CVC,CVV,CVV,CVC,CVC,CVC,CV,2,0,0,2,2,2,1,N,ø,T,2,Nettoregistertonne,prima
dung,ø,g,ng,ung,dung,ndung,C,KC,CKC,CCKC,KCCKC,Nie,ø,N,Ni,Nie,Nier,Niere,C,CL,CLC,CLCK,CLCKC,11,13,7,10,10,12,12,5,4,3,3,3,4,4,0,light,schwa,light,schwa,heavy,light,light,o,c,c,c,c,c,c,CL,CKC,CK,CKC,KCC,AKC,CKC,C,C,C,C,,A,C,,C,,C,CC,C,C,L,K,K,K,K,K,K,3,3,2,4,3,3,4,0,1,1,1,2,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,CVV,CVC,CVC,CVC,VCC,CVC,CVC,0,2,2,2,2,2,2,N,NV,T,2,Nierenbeckenentzuendung,prima
lung,ø,g,ng,ung,lung,dlung,C,KC,CKC,CCKC,CCCKC,O,ø,O,Ob,Obe,Ober,Oberf,L,LC,LCK,LCKC,LCKCC,6,11,11,10,7,10,16,6,3,3,3,3,3,4,0,light,schwa,light,schwa,schwa,light,light,o,c,c,c,o,c,c,L,CKC,CCK,CKC,CK,CKC,CCKC,,C,CC,C,C,C,CC,,C,,C,,C,C,L,K,K,K,K,K,K,1,3,3,4,2,4,4,0,1,1,1,0,1,1,0,1,2,1,1,1,2,2,1,1,1,1,1,1,VV,CVC,CCVC,CVC,CV,CVC,CCVC,0,2,3,2,1,2,3,N,NV,T,2,Oberflaechenbehandlung,prima
de,ø,e,de,nde,ende,rende,K,CK,CCK,KCCK,CKCCK,O,ø,O,Ob,Obe,Ober,Oberk,L,LC,LCK,LCKC,LCKCC,6,11,7,12,9,13,7,6,3,3,4,4,4,3,0,light,schwa,light,light,light,schwa,schwa,o,c,c,c,o,c,o,L,CKC,CK,CKC,CL,CKC,CK,,C,C,C,C,C,C,,C,,C,,C,,L,K,K,K,L,K,K,1,3,3,3,3,3,2,0,1,1,1,0,1,0,0,1,1,1,1,1,1,2,1,1,1,2,1,1,VV,CVC,CVC,CVC,CVV,CVC,CV,0,2,2,2,0,2,1,N,ø,T,2,Oberkommandierende,prima
richt,ø,t,ht,cht,icht,richt,C,CC,KCC,CKCC,KCKCC,O,ø,O,Ob,Obe,Ober,Oberv,L,LC,LCK,LCKC,LCKCC,6,11,11,11,13,7,14,6,3,3,3,3,3,3,0,light,schwa,light,light,heavy,schwa,heavy,o,c,c,c,c,o,c,L,CKC,CKC,CKC,CKCC,CK,CKCC,,C,C,C,C,C,C,,C,C,C,CC,,CC,L,K,K,K,K,K,K,1,3,3,3,5,2,5,0,1,1,1,2,0,2,0,1,1,1,1,1,1,2,1,1,1,1,1,1,VV,CVC,CVC,CVC,CVCC,CV,CVCC,0,2,2,2,3,1,3,N,AN,T,2,Oberverwaltungsgericht,prima
recht,ø,t,ht,cht,echt,recht,C,CC,KCC,CKCC,CCKCC,O,ø,O,Ob,Obl,Obli,Oblig,L,LC,LCC,LCCL,LCCLC,6,13,7,9,6,12,12,6,4,3,4,6,4,3,0,light,light,light,light,light,schwa,heavy,o,o,c,o,o,c,c,L,CCL,CK,AL,L,CKC,CKCC,,CC,C,A,,C,C,,,,,,C,CC,L,L,K,L,L,K,K,1,3,2,2,1,3,5,0,0,1,0,0,1,2,0,2,1,1,0,1,1,2,2,1,2,2,1,1,VV,CCVV,CVC,CVV,VV,CVC,CVCC,0,1,2,0,0,2,3,N,NN,T,2,Obligationenrecht,antepaenultima
ster,ø,r,er,ter,ster,ester,C,KC,CKC,CCKC,KCCKC,O,ø,O,Op,Ope,Oper,Opera,L,LC,LCK,LCKC,LCKCK,6,7,10,9,10,8,12,6,3,5,4,3,2,3,0,light,schwa,light,light,heavy,light,schwa,o,o,c,o,c,c,c,L,CK,CK,AL,LCC,CCK,CCKC,,C,C,A,,CC,CC,,,,,CC,,C,L,K,K,L,L,K,K,1,2,2,2,3,5,4,0,0,1,0,2,1,1,0,1,1,1,0,2,2,2,1,1,2,2,1,1,VV,CV,CVC,CVV,VVCC,CCVC,CCVC,0,1,2,0,1,3,3,N,NN,T,2,Operationsschwester,antepaenultima
tei,ø,i,ei,tei,rtei,artei,D,CD,CCD,KCCD,CKCCD,Op,ø,O,Op,Opp,Oppo,Oppos,K,KC,KCL,KCLC,KCLCL,6,7,9,9,10,11,11,6,3,4,4,3,3,5,0,light,light,light,light,heavy,light,light,c,o,o,o,c,c,o,K,CL,CL,AL,LCC,CKC,CD,,C,C,A,,C,C,,,,,CC,C,,K,L,L,L,L,K,D,2,2,2,2,3,3,3,1,0,0,0,2,1,0,0,1,1,1,0,1,1,1,2,2,2,2,1,2,VC,CVV,CVV,CVV,VVCC,CVC,CVV,1,0,0,0,1,2,0,N,NN,T,2,Oppositionspartei,antepaenultima
form,ø,m,rm,orm,form,sform,C,CC,KCC,CKCC,CCKCC,Or,ø,O,Or,Org,Orga,Organ,K,KC,KCC,KCCK,KCCKC,10,7,11,7,9,10,14,5,3,5,3,4,3,3,0,light,light,light,light,light,heavy,heavy,c,c,o,c,o,c,c,KC,CK,CL,CK,AL,LCC,CKCC,,C,C,C,A,,C,C,,,,,CC,CC,K,K,L,K,L,L,K,2,2,2,2,2,3,4,1,1,0,1,0,2,2,0,1,1,1,1,0,1,1,1,2,1,2,2,1,VC,CVC,CVV,CVC,CVV,VVCC,CVCC,1,2,0,2,0,1,3,N,NN,T,2,Organisationsform,paenultima
fe,ø,e,fe,lfe,ilfe,hilfe,K,CK,CCK,KCCK,CKCCK,O,ø,O,Or,Ori,Orie,Orien,L,LC,LCL,LCLK,LCLKC,6,12,9,9,16,13,7,6,6,4,4,4,4,3,0,light,light,light,light,heavy,light,schwa,o,o,c,o,c,c,o,L,CL,KC,CL,CKCC,CKC,CK,,C,,C,C,C,C,,,C,,CC,C,,L,L,K,L,K,K,K,1,2,2,3,5,3,2,0,0,1,0,2,1,0,0,1,0,1,1,1,1,2,2,1,2,1,1,1,VV,CVV,VC,CVV,CVCC,CVC,CV,0,0,1,0,3,2,1,N,NN,T,2,Orientierungshilfe,undef
be,ø,e,be,abe,gabe,sgabe,K,CK,LCK,CLCK,CCLCK,O,ø,O,Or,Ori,Orig,Origi,L,LC,LCL,LCLC,LCLCL,6,12,9,17,11,11,7,6,6,4,5,5,5,3,0,light,light,light,light,light,light,schwa,o,o,o,c,c,o,o,L,CL,CL,CLC,DC,CL,CK,,C,C,C,,C,C,,,,C,C,,,L,L,L,L,D,L,K,1,2,2,3,3,2,2,0,0,0,1,1,0,0,0,1,1,1,0,1,1,2,2,2,2,2,2,1,VV,CVV,CVV,CVVC,VVC,CVV,CV,0,0,0,1,0,0,1,N,AN,T,2,Originalausgabe,undef
on,ø,n,on,ion,tion,ution,C,LC,LLC,ALLC,LALLC,Pa,ø,P,Pa,Pal,Pala,Palas,C,CK,CKC,CKCK,CKCKC,7,12,10,7,12,9,9,3,3,5,3,6,4,4,0,light,heavy,light,light,light,light,light,c,c,o,o,o,o,c,CK,CKCC,CL,CL,CL,AL,LC,C,C,C,C,C,A,,,CC,,,,,C,K,K,L,L,L,L,L,2,4,2,2,2,2,2,1,2,0,0,0,0,1,1,1,1,1,1,1,0,1,1,2,2,2,2,2,CVC,CVCC,CVV,CVV,CVV,CVV,VVC,2,3,0,0,0,0,0,N,NN,T,2,Palastrevolution,sekunda
ne,ø,e,ne,one,none,anone,K,CK,LCK,CLCK,KCLCK,Pan,ø,P,Pa,Pan,Panz,Panze,C,CK,CKC,CKCA,CKCAK,10,11,7,11,7,9,9,3,3,3,3,3,4,4,-1,light,schwa,light,light,light,light,schwa,c,c,c,c,c,o,o,CKC,AKC,KC,CLC,CK,CL,CK,C,A,,C,C,C,C,C,C,C,C,,,,K,K,K,L,K,L,K,3,3,2,4,2,2,2,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,2,1,2,1,CVC,CVC,VC,CVVC,CVC,CVV,CV,2,2,1,1,2,0,1,N,NN,T,2,Panzerabwehrkanone,prima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,KCKC,CKCKC,Per,ø,P,Pe,Per,Pers,Perso,C,CK,CKC,CKCC,CKCCL,11,7,12,7,11,7,15,3,3,4,3,3,3,5,0,light,light,schwa,schwa,light,schwa,light,c,o,c,o,c,o,c,CKC,CL,CKC,CK,CKC,CK,CKC,C,C,C,C,C,C,C,C,,C,,C,,C,K,L,K,K,K,K,K,3,2,3,2,3,2,4,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,CVC,CVV,CVC,CV,CVC,CV,CVC,2,0,2,1,2,1,2,N,NV,T,2,Personenbefoerderung,sekunda
