syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,sonority0,sonority1,sonority2,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_open0,syl_open1,syl_open2,syl_phoncat0,syl_phoncat1,syl_phoncat2,onset_phoncat0,onset_phoncat1,onset_phoncat2,koda_phoncat0,koda_phoncat1,koda_phoncat2,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,syl_len0,syl_len1,syl_len2,koda_len0,koda_len1,koda_len2,onset_len0,onset_len1,onset_len2,nucleus_len0,nucleus_len1,nucleus_len2,syl_cv0,syl_cv1,syl_cv2,cv_ratio0,cv_ratio1,cv_ratio2,pos,comp_struct,nomen,comp_len,Word,stress_class
che,ø,e,he,che,ache,rache,K,CK,LCK,CLCK,CCLCK,F2r,ø,F,Fu,Fue,Fuer,Fuers,C,CL,CLC,CLCC,CLCCC,13,16,7,4,4,3,-3,light,light,schwa,c,o,o,CLC,CCCL,CK,C,CCC,C,C,,,L,L,K,3,4,3,1,0,0,1,3,1,2,2,1,CVVC,CCCVV,CV,1,1,1,N,PN,T,2,Fuersprache,antepaenultima
cher,ø,r,er,her,cher,echer,C,KC,CKC,KCKC,CKCKC,F2r,ø,F,Fu,Fue,Fuer,Fuers,C,CL,CLC,CLCC,CLCCC,13,12,11,4,3,3,-1,light,light,schwa,c,c,c,CLC,CCCK,CKC,C,CCC,C,C,,C,L,K,K,3,4,4,1,1,1,1,3,1,2,1,1,CVVC,CCCVC,CVC,1,4,2,N,PN,T,2,Fuersprecher,antepaenultima
schof,ø,f,of,hof,chof,schof,C,KC,CKC,KCKC,CKCKC,F2rst,ø,F,Fu,Fue,Fuer,Fuers,C,CK,CKC,CKCC,CKCCC,15,9,8,3,4,2,-4,heavy,light,light,c,c,c,CKCCC,CK,CKC,C,C,C,CCC,,C,K,K,K,5,2,5,3,1,1,1,1,1,1,1,1,CVCCC,CVC,CVC,4,2,2,N,NN,T,2,Fuerstbischof,antepaenultima
den,ø,n,en,den,oden,boden,C,KC,CKC,LCKC,CLCKC,Fu$,ø,F,Fu,Fus,Fuss,Fussb,C,CL,CLC,CLCC,CLCCL,10,7,10,3,3,3,0,light,light,schwa,c,o,c,CLC,CL,CKC,C,C,C,C,,C,L,L,K,3,2,3,1,0,1,1,1,1,2,2,1,CVVC,CVV,CVC,1,0,2,N,NN,T,2,Fussboden,antepaenultima
ger,ø,r,er,ger,nger,enger,C,KC,CKC,KCKC,CKCKC,Fu$,ø,F,Fu,Fus,Fuss,Fussg,C,CL,CLC,CLCC,CLCCK,10,7,13,3,3,4,1,light,light,schwa,c,c,c,CLC,CK,CKC,C,C,C,C,,C,L,K,K,3,3,3,1,1,1,1,1,1,2,1,1,CVVC,CVC,CVC,1,2,2,N,NN,T,2,Fussgaenger,antepaenultima
trog,ø,g,og,rog,trog,rtrog,C,LC,CLC,CCLC,CCCLC,Fut,ø,F,Fu,Fut,Futt,Futte,C,CK,CKC,CKCK,CKCKC,9,11,12,4,3,3,1,light,schwa,light,c,c,c,CK,CKC,CCLC,C,C,CC,,C,C,K,K,L,3,3,4,1,1,1,1,1,2,1,1,2,CVC,CVC,CCVVC,2,2,1,N,NN,T,2,Futtertrog,antepaenultima
tisch,ø,h,ch,sch,isch,tisch,C,KC,CKC,CCKC,KCCKC,Ga,ø,G,Ga,Gab,Gabe,Gaben,C,CL,CLC,CLCK,CLCKC,11,10,10,5,3,3,-1,light,schwa,light,o,c,c,CL,CKC,CKC,C,C,C,,C,C,L,K,K,2,3,5,0,1,1,1,1,1,2,1,1,CVV,CVC,CVC,0,2,2,N,NN,T,2,Gabentisch,antepaenultima
frist,ø,t,st,ist,rist,frist,C,CC,KCC,CKCC,CCKCC,Gal,ø,G,Ga,Gal,Galg,Galge,C,CK,CKC,CKCC,CKCCK,11,10,15,3,3,3,2,light,schwa,heavy,c,c,c,CKC,CKC,CCKCC,C,C,CC,C,C,CC,K,K,K,3,3,5,1,1,2,1,1,2,1,1,1,CVC,CVC,CCVCC,2,2,4,N,NN,T,2,Galgenfrist,antepaenultima
stein,ø,n,in,ein,tein,stein,C,DC,CDC,CCDC,CCCDC,Gal,ø,G,Ga,Gal,Gall,Galle,C,CK,CKC,CKCK,CKCKC,7,13,15,3,4,3,4,light,schwa,light,c,c,c,CK,CKC,CCDC,C,C,CC,,C,C,K,K,D,3,3,5,1,1,1,1,1,2,1,1,2,CVC,CVC,CCVVC,2,2,1,N,NN,T,2,Gallenstein,antepaenultima
band,ø,d,nd,and,band,lband,C,CC,KCC,CKCC,CCKCC,G1n,ø,G,Ga,Gae,Gaen,Gaeng,C,CK,CKC,CKCK,CKCKC,7,13,11,3,4,2,2,light,schwa,heavy,c,c,c,CK,CKC,CKCC,C,C,C,,C,CC,K,K,K,3,3,4,1,1,2,1,1,1,1,1,1,CVC,CVC,CVCC,2,2,3,N,VN,T,2,Gaengelband,antepaenultima
tung,ø,g,ng,ung,tung,ltung,C,KC,CKC,CCKC,KCCKC,Gang,ø,G,Ga,Gan,Gang,Gangs,C,CK,CKC,CKCC,CKCCK,10,11,12,3,3,4,1,light,light,light,c,c,c,CKC,CKC,CKC,C,C,C,C,C,C,K,K,K,4,5,4,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,N,NV,T,2,Gangschaltung,antepaenultima
ten,ø,n,en,ten,aten,raten,C,KC,CKC,LCKC,CLCKC,Gans,ø,G,Ga,Gan,Gans,Gansb,C,CK,CKC,CKCC,CKCCC,11,15,10,2,5,3,-1,heavy,light,schwa,c,o,c,CKCC,CCL,CKC,C,CC,C,CC,,C,K,L,K,4,3,3,2,0,1,1,2,1,1,2,1,CVCC,CCVV,CVC,3,1,2,N,NN,T,2,Gansbraten,antepaenultima
brust,ø,t,st,ust,rust,brust,C,CC,KCC,CKCC,CCKCC,G1n,ø,G,Ga,Gae,Gaen,Gaens,C,CK,CKC,CKCC,CKCCK,10,7,15,3,3,3,2,light,schwa,heavy,c,o,c,CKC,CK,CCKCC,C,C,CC,C,,CC,K,K,K,3,2,5,1,0,2,1,1,2,1,1,1,CVC,CV,CCVCC,2,1,4,N,NN,T,2,Gaensebrust,antepaenultima
fett,ø,t,tt,ett,fett,efett,C,KC,CKC,KCKC,CKCKC,G1n,ø,G,Ga,Gae,Gaen,Gaens,C,CK,CKC,CKCC,CKCCK,10,7,8,3,3,2,-1,light,schwa,light,c,o,c,CKC,CK,CKC,C,C,C,C,,C,K,K,K,3,2,4,1,0,1,1,1,1,1,1,1,CVC,CV,CVC,2,1,2,N,NN,T,2,Gaensefett,antepaenultima
marsch,ø,h,ch,sch,rsch,arsch,C,CC,KCC,CKCC,KCKCC,G1n,ø,G,Ga,Gae,Gaen,Gaens,C,CK,CKC,CKCC,CKCCK,10,7,14,3,3,3,2,light,schwa,heavy,c,o,c,CKC,CK,CKCC,C,C,C,C,,CC,K,K,K,3,2,6,1,0,2,1,1,1,1,1,1,CVC,CV,CVCC,2,1,3,N,NN,T,2,Gaensemarsch,antepaenultima
rig,ø,g,ig,rig,hrig,ehrig,C,KC,CKC,LCKC,CLCKC,ganz,ø,g,ga,gan,ganz,ganzj,C,CK,CKC,CKCA,CKCAC,11,12,13,2,6,4,1,heavy,light,light,c,o,c,CKCA,CL,CKC,C,C,C,CA,,C,K,L,K,4,3,3,2,0,1,1,1,1,1,2,1,CVCC,CVV,CVC,3,0,2,A,AN,F,2,ganzjaehrig,antepaenultima
nen,ø,n,en,nen,inen,einen,C,KC,CKC,DCKC,CDCKC,ganz,ø,g,ga,gan,ganz,ganzl,C,CK,CKC,CKCA,CKCAC,11,14,12,2,7,4,0,heavy,light,schwa,c,o,c,CKCA,CD,CKC,C,C,C,CA,,C,K,D,K,4,3,3,2,0,1,1,1,1,1,2,1,CVCC,CVV,CVC,3,0,2,A,AA,F,2,ganzleinen,antepaenultima
den,ø,n,en,den,iden,eiden,C,KC,CKC,DCKC,CDCKC,ganz,ø,g,ga,gan,ganz,ganzs,C,CK,CKC,CKCA,CKCAC,11,11,10,2,5,3,-1,heavy,light,schwa,c,o,c,CKCA,CD,CKC,C,C,C,CA,,C,K,D,K,4,3,3,2,0,1,1,1,1,1,2,1,CVCC,CVV,CVC,3,0,2,A,AA,F,2,ganzseiden,antepaenultima
lig,ø,g,ig,lig,hlig,ahlig,C,KC,CKC,LCKC,ALCKC,ganz,ø,g,ga,gan,ganz,ganzz,C,CK,CKC,CKCA,CKCAA,11,11,13,2,5,4,1,heavy,light,light,c,o,c,CKCA,AL,CKC,C,A,C,CA,,C,K,L,K,4,3,3,2,0,1,1,1,1,1,2,1,CVCC,CVV,CVC,3,0,2,A,AN,F,2,ganzzahlig,antepaenultima
kocht,ø,t,ht,cht,ocht,kocht,C,CC,KCC,CKCC,KCKCC,gar,ø,g,ga,gar,garg,garge,C,CL,CLC,CLCC,CLCCK,15,7,9,5,3,2,-3,light,schwa,heavy,c,o,c,CLC,CK,CKCC,C,C,C,C,,CC,L,K,K,3,2,5,1,0,2,1,1,1,2,1,1,CVVC,CV,CVCC,1,1,3,A,ø,F,2,gargekocht,antepaenultima
el,ø,l,el,uel,euel,aeuel,C,KC,DKC,CDKC,CCDKC,Garn,ø,G,Ga,Gar,Garn,Garnk,C,CK,CKC,CKCC,CKCCC,14,14,10,3,4,5,-2,heavy,light,schwa,c,o,c,CKCC,CCD,KC,C,CC,,CC,,C,K,D,K,4,4,2,2,0,1,1,2,0,1,2,1,CVCC,CCVV,VC,3,1,1,N,NN,T,2,Garnknaeuel,antepaenultima
bank,ø,k,nk,ank,bank,nbank,C,CC,KCC,CKCC,CCKCC,Gar,ø,G,Ga,Gar,Gart,Garte,C,CL,CLC,CLCC,CLCCK,15,10,11,5,3,2,-2,light,schwa,heavy,c,c,c,CLC,CKC,CKCC,C,C,C,C,C,CC,L,K,K,3,3,4,1,1,2,1,1,1,2,1,1,CVVC,CVC,CVCC,1,2,3,N,NN,T,2,Gartenbank,antepaenultima
frucht,ø,t,ht,cht,ucht,rucht,C,CC,LCC,CLCC,CCLCC,Gar,ø,G,Ga,Gar,Gart,Garte,C,CL,CLC,CLCC,CLCCK,15,10,15,5,3,3,0,light,schwa,heavy,c,c,c,CLC,CKC,CCLCC,C,C,CC,C,C,CC,L,K,L,3,3,6,1,1,2,1,1,2,2,1,2,CVVC,CVC,CCVVCC,1,2,2,N,NN,T,2,Gartenfrucht,antepaenultima
weg,ø,g,eg,weg,nweg,enweg,C,LC,CLC,CCLC,KCCLC,Gar,ø,G,Ga,Gar,Gart,Garte,C,CL,CLC,CLCC,CLCCK,15,10,8,5,3,2,-4,light,schwa,light,c,c,c,CLC,CKC,CLC,C,C,C,C,C,C,L,K,L,3,3,3,1,1,1,1,1,1,2,1,2,CVVC,CVC,CVVC,1,2,1,N,NN,T,2,Gartenweg,antepaenultima
zaun,ø,n,un,aun,zaun,nzaun,C,DC,ADC,CADC,KCADC,Gar,ø,G,Ga,Gar,Gart,Garte,C,CL,CLC,CLCC,CLCCK,15,10,14,5,3,4,-1,light,schwa,light,c,c,c,CLC,CKC,ADC,C,C,A,C,C,C,L,K,D,3,3,4,1,1,1,1,1,1,2,1,2,CVVC,CVC,CVVC,1,2,1,N,NN,T,2,Gartenzaun,antepaenultima
zwerg,ø,g,rg,erg,werg,zwerg,C,CC,KCC,CKCC,ACKCC,Gar,ø,G,Ga,Gar,Gart,Garte,C,CL,CLC,CLCC,CLCCK,15,10,13,5,3,2,-1,light,schwa,heavy,c,c,c,CLC,CKC,ACKCC,C,C,AC,C,C,CC,L,K,K,3,3,5,1,1,2,1,1,2,2,1,1,CVVC,CVC,CCVCC,1,2,4,N,NN,T,2,Gartenzwerg,antepaenultima
ske,ø,e,ke,ske,aske,maske,K,CK,CCK,KCCK,CKCCK,Gas,ø,G,Ga,Gas,Gasm,Gasma,C,CL,CLC,CLCC,CLCCK,12,10,7,4,3,3,-3,light,light,schwa,c,c,o,CLC,CKC,CK,C,C,C,C,C,,L,K,K,3,2,3,1,1,0,1,1,1,2,1,1,CVVC,CVC,CV,1,2,1,N,NN,T,2,Gasmaske,antepaenultima
dal,ø,l,al,dal,edal,pedal,C,LC,CLC,LCLC,CLCLC,Gas,ø,G,Ga,Gas,Gasp,Gaspe,C,CL,CLC,CLCC,CLCCL,12,7,15,4,3,5,1,light,light,light,c,o,c,CLC,CL,CLC,C,C,C,C,,C,L,L,L,3,2,3,1,0,1,1,1,1,2,2,2,CVVC,CVV,CVVC,1,0,1,N,NN,T,2,Gaspedal,antepaenultima
ber,ø,r,er,ber,eber,geber,C,KC,CKC,LCKC,CLCKC,Gast,ø,G,Ga,Gas,Gast,Gastg,C,CK,CKC,CKCC,CKCCC,9,7,11,2,3,3,1,heavy,light,schwa,c,o,c,CKCC,CL,CKC,C,C,C,CC,,C,K,L,K,4,2,3,2,0,1,1,1,1,1,2,1,CVCC,CVV,CVC,3,0,2,N,NN,T,2,Gastgeber,antepaenultima
le,ø,e,le,lle,olle,rolle,K,CK,KCK,CKCK,CCKCK,Gast,ø,G,Ga,Gas,Gast,Gastr,C,CK,CKC,CKCC,CKCCC,9,10,10,2,5,5,0,heavy,light,schwa,c,c,o,CKCC,CK,CK,C,C,C,CC,,,K,K,K,4,3,2,2,1,0,1,1,1,1,1,1,CVCC,CVC,CV,3,2,1,N,NN,T,2,Gastrolle,antepaenultima
te,ø,e,te,tte,ette,aette,K,CK,KCK,CKCK,CCKCK,Gast,ø,G,Ga,Gas,Gast,Gasts,C,CK,CKC,CKCC,CKCCC,9,8,7,2,2,3,-1,heavy,light,schwa,c,c,o,CKCC,CCK,CK,C,CC,C,CC,,,K,K,K,4,4,2,2,1,0,1,2,1,1,1,1,CVCC,CCVC,CV,3,3,1,N,NN,T,2,Gaststaette,antepaenultima
be,ø,e,be,ube,tube,stube,K,CK,LCK,CLCK,CCLCK,Gast,ø,G,Ga,Gas,Gast,Gasts,C,CK,CKC,CKCC,CKCCC,9,10,7,2,3,3,-1,heavy,light,schwa,c,o,o,CKCC,CCL,CK,C,CC,C,CC,,,K,L,K,4,3,2,2,0,0,1,2,1,1,2,1,CVCC,CCVV,CV,3,1,1,N,NN,T,2,Gaststube,antepaenultima
spiel,ø,l,el,iel,piel,spiel,C,LC,CLC,CCLC,CCCLC,Gau,ø,G,Ga,Gau,Gauk,Gauke,C,CD,CDC,CDCK,CDCKC,11,11,14,5,3,3,1,light,schwa,light,o,c,c,CD,CKC,CCLC,C,C,CC,,C,C,D,K,L,3,3,5,0,1,1,1,1,2,2,1,2,CVV,CVC,CCVVC,0,2,1,N,VN,T,2,Gaukelspiel,antepaenultima
buch,ø,h,ch,uch,buch,tbuch,C,LC,CLC,CCLC,LCCLC,Ge,ø,G,Ge,Geb,Gebe,Gebet,C,CK,CKC,CKCL,CKCLC,7,8,10,3,2,3,1,schwa,light,light,o,c,c,CK,CLC,CLC,C,C,C,,C,C,K,L,L,2,3,4,0,1,1,1,1,1,1,2,2,CV,CVVC,CVVC,1,1,1,N,NN,T,2,Gebetbuch,paenultima
jahr,ø,r,hr,ahr,jahr,sjahr,C,LC,CLC,ACLC,CACLC,Ge,ø,G,Ge,Geb,Gebu,Gebur,C,CK,CKC,CKCL,CKCLC,7,14,20,3,3,6,6,schwa,heavy,light,o,c,c,CK,CLCA,CLC,C,C,C,,CA,C,K,L,L,2,5,4,0,2,1,1,1,1,1,2,2,CV,CVVCC,CVVC,1,1,1,N,NN,T,2,Geburtsjahr,paenultima
ort,ø,t,rt,ort,sort,tsort,C,CC,KCC,AKCC,CAKCC,Ge,ø,G,Ge,Geb,Gebu,Gebur,C,CK,CKC,CKCL,CKCLC,7,14,11,3,3,3,2,schwa,heavy,heavy,o,c,c,CK,CLCA,KCC,C,C,,,CA,CC,K,L,K,2,5,3,0,2,2,1,1,0,1,2,1,CV,CVVCC,VCC,1,1,2,N,NN,T,2,Geburtsort,paenultima
tag,ø,g,ag,tag,stag,tstag,C,LC,CLC,ACLC,CACLC,Ge,ø,G,Ge,Geb,Gebu,Gebur,C,CK,CKC,CKCL,CKCLC,7,14,12,3,3,4,2,schwa,heavy,light,o,c,c,CK,CLCA,CLC,C,C,C,,CA,C,K,L,L,2,5,3,0,2,1,1,1,1,1,2,2,CV,CVVCC,CVVC,1,1,1,N,NN,T,2,Geburtstag,paenultima
voll,ø,l,ll,oll,voll,rvoll,C,KC,CKC,CCKC,LCCKC,ge,ø,g,ge,gef,gefa,gefah,C,CK,CKC,CKCL,CKCLC,7,15,11,3,5,3,2,schwa,light,light,o,c,c,CK,CLC,CKC,C,C,C,,C,C,K,L,K,2,4,4,0,1,1,1,1,1,1,2,1,CV,CVVC,CVC,1,1,2,A,NA,F,2,gefahrvoll,paenultima
sucht,ø,t,ht,cht,ucht,sucht,C,CC,KCC,CKCC,CCKCC,Ge,ø,G,Ge,Gef,Gefa,Gefal,C,CK,CKC,CKCK,CKCKC,7,11,11,3,3,2,2,schwa,light,heavy,o,c,c,CK,CKC,CKCC,C,C,C,,C,CC,K,K,K,2,4,5,0,1,2,1,1,1,1,1,1,CV,CVC,CVCC,1,2,3,N,VN,T,2,Gefallsucht,paenultima
arm,ø,m,rm,arm,sarm,lsarm,C,CC,KCC,CKCC,CCKCC,ge,ø,g,ge,gef,gefu,gefue,C,CK,CKC,CKCL,CKCLC,7,14,13,3,3,4,3,schwa,heavy,heavy,o,c,c,CK,CLCC,KCC,C,C,,,CC,CC,K,L,K,2,5,3,0,2,2,1,1,0,1,2,1,CV,CVVCC,VCC,1,1,2,A,NA,F,2,gefuehlsarm,paenultima
mensch,ø,h,ch,sch,nsch,ensch,C,CC,KCC,CKCC,CCKCC,Ge,ø,G,Ge,Gef,Gefu,Gefue,C,CK,CKC,CKCL,CKCLC,7,14,13,3,3,3,3,schwa,heavy,heavy,o,c,c,CK,CLCC,CKCC,C,C,C,,CC,CC,K,L,K,2,5,6,0,2,2,1,1,1,1,2,1,CV,CVVCC,CVCC,1,1,3,N,NN,T,2,Gefuehlsmensch,paenultima
voll,ø,l,ll,oll,voll,lvoll,C,KC,CKC,CCKC,LCCKC,ge,ø,g,ge,gef,gefu,gefue,C,CK,CKC,CKCL,CKCLC,7,13,11,3,4,3,2,schwa,light,light,o,c,c,CK,CLC,CKC,C,C,C,,C,C,K,L,K,2,4,4,0,1,1,1,1,1,1,2,1,CV,CVVC,CVC,1,1,2,A,NA,F,2,gefuehlvoll,paenultima
part,ø,t,rt,art,part,npart,C,CC,KCC,CKCC,CCKCC,Ge,ø,G,Ge,Geg,Gege,Gegen,C,CL,CLC,CLCK,CLCKC,7,10,12,3,3,3,2,light,schwa,heavy,o,c,c,CL,CKC,CKCC,C,C,C,,C,CC,L,K,K,2,3,4,0,1,2,1,1,1,2,1,1,CVV,CVC,CVCC,0,2,3,N,PN,T,2,Gegenpart,antepaenultima
pol,ø,l,ol,pol,npol,enpol,C,LC,CLC,CCLC,KCCLC,Ge,ø,G,Ge,Geg,Gege,Gegen,C,CL,CLC,CLCK,CLCKC,7,10,11,3,3,3,2,light,schwa,light,o,c,c,CL,CKC,CLC,C,C,C,,C,C,L,K,L,2,3,3,0,1,1,1,1,1,2,1,2,CVV,CVC,CVVC,0,2,1,N,PN,T,2,Gegenpol,antepaenultima
satz,ø,z,tz,atz,satz,nsatz,A,KA,CKA,CCKA,KCCKA,Ge,ø,G,Ge,Geg,Gege,Gegen,C,CL,CLC,CLCK,CLCKC,7,10,8,3,3,2,0,light,schwa,light,o,c,c,CL,CKC,CKA,C,C,C,,C,A,L,K,K,2,3,4,0,1,1,1,1,1,2,1,1,CVV,CVC,CVC,0,2,2,N,PN,T,2,Gegensatz,antepaenultima
schlag,ø,g,ag,lag,hlag,chlag,C,LC,CLC,CCLC,CCCLC,Ge,ø,G,Ge,Geg,Gege,Gegen,C,CL,CLC,CLCK,CLCKC,7,10,16,3,3,4,4,light,schwa,light,o,c,c,CL,CKC,CCLC,C,C,CC,,C,C,L,K,L,2,3,6,0,1,1,1,1,2,2,1,2,CVV,CVC,CCVVC,0,2,1,N,PN,T,2,Gegenschlag,antepaenultima
sto$,ø,s,ss,oss,toss,stoss,C,LC,CLC,CCLC,CCCLC,Ge,ø,G,Ge,Geg,Gege,Gegen,C,CL,CLC,CLCK,CLCKC,7,10,9,3,3,2,1,light,schwa,light,o,c,c,CL,CKC,CCLC,C,C,CC,,C,C,L,K,L,2,3,4,0,1,1,1,1,2,2,1,2,CVV,CVC,CCVVC,0,2,1,N,PN,T,2,Gegenstoss,antepaenultima
st2ck,ø,k,ck,eck,ueck,tueck,C,KC,CKC,CCKC,CCCKC,Ge,ø,G,Ge,Geg,Gege,Gegen,C,CL,CLC,CLCK,CLCKC,7,10,11,3,3,2,2,light,schwa,light,o,c,c,CL,CKC,CCKC,C,C,CC,,C,C,L,K,K,2,3,5,0,1,1,1,1,2,2,1,1,CVV,CVC,CCVC,0,2,3,N,PN,T,2,Gegenstueck,antepaenultima
teil,ø,l,il,eil,teil,nteil,C,DC,CDC,CCDC,KCCDC,Ge,ø,G,Ge,Geg,Gege,Gegen,C,CL,CLC,CLCK,CLCKC,7,10,15,3,3,5,4,light,schwa,light,o,c,c,CL,CKC,CDC,C,C,C,,C,C,L,K,D,2,3,4,0,1,1,1,1,1,2,1,2,CVV,CVC,CVVC,0,2,1,N,PN,T,2,Gegenteil,antepaenultima
wehr,ø,r,hr,ehr,wehr,nwehr,C,LC,CLC,CCLC,KCCLC,Ge,ø,G,Ge,Geg,Gege,Gegen,C,CL,CLC,CLCK,CLCKC,7,10,11,3,3,3,2,light,schwa,light,o,c,c,CL,CKC,CLC,C,C,C,,C,C,L,K,L,2,3,4,0,1,1,1,1,1,2,1,2,CVV,CVC,CVVC,0,2,1,N,PN,T,2,Gegenwehr,antepaenultima
dienst,ø,t,st,nst,enst,ienst,C,CC,CCC,LCCC,CLCCC,Ge,ø,G,Ge,Geh,Gehe,Gehei,C,CK,CKC,CKCD,CKCDC,7,14,14,3,4,2,3,schwa,light,heavy,o,c,c,CK,CDC,CLCCC,C,C,C,,C,CCC,K,D,L,2,4,6,0,1,3,1,1,1,1,2,2,CV,CVVC,CVVCCC,1,1,2,N,AN,T,2,Geheimdienst,paenultima
rat,ø,t,at,rat,mrat,imrat,C,LC,CLC,CCLC,DCCLC,Ge,ø,G,Ge,Geh,Gehe,Gehei,C,CK,CKC,CKCD,CKCDC,7,14,15,3,4,5,4,schwa,light,light,o,c,c,CK,CDC,CLC,C,C,C,,C,C,K,D,L,2,4,3,0,1,1,1,1,1,1,2,2,CV,CVVC,CVVC,1,1,1,N,AN,T,2,Geheimrat,paenultima
schrift,ø,t,ft,ift,rift,hrift,C,CC,KCC,CKCC,CCKCC,Ge,ø,G,Ge,Geh,Gehe,Gehei,C,CK,CKC,CKCD,CKCDC,7,14,15,3,4,3,4,schwa,light,heavy,o,c,c,CK,CDC,CCKCC,C,C,CC,,C,CC,K,D,K,2,4,7,0,1,2,1,1,2,1,2,1,CV,CVVC,CCVCC,1,1,4,N,AN,T,2,Geheimschrift,paenultima
schlag,ø,g,ag,lag,hlag,chlag,C,LC,CLC,CCLC,CCCLC,Ge,ø,G,Ge,Geh,Gehi,Gehir,C,CK,CKC,CKCK,CKCKC,7,16,16,3,4,4,4,schwa,heavy,light,o,c,c,CK,CKCC,CCLC,C,C,CC,,CC,C,K,K,L,2,4,6,0,2,1,1,1,2,1,1,2,CV,CVCC,CCVVC,1,3,1,N,NN,T,2,Gehirnschlag,paenultima
sinn,ø,n,nn,inn,sinn,rsinn,C,KC,CKC,CCKC,LCCKC,Ge,ø,G,Ge,Geh,Geho,Gehoe,C,CK,CKC,CKCL,CKCLC,7,11,12,3,3,4,2,schwa,light,light,o,c,c,CK,CLC,CKC,C,C,C,,C,C,K,L,K,2,3,4,0,1,1,1,1,1,1,2,1,CV,CVVC,CVC,1,1,2,N,NN,T,2,Gehoersinn,paenultima
bahn,ø,n,hn,ahn,bahn,rbahn,C,LC,CLC,CCLC,KCCLC,Gei,ø,G,Ge,Gei,Geis,Geist,C,CD,CDC,CDCC,CDCCK,12,11,14,4,3,4,1,light,schwa,light,c,c,c,CDC,CKC,CLC,C,C,C,C,C,C,D,K,L,3,4,4,1,1,1,1,1,1,2,1,2,CVVC,CVC,CVVC,1,2,1,N,NN,T,2,Geisterbahn,antepaenultima
krank,ø,k,nk,ank,rank,krank,C,CC,KCC,CKCC,CCKCC,gei,ø,g,ge,gei,geis,geist,C,CD,CDC,CDCC,CDCCK,12,8,15,4,2,3,1,light,schwa,heavy,c,c,c,CDC,CKC,CCKCC,C,C,CC,C,C,CC,D,K,K,3,4,5,1,1,2,1,1,2,2,1,1,CVVC,CVC,CCVCC,1,2,4,A,NA,F,2,geisteskrank,antepaenultima
gen,ø,n,en,gen,agen,ragen,C,KC,CKC,LCKC,CLCKC,Geiz,ø,G,Ge,Gei,Geiz,Geizk,C,CD,CDA,CDAC,CDACC,12,15,10,4,5,3,-1,light,light,schwa,c,o,c,CDA,CCL,CKC,C,CC,C,A,,C,D,L,K,4,3,3,1,0,1,1,2,1,2,2,1,CVVC,CCVV,CVC,1,1,2,N,VN,T,2,Geizkragen,antepaenultima
hin,ø,n,in,hin,nhin,inhin,C,KC,CKC,CCKC,DCCKC,ge,ø,g,ge,gem,geme,gemei,C,CK,CKC,CKCD,CKCDC,7,16,12,3,5,4,2,schwa,light,light,o,c,c,CK,CDC,CKC,C,C,C,,C,C,K,D,K,2,4,3,0,1,1,1,1,1,1,2,1,CV,CVVC,CVC,1,1,2,ADV,ø,F,2,gemeinhin,paenultima
sinn,ø,n,nn,inn,sinn,nsinn,C,KC,CKC,CCKC,DCCKC,Ge,ø,G,Ge,Gem,Geme,Gemei,C,CK,CKC,CKCD,CKCDC,7,16,12,3,5,4,2,schwa,light,light,o,c,c,CK,CDC,CKC,C,C,C,,C,C,K,D,K,2,4,4,0,1,1,1,1,1,1,2,1,CV,CVVC,CVC,1,1,2,N,AN,T,2,Gemeinsinn,paenultima
voll,ø,l,ll,oll,voll,tvoll,C,KC,CKC,CCKC,KCCKC,ge,ø,g,ge,gem,gemu,gemue,C,CK,CKC,CKCK,CKCKC,7,12,11,3,4,3,2,schwa,light,light,o,c,c,CK,CKC,CKC,C,C,C,,C,C,K,K,K,2,3,4,0,1,1,1,1,1,1,1,1,CV,CVC,CVC,1,2,2,A,NA,F,2,gemuetvoll,paenultima
so,ø,o,so,uso,auso,nauso,L,CL,DCL,CDCL,KCDCL,ge,ø,g,ge,gen,gena,genau,C,CK,CKC,CKCD,CKCDC,7,13,7,3,6,3,0,schwa,light,light,o,o,o,CK,CD,CL,C,C,C,,,,K,D,L,2,3,2,0,0,0,1,1,1,1,2,2,CV,CVV,CVV,1,0,0,ADV,ø,F,2,genauso,paenultima
schu$,ø,s,ss,uss,huss,chuss,C,KC,CKC,CCKC,LCCKC,Ge,ø,G,Ge,Gen,Geni,Genic,C,CK,CKC,CKCL,CKCLC,7,12,10,3,4,3,1,schwa,light,light,o,c,c,CK,CLC,CKC,C,C,C,,C,C,K,L,K,2,4,5,0,1,1,1,1,1,1,2,1,CV,CVVC,CVC,1,1,2,N,NN,T,2,Genickschuss,paenultima
