					
					
(nucleus_phoncat3 = L) and (syl_phoncat2 = CL) => stress_class=ultima (274.0/98.0)	274.0	98.0	0.642336	4syl	models-phoncat.txt
(comp_len <= 1) and (prae_class = ø) and (syl_weight1 = light) and (sonority0 <= 10) and (syl_weight0 = schwa) => stress_class=paenultima (274.0/0.0)	274.0	0.0	1	3syl	models-sparse.txt
(sonority0 <= 10) and (sonority0 <= 7) and (sonority1 >= 12) and (sonority1 >= 14) => stress_class=paenultima (271.0/96.0)	271.0	96.0	0.645756	3syl	models-sonority.txt
(suffix_phoncat4 = LCKC) and (suffix5 = ieren) => stress_class=paenultima (269.0/24.0)	269.0	24.0	0.910781	5syl	models-suffix.txt
(comp_len <= 1) and (pos = V) and (comp_struct = N) => stress_class=paenultima (268.0/76.0)	268.0	76.0	0.716418	3syl	models-meta.txt
(sonority0 <= 10) and (sonority0 >= 10) and (sonority2 <= 10) and (sonority2 >= 10) => stress_class=paenultima (268.0/120.0)	268.0	120.0	0.552239	3syl	models-sonority.txt
(sonority_ratio2 >= 6) and (sonority2 >= 14) => stress_class=ultima (267.0/48.0)	267.0	48.0	0.820225	3syl	models-sonority.txt
(syl_weight1 = heavy) and (sonority0 <= 11) and (sonority_ratio0 >= 3) and (nucleus_phoncat0 = K) => stress_class=ultima (267.0/107.0)	267.0	107.0	0.599251	2syl	models-phon.txt
(nucleus_phoncat3 = L) and (nucleus_phoncat2 = L) and (sonority3 <= 9) and (koda_phoncat3 = C) and (sonority2 <= 12) => stress_class=ultima (266.0/11.0)	266.0	11.0	0.958647	4syl	models-phon.txt
(nucleus_len1 >= 2) and (syl_len0 <= 3) and (syl_len1 >= 3) and (koda_len0 <= 0) and (syl_len0 <= 2) => stress_class=ultima (265.0/29.0)	265.0	29.0	0.890566	2syl	models-sylstruct.txt
(syl_weight3 = light) and (syl_open3 = o) => stress_class=ultima (265.0/114.0)	265.0	114.0	0.569811	4syl	models-weight.txt
(nucleus_len1 >= 2) and (syl_len0 <= 3) and (cv_ratio0 >= 2) and (syl_len1 >= 3) and (comp_len <= 1) => stress_class=ultima (264.0/57.0)	264.0	57.0	0.784091	2syl	models-sparse.txt
(comp_len <= 1) and (prae_class = ø) and (syl_weight1 = light) and (syl_len0 <= 3) and (onset_len0 >= 1) and (syl_weight2 = schwa) and (suffix_phoncat2 = CK) => stress_class=paenultima (264.0/19.0)	264.0	19.0	0.92803	3syl	models-all.txt
(praefix_phoncat2 = CK) and (praefix_phoncat4 = CKCL) => stress_class=paenultima (256.0/37.0)	256.0	37.0	0.855469	3syl	models-affix.txt
(nucleus_len3 >= 2) and (cv_ratio2 <= 0) and (sonority3 <= 9) and (comp_len <= 1) and (koda_len3 >= 1) => stress_class=ultima (255.0/3.0)	255.0	3.0	0.988235	4syl	models-numeric.txt
(syl_cv0 = CV) => stress_class=antepaenultima (255.0/1.0)	255.0	1.0	0.996078	4syl	models-sylstruct.txt
(comp_len <= 1) and (nucleus_phoncat3 = L) and (sonority4 >= 13) and (prae_class = ø) and (syl_weight4 = schwa) => stress_class=paenultima (254.0/2.0)	254.0	2.0	0.992126	5syl	models-sparse.txt
(cv_ratio4 <= 0) and (comp_len <= 1) and (sonority4 >= 9) => stress_class=ultima (251.0/9.0)	251.0	9.0	0.964143	5syl	models-numeric.txt
(syl_weight2 = heavy) and (syl_weight1 = light) and (syl_open1 = o) => stress_class=ultima (249.0/54.0)	249.0	54.0	0.783133	3syl	models-phon.txt
(cv_ratio2 <= 0) and (nucleus_len3 >= 2) and (syl_len2 <= 2) and (onset_len4 >= 1) => stress_class=paenultima (247.0/73.0)	247.0	73.0	0.704453	5syl	models-sylstruct.txt
(sonority0 <= 10) and (sonority0 <= 7) and (sonority_ratio1 >= 4) and (sonority2 <= 13) and (sonority_ratio2 >= 4) => stress_class=paenultima (247.0/104.0)	247.0	104.0	0.578947	3syl	models-sonority.txt
(nucleus_len2 >= 2) and (syl_len2 <= 3) and (syl_len1 <= 3) and (syl_len0 <= 2) and (syl_len2 >= 3) => stress_class=ultima (246.0/107.0)	246.0	107.0	0.565041	3syl	models-sylstruct.txt
(suffix_phoncat4 = LCKC) and (suffix4 = eren) and (prae_class = ø) => stress_class=paenultima (242.0/2.0)	242.0	2.0	0.991736	5syl	models-affix.txt
(suffix_phoncat2 = LC) and (suffix_phoncat4 = LCLC) => stress_class=ultima (240.0/61.0)	240.0	61.0	0.745833	4syl	models-suffix.txt
(suffix_phoncat2 = LC) and (suffix_phoncat4 = LCLC) => stress_class=ultima (240.0/61.0)	240.0	61.0	0.745833	4syl	models-affix.txt
(syl_weight1 = light) and (syl_open1 = c) and (syl_weight3 = schwa) and (syl_open2 = c) and (syl_open3 = c) and (syl_weight0 = light) => stress_class=antepaenultima (239.0/99.0)	239.0	99.0	0.585774	4syl	models-weight.txt
(syl_weight1 = light) and (syl_weight3 = schwa) and (syl_open1 = o) and (syl_open2 = o) and (syl_open3 = c) and (syl_weight2 = light) => stress_class=paenultima (236.0/52.0)	236.0	52.0	0.779661	4syl	models-weight.txt
(comp_struct = BV) => stress_class=antepaenultima (233.0/72.0)	233.0	72.0	0.690987	4syl	models-meta.txt
(cv_ratio2 <= 0) and (syl_len2 >= 3) and (comp_len <= 1) and (syl_open1 = o) => stress_class=ultima (233.0/5.0)	233.0	5.0	0.978541	3syl	models-all.txt
(nucleus_len2 >= 2) and (koda_len1 <= 0) and (syl_len2 <= 3) and (syl_len2 >= 3) and (syl_cv2 = CVV) => stress_class=ultima (231.0/9.0)	231.0	9.0	0.961039	3syl	models-sylstruct.txt
(comp_len <= 1) and (syl_weight1 = light) and (nucleus_phoncat2 = L) => stress_class=paenultima (230.0/65.0)	230.0	65.0	0.717391	5syl	models-all.txt
(koda_len2 >= 2) and (comp_len <= 1) and (syl_len1 <= 2) and (onset_len0 >= 1) => stress_class=ultima (229.0/84.0)	229.0	84.0	0.633188	3syl	models-numeric.txt
(suffix3 = ø) and (suffix1 = t) and (suffix_phoncat2 = CC) => stress_class=ultima (229.0/105.0)	229.0	105.0	0.541485	2syl	models-suffix.txt
(syl_weight1 = light) and (syl_weight2 = light) and (syl_open0 = o) and (syl_weight3 = schwa) and (syl_open2 = o) => stress_class=paenultima (226.0/88.0)	226.0	88.0	0.610619	4syl	models-weight.txt
(cv_ratio4 <= 0) and (koda_len4 >= 1) => stress_class=ultima (226.0/27.0)	226.0	27.0	0.880531	5syl	models-sylstruct.txt
(suffix_phoncat2 = LC) and (suffix_phoncat3 = LLC) => stress_class=ultima (225.0/26.0)	225.0	26.0	0.884444	5syl	models-suffix.txt
