(nucleus_phoncat3 = L) and (sonority4 >= 13) and (prae_class = ø) and (syl_weight4 = schwa)  ZZZ Zstress_class=paenultima (254.0/2.0) ZZZ Z5syl_models-sparse.txt
(nucleus_phoncat3 = L) and (sonority4 >= 13) and (prae_class = ø) and (syl_weight4 = schwa)  ZZZ Zstress_class=paenultima (254.0/2.0) ZZZ Z5syl_models-sparse.txt
(nucleus_phoncat3 = L) and (syl_len2 <= 2) and (koda_phoncat3 = C)  ZZZ Zstress_class=ultima (477.0/38.0) ZZZ Z4syl_models-sparse.txt
(nucleus_phoncat3 = L) and (syl_len2 <= 2) and (koda_phoncat3 = C)  ZZZ Zstress_class=ultima (477.0/38.0) ZZZ Z4syl_models-sparse.txt
(nucleus_phoncat3 = L) and (syl_len2 <= 2) and (koda_phoncat3 = C)  ZZZ Zstress_class=ultima (477.0/38.0) ZZZ Z4syl_models-sparse.txt
(nucleus_phoncat3 = L) and (syl_len2 <= 2) and (koda_phoncat3 = C)  ZZZ Zstress_class=ultima (477.0/38.0) ZZZ Z4syl_models-sparse.txt
(nucleus_phoncat3 = L) and (syl_open1 = o) and (sonority2 <= 11) and (syl_weight2 = light)  ZZZ Zstress_class=ultima (326.0/78.0) ZZZ Z4syl_models-phon.txt
(nucleus_phoncat3 = L) and (syl_open1 = o) and (sonority2 <= 11) and (syl_weight2 = light)  ZZZ Zstress_class=ultima (326.0/78.0) ZZZ Z4syl_models-phon.txt
(nucleus_phoncat3 = L) and (syl_open1 = o) and (sonority2 <= 11) and (syl_weight2 = light)  ZZZ Zstress_class=ultima (326.0/78.0) ZZZ Z4syl_models-phon.txt
(nucleus_phoncat3 = L) and (syl_open1 = o) and (sonority2 <= 11) and (syl_weight2 = light)  ZZZ Zstress_class=ultima (326.0/78.0) ZZZ Z4syl_models-phon.txt
(nucleus_phoncat3 = L) and (syl_phoncat2 = CL)  ZZZ Zstress_class=ultima (274.0/98.0) ZZZ Z4syl_models-phoncat.txt
(nucleus_phoncat3 = L) and (syl_phoncat2 = CL)  ZZZ Zstress_class=ultima (274.0/98.0) ZZZ Z4syl_models-phoncat.txt
(nucleus_phoncat4 = L) and (pos = N)  ZZZ Zstress_class=ultima (309.0/17.0) ZZZ Z5syl_models-sparse.txt
(nucleus_phoncat4 = L) and (pos = N)  ZZZ Zstress_class=ultima (309.0/17.0) ZZZ Z5syl_models-sparse.txt
(nucleus_phoncat4 = L) and (pos = N)  ZZZ Zstress_class=ultima (309.0/17.0) ZZZ Z5syl_models-sparse.txt
(nucleus_phoncat4 = L) and (sonority4 <= 10)  ZZZ Zstress_class=ultima (298.0/15.0) ZZZ Z5syl_models-all.txt
(nucleus_phoncat4 = L) and (sonority4 <= 10)  ZZZ Zstress_class=ultima (298.0/15.0) ZZZ Z5syl_models-all.txt
(nucleus_phoncat4 = L) and (sonority4 <= 10)  ZZZ Zstress_class=ultima (298.0/15.0) ZZZ Z5syl_models-all.txt
(nucleus_phoncat4 = L) and (sonority4 <= 9) and (syl_open3 = o)  ZZZ Zstress_class=ultima (299.0/34.0) ZZZ Z5syl_models-phon.txt
(nucleus_phoncat4 = L) and (sonority4 <= 9) and (syl_open3 = o)  ZZZ Zstress_class=ultima (299.0/34.0) ZZZ Z5syl_models-phon.txt
(nucleus_phoncat4 = L) and (sonority4 <= 9) and (syl_open3 = o)  ZZZ Zstress_class=ultima (299.0/34.0) ZZZ Z5syl_models-phon.txt
(pos = V)  ZZZ Zstress_class=paenultima (277.0/32.0) ZZZ Z5syl_models-meta.txt
(pos = V)  ZZZ Zstress_class=paenultima (277.0/32.0) ZZZ Z5syl_models-meta.txt
